OKRES|PS|P_HL_PS|DAT_AKT
101|1|4|01.10.2023 02:30:00
101|2|3|
101|3|1556|
101|5|155|
101|6|1|
101|7|4|
101|9|22|
101|10|4|
101|12|617|
101|13|44|
101|14|2|
101|15|118|
101|16|577|
101|17|243|
101|18|12|
101|19|3|
101|21|12|
101|22|179|
101|23|226|
101|24|2|
101|25|65|
102|1|52|
102|3|5167|
102|4|9|
102|5|849|
102|6|12|
102|7|12|
102|8|3|
102|9|55|
102|10|14|
102|11|1|
102|12|2086|
102|13|216|
102|14|7|
102|15|592|
102|16|2711|
102|17|1470|
102|18|107|
102|19|20|
102|20|6|
102|21|59|
102|22|596|
102|23|779|
102|24|12|
102|25|423|
103|1|21|
103|2|3|
103|3|2752|
103|4|5|
103|5|453|
103|6|15|
103|7|3|
103|8|2|
103|9|21|
103|10|2|
103|11|3|
103|12|1184|
103|13|109|
103|14|11|
103|15|346|
103|16|1559|
103|17|847|
103|18|22|
103|19|4|
103|20|2|
103|21|52|
103|22|420|
103|23|370|
103|24|9|
103|25|228|
104|1|49|
104|2|4|
104|3|5159|
104|4|5|
104|5|729|
104|6|23|
104|7|7|
104|8|3|
104|9|38|
104|10|8|
104|11|1|
104|12|2083|
104|13|236|
104|14|15|
104|15|699|
104|16|2612|
104|17|1502|
104|18|48|
104|19|9|
104|20|3|
104|21|93|
104|22|742|
104|23|755|
104|24|14|
104|25|464|
105|1|34|
105|2|2|
105|3|3265|
105|4|4|
105|5|712|
105|6|20|
105|7|12|
105|8|3|
105|9|22|
105|10|3|
105|11|5|
105|12|1393|
105|13|197|
105|14|7|
105|15|545|
105|16|2092|
105|17|1185|
105|18|48|
105|19|4|
105|20|2|
105|21|83|
105|22|539|
105|23|496|
105|24|15|
105|25|369|
106|1|67|
106|2|5|
106|3|4096|
106|4|25|
106|5|1618|
106|6|84|
106|7|9|
106|8|9|
106|9|21|
106|10|16|
106|11|12|
106|12|1576|
106|13|610|
106|14|38|
106|15|1002|
106|16|5173|
106|17|3135|
106|18|13|
106|19|16|
106|20|7|
106|21|194|
106|22|694|
106|23|908|
106|24|21|
106|25|1112|
107|1|30|
107|3|1989|
107|4|16|
107|5|596|
107|6|46|
107|7|3|
107|8|5|
107|9|13|
107|10|10|
107|11|8|
107|12|729|
107|13|183|
107|14|16|
107|15|495|
107|16|2022|
107|17|1167|
107|18|4|
107|19|4|
107|20|4|
107|21|62|
107|22|345|
107|23|521|
107|24|11|
107|25|402|
108|1|50|
108|2|6|
108|3|3338|
108|4|5|
108|5|1181|
108|6|36|
108|7|42|
108|8|4|
108|9|56|
108|11|16|
108|12|1260|
108|13|328|
108|14|11|
108|15|543|
108|16|2622|
108|17|1503|
108|18|1065|
108|19|8|
108|20|2|
108|21|64|
108|22|594|
108|23|698|
108|24|9|
108|25|525|
201|1|111|
201|2|7|
201|3|3907|
201|4|19|
201|5|2522|
201|6|44|
201|7|340|
201|8|16|
201|9|722|
201|10|10|
201|11|5|
201|12|838|
201|13|480|
201|14|11|
201|15|408|
201|16|4655|
201|17|1911|
201|18|19306|
201|19|12|
201|20|6|
201|21|93|
201|22|315|
201|23|306|
201|24|9|
201|25|552|
202|1|52|
202|2|8|
202|3|2228|
202|4|20|
202|5|1710|
202|6|69|
202|7|55|
202|8|3|
202|9|93|
202|10|5|
202|11|6|
202|12|831|
202|13|362|
202|14|12|
202|15|628|
202|16|3346|
202|17|1961|
202|18|2584|
202|19|10|
202|20|5|
202|21|141|
202|22|349|
202|23|492|
202|24|18|
202|25|680|
203|1|26|
203|2|3|
203|3|1665|
203|4|10|
203|5|693|
203|6|65|
203|7|6|
203|8|4|
203|9|19|
203|10|4|
203|11|15|
203|12|522|
203|13|232|
203|14|10|
203|15|623|
203|16|2993|
203|17|1697|
203|18|6|
203|19|8|
203|20|1|
203|21|107|
203|22|355|
203|23|488|
203|24|9|
203|25|573|
204|1|33|
204|2|2|
204|3|2149|
204|4|11|
204|5|740|
204|6|42|
204|7|3|
204|8|8|
204|9|11|
204|10|4|
204|11|6|
204|12|703|
204|13|246|
204|14|36|
204|15|615|
204|16|2971|
204|17|1587|
204|18|8|
204|19|6|
204|20|5|
204|21|103|
204|22|420|
204|23|668|
204|24|33|
204|25|598|
205|1|33|
205|2|1|
205|3|1867|
205|4|8|
205|5|937|
205|6|67|
205|7|3|
205|8|8|
205|9|9|
205|10|7|
205|11|3|
205|12|588|
205|13|336|
205|14|19|
205|15|595|
205|16|2636|
205|17|1625|
205|18|2|
205|19|9|
205|20|3|
205|21|100|
205|22|316|
205|23|591|
205|24|14|
205|25|610|
206|1|27|
206|2|4|
206|3|1829|
206|4|15|
206|5|1072|
206|6|41|
206|7|1|
206|8|10|
206|9|5|
206|10|7|
206|12|565|
206|13|280|
206|14|7|
206|15|448|
206|16|1926|
206|17|1266|
206|18|3|
206|19|5|
206|20|2|
206|21|125|
206|22|347|
206|23|691|
206|24|6|
206|25|476|
207|1|48|
207|2|6|
207|3|2944|
207|4|11|
207|5|1993|
207|6|60|
207|7|8|
207|8|28|
207|9|30|
207|10|6|
207|11|9|
207|12|1056|
207|13|402|
207|14|19|
207|15|953|
207|16|4296|
207|17|2587|
207|18|5|
207|19|11|
207|20|5|
207|21|139|
207|22|643|
207|23|1095|
207|24|13|
207|25|888|
301|1|32|
301|2|5|
301|3|1903|
301|4|14|
301|5|874|
301|6|82|
301|7|7|
301|8|24|
301|9|10|
301|10|7|
301|11|9|
301|12|631|
301|13|303|
301|14|11|
301|15|1023|
301|16|4504|
301|17|2469|
301|18|5|
301|19|10|
301|20|5|
301|21|156|
301|22|290|
301|23|842|
301|24|12|
301|25|780|
302|1|52|
302|2|3|
302|3|2253|
302|4|8|
302|5|783|
302|6|57|
302|7|10|
302|8|3|
302|9|49|
302|10|13|
302|11|7|
302|12|890|
302|13|284|
302|14|32|
302|15|1363|
302|16|5027|
302|17|2691|
302|18|13|
302|19|9|
302|20|3|
302|21|163|
302|22|398|
302|23|858|
302|24|28|
302|25|776|
303|1|31|
303|2|6|
303|3|2012|
303|4|6|
303|5|575|
303|6|57|
303|7|5|
303|8|13|
303|9|15|
303|10|8|
303|11|8|
303|12|611|
303|13|254|
303|14|15|
303|15|578|
303|16|2315|
303|17|1798|
303|18|3|
303|19|11|
303|20|2|
303|21|91|
303|22|223|
303|23|163|
303|24|30|
303|25|488|
304|1|51|
304|2|12|
304|3|3498|
304|4|16|
304|5|1374|
