PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|34|30.09.2023 23:30:00
1|2|13|
1|3|11|
1|4|14|
1|5|15|
1|6|10|
1|7|15|
1|8|10|
1|9|8|
1|10|16|
1|11|7|
1|12|8|
1|13|14|
1|14|7|
1|15|13|
1|16|5|
1|17|8|
1|18|16|
1|19|2|
1|20|9|
1|21|3|
1|22|4|
1|23|2|
1|24|1|
1|25|1|
1|26|5|
1|27|7|
1|28|7|
1|29|1|
1|30|2|
1|31|6|
1|32|3|
1|33|3|
1|34|3|
1|35|3|
1|36|2|
1|37|4|
1|38|2|
1|39|3|
1|40|1|
1|41|3|
1|42|1|
1|43|1|
1|44|4|
1|45|2|
1|46|1|
1|47|2|
1|48|0|
1|49|0|
1|50|0|
1|51|2|
1|52|1|
1|53|2|
1|54|2|
1|55|2|
1|56|0|
1|57|2|
1|58|2|
1|59|0|
1|60|2|
2|1|4|
2|2|5|
2|3|25|
2|4|3|
2|5|4|
2|6|1|
2|7|1|
2|8|6|
2|9|7|
2|10|2|
2|11|2|
2|12|6|
2|13|2|
2|14|2|
2|15|1|
2|16|1|
2|17|1|
2|18|7|
2|19|0|
2|20|3|
2|21|1|
2|22|1|
2|23|2|
2|24|0|
2|25|2|
2|26|0|
2|27|3|
2|28|8|
2|29|3|
2|30|0|
2|31|1|
2|32|1|
2|33|0|
2|34|0|
2|35|0|
2|36|2|
2|37|0|
2|38|1|
2|39|4|
2|40|0|
2|41|0|
2|42|0|
2|43|0|
2|44|1|
2|45|1|
2|46|3|
2|47|2|
2|48|2|
2|49|0|
2|50|2|
2|51|0|
2|52|1|
2|53|0|
2|54|0|
2|55|3|
2|56|0|
2|57|2|
2|58|6|
2|59|0|
2|60|1|
2|61|0|
2|62|1|
2|63|0|
2|64|1|
2|65|0|
2|66|2|
2|67|1|
2|68|1|
2|69|1|
2|70|1|
3|1|1957|
3|2|618|
3|3|773|
3|4|395|
3|5|316|
3|6|156|
3|7|81|
3|8|91|
3|9|189|
3|10|192|
3|11|90|
3|12|134|
3|13|162|
3|14|72|
3|15|329|
3|16|38|
3|17|221|
3|18|102|
3|19|63|
3|20|54|
3|21|35|
3|22|43|
3|23|25|
3|24|83|
3|25|47|
3|26|14|
3|27|28|
3|28|17|
3|29|7|
3|30|17|
3|31|60|
3|32|16|
3|33|8|
3|34|3|
3|35|63|
3|36|34|
3|37|31|
3|38|18|
3|39|19|
3|40|31|
3|41|18|
3|42|28|
3|43|7|
3|44|16|
3|45|14|
3|46|15|
3|47|20|
3|48|2|
3|49|21|
3|50|6|
3|51|9|
3|52|48|
3|53|14|
3|54|1|
3|55|11|
3|56|5|
3|57|4|
3|58|34|
3|59|3|
3|60|27|
3|61|14|
3|62|7|
3|63|31|
3|64|18|
3|65|9|
3|66|9|
3|67|8|
3|68|4|
3|69|12|
3|70|4|
3|71|5|
3|72|1|
3|73|2|
3|74|4|
3|75|2|
3|76|13|
3|77|12|
3|78|2|
3|79|13|
3|80|2|
3|81|4|
3|82|5|
3|83|4|
3|84|7|
3|85|5|
3|86|2|
3|87|5|
3|88|1|
3|89|2|
3|90|0|
3|91|4|
3|92|6|
3|93|7|
3|94|2|
3|95|13|
3|96|2|
3|97|10|
3|98|2|
3|99|2|
3|100|6|
3|101|3|
3|102|8|
3|103|8|
3|104|11|
3|105|5|
3|106|3|
3|107|0|
3|108|0|
3|109|9|
3|110|1|
3|111|3|
3|112|2|
3|113|2|
3|114|1|
3|115|5|
3|116|12|
3|117|1|
3|118|2|
3|119|0|
3|120|5|
3|121|2|
3|122|4|
3|123|0|
3|124|8|
3|125|2|
3|126|10|
3|127|8|
3|128|4|
3|129|0|
3|130|0|
3|131|2|
3|132|1|
3|133|5|
3|134|8|
3|135|2|
3|136|2|
3|137|3|
3|138|33|
3|139|0|
3|140|10|
3|141|2|
3|142|1|
3|143|5|
3|144|1|
3|145|0|
3|146|3|
3|147|3|
3|148|5|
3|149|5|
3|150|21|
4|1|13|
4|2|6|
4|3|4|
4|4|7|
4|5|2|
4|6|1|
4|7|2|
4|8|2|
4|9|1|
4|10|1|
4|11|4|
4|12|0|
4|13|0|
4|14|1|
4|15|2|
4|16|0|
4|17|0|
4|18|0|
4|19|2|
4|20|2|
4|21|0|
4|22|0|
4|23|0|
4|24|3|
4|25|0|
4|26|2|
4|27|2|
4|28|1|
4|29|0|
4|30|1|
4|31|2|
4|32|1|
4|33|0|
4|34|0|
4|35|0|
4|36|0|
4|37|0|
4|38|0|
4|39|0|
4|40|0|
4|41|1|
4|42|0|
4|43|0|
4|44|0|
4|45|0|
4|46|0|
4|47|0|
4|48|2|
4|49|0|
4|50|0|
4|51|1|
4|52|0|
4|53|0|
4|54|0|
4|55|0|
4|56|0|
4|57|0|
4|58|0|
4|59|0|
4|60|0|
4|61|0|
4|62|1|
4|63|0|
4|64|0|
4|65|0|
4|66|1|
4|67|2|
4|68|0|
4|69|1|
4|70|0|
4|71|0|
4|72|0|
4|73|0|
4|74|0|
4|75|0|
4|76|0|
4|77|1|
4|78|0|
4|79|0|
4|80|0|
4|81|0|
4|82|1|
4|83|0|
4|84|0|
4|85|1|
4|86|0|
4|87|0|
4|88|0|
4|89|0|
4|90|1|
4|91|1|
4|92|0|
4|93|0|
4|94|0|
4|95|0|
4|96|0|
4|97|0|
4|98|0|
4|99|0|
4|100|0|
4|101|0|
4|102|0|
4|103|0|
4|104|0|
4|105|0|
4|106|1|
4|107|0|
4|108|0|
4|109|0|
4|110|1|
4|111|0|
4|112|0|
4|113|0|
4|114|0|
4|115|0|
4|116|0|
4|117|0|
4|118|0|
4|119|0|
4|120|0|
4|121|0|
4|122|0|
4|123|0|
4|124|0|
4|125|0|
4|126|0|
4|127|0|
4|128|0|
4|129|0|
4|130|0|
4|131|0|
4|132|0|
4|133|0|
4|134|0|
4|135|0|
4|136|0|
4|137|0|
4|138|0|
4|139|0|
4|140|0|
4|141|0|
4|142|0|
4|143|0|
4|144|0|
4|145|0|
4|146|0|
4|147|0|
4|148|0|
5|1|735|
5|2|78|
5|3|43|
5|4|61|
5|5|112|
5|6|47|
5|7|68|
5|8|32|
5|9|267|
5|10|188|
5|11|345|
5|12|27|
5|13|101|
5|14|28|
5|15|62|
5|16|81|
5|17|35|
5|18|384|
5|19|10|
5|20|11|
5|21|8|
5|22|31|
5|23|112|
5|24|40|
5|25|54|
5|26|10|
5|27|16|
5|28|14|
5|29|14|
5|30|46|
5|31|12|
5|32|14|
5|33|8|
5|34|7|
5|35|35|
5|36|19|
5|37|15|
5|38|14|
5|39|12|
5|40|15|
5|41|25|
5|42|18|
5|43|10|
5|44|4|
5|45|8|
5|46|9|
5|47|10|
5|48|16|
5|49|13|
5|50|12|
5|51|26|
5|52|6|
5|53|13|
5|54|86|
5|55|8|
5|56|4|
5|57|13|
5|58|105|
5|59|16|
5|60|6|
5|61|2|
5|62|17|
5|63|1|
5|64|3|
5|65|2|
5|66|20|
5|67|5|
5|68|2|
5|69|64|
5|70|16|
5|71|21|
5|72|20|
5|73|6|
5|74|7|
5|75|0|
5|76|3|
5|77|2|
5|78|5|
5|79|2|
5|80|9|
5|81|3|
5|82|9|
5|83|4|
5|84|3|
5|85|5|
5|86|5|
5|87|7|
5|88|7|
5|89|3|
5|90|3|
5|91|10|
5|92|4|
5|93|4|
5|94|4|
5|95|5|
5|96|3|
5|97|6|
5|98|0|
5|99|12|
5|100|4|
5|101|2|
5|102|5|
5|103|9|
5|104|0|
5|105|2|
5|106|4|
5|107|1|
5|108|8|
5|109|1|
5|110|4|
5|111|13|
5|112|3|
5|113|2|
5|114|0|
5|115|1|
5|116|1|
5|117|5|
5|118|2|
5|119|3|
5|120|11|
5|121|8|
5|122|1|
5|123|1|
5|124|2|
5|125|3|
5|126|7|
5|127|1|
5|128|5|
5|129|7|
5|130|6|
5|131|73|
5|132|2|
5|133|5|
5|134|8|
5|135|1|
5|136|3|
5|137|7|
5|138|13|
5|139|5|
5|140|5|
5|141|3|
5|142|5|
5|143|47|
5|144|17|
5|145|16|
5|146|102|
5|147|323|
5|148|119|
5|149|243|
5|150|1624|
6|1|71|
6|2|38|
6|3|25|
6|4|25|
6|5|5|
6|6|5|
6|7|14|
6|8|7|
6|9|3|
6|10|6|
6|11|7|
6|12|0|
6|13|2|
6|14|7|
6|15|2|
6|16|5|
6|17|5|
6|18|5|
6|19|0|
6|20|4|
6|21|2|
6|22|0|
6|23|2|
6|24|1|
6|25|0|
6|26|1|
6|27|1|
6|28|1|
6|29|1|
6|30|4|
6|31|1|
6|32|2|
6|33|2|
6|34|0|
6|35|0|
6|36|2|
6|37|1|
6|38|0|
6|39|1|
6|40|0|
6|41|0|
6|42|1|
6|43|0|
6|44|1|
6|45|2|
6|46|0|
6|47|0|
6|48|2|
6|49|0|
6|50|1|
6|51|1|
6|52|2|
6|53|0|
6|54|0|
6|55|1|
6|56|0|
6|57|0|
6|58|0|
6|59|0|
6|60|1|
6|61|1|
6|62|0|
6|63|0|
6|64|2|
6|65|1|
6|66|4|
6|67|1|
6|68|1|
6|69|1|
6|70|2|
6|71|2|
6|72|2|
6|73|1|
6|74|1|
6|75|1|
6|76|0|
6|77|1|
6|78|1|
6|79|1|
6|80|0|
6|81|4|
7|1|30|
7|2|8|
7|3|11|
7|4|5|
7|5|2|
7|6|2|
7|7|5|
7|8|2|
7|9|1|
7|10|3|
7|11|0|
7|12|1|
7|13|2|
7|14|3|
7|15|2|
7|16|1|
7|17|0|
7|18|4|
7|19|2|
7|20|3|
7|21|1|
7|22|1|
7|23|1|
7|24|3|
7|25|1|
7|26|1|
7|27|2|
7|28|0|
7|29|2|
7|30|1|
7|31|3|
7|32|8|
7|33|6|
7|34|2|
7|35|0|
7|36|0|
7|37|0|
7|38|5|
7|39|0|
7|40|4|
7|41|1|
7|42|1|
7|43|2|
7|44|1|
7|45|0|
7|46|0|
7|47|2|
7|48|1|
7|49|1|
7|50|3|
7|51|2|
7|52|2|
7|53|1|
7|54|0|
7|55|2|
7|56|0|
7|57|0|
7|58|4|
7|59|1|
7|60|0|
7|61|0|
7|62|0|
7|63|0|
7|64|5|
7|65|1|
7|66|0|
7|67|6|
7|68|0|
7|69|1|
7|70|1|
7|71|1|
7|72|4|
7|73|0|
7|74|0|
7|75|0|
7|76|0|
7|77|0|
7|78|0|
7|79|0|
7|80|0|
7|81|0|
7|82|0|
7|83|0|
7|84|0|
7|85|0|
7|86|0|
7|87|0|
7|88|0|
7|89|0|
7|90|0|
7|91|0|
7|92|0|
7|93|0|
7|94|0|
7|95|0|
7|96|0|
7|97|0|
7|98|0|
7|99|0|
7|100|0|
7|101|0|
7|102|1|
7|103|0|
7|104|0|
7|105|0|
7|106|1|
7|107|0|
7|108|0|
7|109|0|
7|110|0|
7|111|0|
7|112|0|
7|113|0|
7|114|0|
7|115|0|
7|116|0|
7|117|0|
7|118|0|
7|119|1|
7|120|0|
7|121|0|
7|122|0|
7|123|0|
7|124|0|
7|125|1|
8|1|5|
8|2|0|
8|3|2|
8|4|4|
8|5|0|
8|6|2|
8|7|1|
8|8|1|
8|9|7|
8|10|3|
8|11|0|
8|12|0|
8|13|0|
8|14|3|
8|15|2|
8|16|0|
8|17|0|
8|18|2|
8|19|1|
8|20|0|
8|21|1|
8|22|0|
8|23|0|
8|24|1|
8|25|0|
8|26|0|
8|27|1|
8|28|0|
8|29|0|
8|30|4|
8|31|0|
8|32|1|
8|33|0|
8|34|0|
8|35|0|
8|36|0|
8|37|1|
8|38|0|
8|39|0|
8|40|0|
8|41|0|
9|1|21|
9|2|14|
9|3|2|
9|4|5|
9|5|2|
9|6|2|
9|7|8|
9|8|1|
9|9|4|
9|10|1|
9|11|4|
9|12|4|
9|13|3|
9|14|2|
9|15|1|
9|16|5|
9|17|2|
9|18|0|
9|19|0|
9|20|1|
9|21|0|
9|22|0|
9|23|0|
9|24|1|
9|25|0|
9|26|2|
9|27|0|
9|28|0|
9|29|1|
9|30|5|
9|31|1|
9|32|0|
9|33|0|
9|34|0|
9|35|1|
9|36|0|
9|37|1|
9|38|0|
9|39|0|
9|40|0|
9|41|1|
9|42|0|
9|43|0|
9|44|1|
9|45|0|
9|46|0|
9|47|2|
9|48|0|
9|49|0|
9|50|0|
9|51|0|
9|52|1|
9|53|0|
9|54|0|
9|55|0|
9|56|1|
9|57|0|
9|58|0|
9|59|0|
9|60|3|
9|61|1|
9|62|0|
9|63|0|
9|64|4|
9|65|0|
9|66|0|
9|67|0|
9|68|1|
9|69|2|
9|70|1|
9|71|0|
9|72|0|
9|73|0|
9|74|0|
9|75|0|
9|76|0|
9|77|0|
9|78|0|
9|79|0|
9|80|0|
9|81|0|
9|82|0|
9|83|3|
9|84|0|
9|85|1|
9|86|0|
9|87|0|
9|88|0|
9|89|0|
9|90|0|
9|91|0|
9|92|0|
9|93|0|
9|94|0|
9|95|0|
9|96|1|
9|97|0|
9|98|0|
9|99|0|
9|100|1|
9|101|0|
9|102|1|
9|103|0|
9|104|1|
9|105|0|
9|106|0|
9|107|1|
9|108|0|
9|109|0|
9|110|0|
9|111|1|
9|112|0|
9|113|0|
9|114|0|
9|115|0|
9|116|0|
9|117|1|
9|118|0|
9|119|0|
9|120|0|
9|121|0|
9|122|0|
9|123|0|
9|124|0|
9|125|0|
9|126|0|
9|127|0|
9|128|0|
9|129|0|
9|130|0|
9|131|0|
9|132|0|
9|133|0|
9|134|3|
9|135|0|
9|136|0|
9|137|0|
9|138|0|
9|139|0|
9|140|0|
9|141|0|
9|142|0|
9|143|0|
9|144|0|
9|145|0|
9|146|0|
9|147|0|
9|148|3|
9|149|0|
10|1|7|
10|2|6|
10|3|3|
10|4|5|
10|5|1|
10|6|0|
10|7|2|
10|8|2|
10|9|2|
10|10|1|
10|11|0|
10|12|0|
10|13|0|
10|14|2|
10|15|3|
10|16|1|
10|17|1|
10|18|1|
10|19|2|
10|20|0|
10|21|0|
10|22|1|
10|23|0|
10|24|0|
10|25|2|
10|26|0|
10|27|2|
11|1|15|
11|2|5|
11|3|4|
11|4|8|
11|5|6|
11|6|1|
11|7|1|
11|8|3|
11|9|0|
11|10|1|
11|11|2|
11|12|0|
11|13|0|
11|14|1|
11|15|0|
11|16|0|
11|17|2|
11|18|1|
11|19|0|
11|20|0|
11|21|1|
11|22|1|
11|23|1|
11|24|1|
11|25|2|
11|26|1|
11|27|0|
11|28|1|
11|29|0|
11|30|1|
11|31|2|
11|32|0|
11|33|0|
11|34|0|
11|35|1|
11|36|0|
11|37|0|
11|38|0|
11|39|0|
11|40|0|
11|41|0|
11|42|1|
11|43|0|
11|44|1|
11|45|0|
12|1|549|
12|2|342|
12|3|250|
12|4|256|
12|5|273|
12|6|136|
12|7|53|
12|8|38|
12|9|32|
12|10|21|
12|11|38|
12|12|26|
12|13|16|
12|14|5|
12|15|76|
12|16|116|
12|17|12|
12|18|9|
12|19|16|
12|20|15|
