OKRES|PS|P_HL_PS|DAT_AKT
101|1|29|01.10.2023 04:00:00
101|2|10|
101|3|7722|
101|4|3|
101|5|783|
101|6|17|
101|7|16|
101|8|1|
101|9|65|
101|10|7|
101|11|4|
101|12|2876|
101|13|203|
101|14|11|
101|15|592|
101|16|2706|
101|17|1229|
101|18|89|
101|19|7|
101|20|2|
101|21|62|
101|22|858|
101|23|970|
101|24|6|
101|25|308|
102|1|119|
102|2|8|
102|3|14613|
102|4|25|
102|5|2482|
102|6|54|
102|7|44|
102|8|6|
102|9|165|
102|10|28|
102|11|9|
102|12|5892|
102|13|601|
102|14|25|
102|15|1670|
102|16|7718|
102|17|4101|
102|18|343|
102|19|34|
102|20|8|
102|21|194|
102|22|1744|
102|23|1970|
102|24|25|
102|25|1191|
103|1|43|
103|2|9|
103|3|7636|
103|4|10|
103|5|1180|
103|6|38|
103|7|9|
103|8|2|
103|9|64|
103|10|5|
103|11|6|
103|12|3200|
103|13|272|
103|14|29|
103|15|925|
103|16|4009|
103|17|2084|
103|18|90|
103|19|12|
103|20|3|
103|21|126|
103|22|1032|
103|23|1018|
103|24|18|
103|25|575|
104|1|123|
104|2|13|
104|3|15142|
104|4|22|
104|5|2202|
104|6|87|
104|7|29|
104|8|14|
104|9|125|
104|10|16|
104|11|9|
104|12|6237|
104|13|763|
104|14|46|
104|15|1975|
104|16|7875|
104|17|4405|
104|18|119|
104|19|31|
104|20|11|
104|21|281|
104|22|2241|
104|23|2330|
104|24|39|
104|25|1316|
105|1|113|
105|2|7|
105|3|10893|
105|4|20|
105|5|2071|
105|6|60|
105|7|22|
105|8|8|
105|9|96|
105|10|10|
105|11|9|
105|12|4468|
105|13|615|
105|14|30|
105|15|1518|
105|16|6471|
105|17|3577|
105|18|174|
105|19|25|
105|20|4|
105|21|190|
105|22|1629|
105|23|1618|
105|24|34|
105|25|1030|
106|1|159|
106|2|10|
106|3|8305|
106|4|39|
106|5|3451|
106|6|139|
106|7|13|
106|8|16|
106|9|47|
106|10|25|
106|11|19|
106|12|3194|
106|13|1147|
106|14|73|
106|15|1948|
106|16|9873|
106|17|5825|
106|18|24|
106|19|26|
106|20|15|
106|21|394|
106|22|1471|
106|23|1740|
106|24|46|
106|25|2104|
107|1|97|
107|2|12|
