OKRES|PS|P_HL_PS|DAT_AKT
305|3|3425|
305|4|16|
305|5|1416|
305|6|96|
305|7|7|
305|8|18|
305|9|21|
305|10|11|
305|11|8|
305|12|1226|
305|13|558|
305|14|31|
305|15|1801|
305|16|8179|
305|17|4028|
305|18|2|
305|19|17|
305|20|6|
305|21|284|
305|22|700|
305|23|1760|
305|24|26|
305|25|1407|
306|1|54|
306|2|3|
306|3|2583|
306|4|23|
306|5|898|
306|6|46|
306|7|1|
306|8|3|
306|9|20|
306|10|11|
306|11|9|
306|12|824|
306|13|376|
306|14|22|
306|15|1608|
306|16|6453|
306|17|3058|
306|18|7|
306|19|8|
306|20|4|
306|21|172|
306|22|430|
306|23|1052|
306|24|9|
306|25|1087|
307|1|213|
307|2|16|
307|3|11442|
307|4|44|
307|5|4245|
307|6|435|
307|7|15|
307|8|73|
307|9|80|
307|10|36|
307|11|46|
307|12|3738|
307|13|1602|
307|14|58|
307|15|5387|
307|16|21457|
307|17|11804|
307|18|13|
307|19|57|
307|20|15|
307|21|775|
307|22|2185|
307|23|2933|
307|24|69|
307|25|4434|
308|1|50|
308|2|6|
308|3|2422|
308|4|8|
308|5|938|
308|6|68|
308|7|2|
308|8|2|
308|9|22|
308|10|7|
308|11|12|
308|12|831|
308|13|348|
308|14|22|
308|15|1388|
308|16|5744|
308|17|2886|
308|18|3|
308|19|10|
308|20|4|
308|21|183|
308|22|456|
308|23|1068|
308|24|17|
308|25|940|
309|1|120|
309|2|15|
309|3|9155|
309|4|38|
309|5|2980|
309|6|212|
309|7|13|
309|8|20|
309|9|94|
309|10|30|
309|11|19|
309|12|3060|
309|13|1047|
309|14|44|
309|15|3136|
309|16|11365|
309|17|7368|
309|18|19|
309|19|35|
309|20|13|
309|21|437|
309|22|1589|
309|23|3152|
309|24|58|
309|25|2282|
401|1|120|
401|2|16|
401|3|3369|
401|4|25|
401|5|2566|
401|6|57|
401|7|196|
401|8|10|
401|9|188|
401|10|12|
401|11|5|
401|12|755|
401|13|346|
401|14|18|
401|15|549|
401|16|4802|
401|17|2493|
401|18|17183|
401|19|19|
401|20|1|
401|21|116|
401|22|304|
401|23|271|
401|24|13|
401|25|766|
402|1|194|
402|2|30|
402|3|8279|
402|4|33|
402|5|5123|
402|6|212|
402|7|150|
402|8|11|
402|9|242|
402|10|27|
402|11|52|
402|12|2550|
402|13|1385|
402|14|41|
402|15|2196|
402|16|12350|
402|17|8312|
402|18|7510|
402|19|67|
402|20|17|
402|21|671|
402|22|1300|
402|23|2243|
402|24|41|
402|25|2646|
403|1|131|
403|2|10|
403|3|9892|
403|4|35|
403|5|3762|
403|6|124|
403|7|31|
403|8|20|
403|9|103|
403|10|27|
403|11|40|
403|12|3752|
403|13|1184|
403|14|80|
403|15|2803|
403|16|15673|
403|17|9410|
403|18|937|
403|19|48|
403|20|7|
403|21|459|
403|22|1706|
403|23|2756|
403|24|49|
403|25|2861|
404|1|88|
404|2|12|
404|3|3627|
404|4|18|
404|5|2341|
404|6|71|
404|7|81|
404|8|6|
404|9|145|
404|10|8|
404|11|11|
404|12|1107|
404|13|584|
404|14|17|
404|15|1167|
404|16|6815|
404|17|4530|
404|18|4822|
404|19|24|
404|20|7|
404|21|201|
404|22|525|
404|23|1002|
404|24|11|
404|25|1358|
405|1|88|
405|2|8|
405|3|3648|
405|4|22|
405|5|2189|
405|6|83|
405|7|73|
405|8|4|
405|9|90|
405|10|9|
405|11|5|
405|12|1284|
405|13|477|
405|14|17|
405|15|629|
405|16|4733|
405|17|2724|
405|18|4624|
405|19|11|
405|20|4|
405|21|134|
405|22|496|
405|23|499|
405|24|17|
405|25|913|
406|1|63|
406|2|6|
406|3|2541|
406|4|13|
406|5|1274|
406|6|48|
406|7|7|
406|8|13|
406|9|15|
406|10|11|
406|11|14|
406|12|940|
406|13|438|
406|14|28|
406|15|1452|
406|16|8810|
406|17|3513|
406|18|9|
406|19|14|
406|20|4|
406|21|201|
406|22|523|
406|23|1193|
406|24|28|
406|25|1086|
407|1|41|
407|2|3|
407|3|1524|
407|4|6|
407|5|911|
407|6|55|
407|7|7|
407|8|1|
407|9|15|
407|10|6|
407|11|3|
407|12|635|
407|13|307|
407|14|13|
407|15|1206|
407|16|4308|
407|17|2433|
407|18|61|
407|19|14|
407|20|4|
407|21|156|
407|22|387|
407|23|945|
407|24|9|
407|25|812|
501|1|25|
501|2|2|
501|3|1372|
501|4|11|
501|5|788|
501|6|52|
501|7|2|
501|8|4|
501|9|8|
501|10|7|
501|11|13|
501|12|503|
501|13|274|
501|14|12|
501|15|1088|
501|16|3899|
501|17|2221|
501|18|2|
501|19|10|
501|20|2|
501|21|110|
501|22|279|
501|23|827|
501|24|9|
501|25|747|
502|1|31|
502|2|4|
502|3|1822|
502|4|24|
502|5|964|
502|6|53|
502|7|2|
502|8|2|
502|9|5|
502|10|6|
502|11|4|
502|12|661|
502|13|283|
502|14|7|
502|15|1438|
502|16|7513|
502|17|3688|
502|18|3|
502|19|8|
502|20|9|
502|21|186|
502|22|294|
502|23|903|
502|24|7|
502|25|1135|
503|1|38|
503|2|7|
503|3|2363|
503|4|14|
503|5|1351|
503|6|61|
503|7|5|
503|8|8|
503|9|18|
503|10|15|
503|11|4|
503|12|900|
503|13|339|
503|14|11|
503|15|1042|
503|16|2560|
503|17|2070|
503|18|2|
503|19|7|
503|20|11|
503|21|130|
503|22|626|
503|23|2253|
503|24|16|
503|25|718|
504|1|25|
504|2|5|
504|3|1639|
504|4|10|
504|5|811|
504|6|48|
504|7|5|
504|8|8|
504|9|5|
504|10|3|
504|11|3|
504|12|589|
504|13|227|
504|14|11|
504|15|1404|
504|16|4621|
504|17|2213|
504|18|1|
504|19|6|
504|20|6|
504|21|110|
504|22|277|
504|23|738|
504|24|3|
504|25|802|
505|1|91|
505|2|19|
505|3|5785|
505|4|30|
505|5|2181|
505|6|134|
505|7|9|
505|8|15|
505|9|29|
505|10|27|
505|11|13|
505|12|2140|
505|13|819|
505|14|37|
505|15|2484|
505|16|7102|
505|17|6310|
505|18|19|
505|19|24|
505|20|7|
505|21|280|
505|22|961|
505|23|1686|
505|24|31|
505|25|2011|
506|1|125|
506|2|16|
506|3|7280|
506|4|34|
506|5|2394|
506|6|158|
506|7|14|
506|8|16|
506|9|50|
506|10|20|
506|11|22|
506|12|2436|
506|13|798|
506|14|54|
506|15|3145|
506|16|9482|
506|17|6152|
506|18|16|
506|19|46|
506|20|14|
506|21|463|
506|22|1084|
506|23|1730|
506|24|23|
506|25|2020|
507|1|42|
507|2|8|
507|3|2080|
507|4|6|
507|5|1721|
507|6|40|
507|7|8|
507|8|13|
507|9|13|
507|10|6|
507|11|3|
507|12|733|
507|13|435|
507|14|10|
507|15|1697|
507|16|4108|
507|17|2791|
507|18|1|
507|19|2|
507|20|10|
507|21|167|
507|22|480|
507|23|7143|
507|24|9|
507|25|1048|
508|1|102|
508|2|15|
508|3|4382|
508|4|49|
508|5|2732|
508|6|146|
508|7|11|
508|8|11|
508|9|21|
508|10|15|
508|11|13|
508|12|1658|
508|13|789|
508|14|25|
508|15|2590|
508|16|5794|
508|17|4359|
508|18|16|
508|19|19|
508|20|15|
508|21|321|
508|22|977|
508|23|3380|
508|24|31|
508|25|2112|
509|1|39|
509|2|7|
509|3|1315|
509|4|8|
509|5|524|
509|6|79|
509|7|5|
509|8|9|
509|9|6|
509|10|7|
509|11|7|
509|12|412|
509|13|268|
509|14|16|
509|15|746|
509|16|2394|
509|17|1835|
509|18|6|
509|19|14|
509|20|1|
509|21|175|
509|22|174|
509|23|353|
509|24|9|
509|25|609|
510|1|18|
510|2|2|
510|3|1085|
510|4|2|
510|5|735|
510|6|24|
510|7|1|
510|8|16|
510|9|3|
510|10|4|
510|11|1|
510|12|378|
510|13|205|
510|14|8|
510|15|1146|
510|16|2037|
510|17|1324|
510|18|2|
510|19|3|
510|20|5|
510|21|102|
510|22|272|
510|23|1964|
510|24|3|
510|25|604|
511|1|171|
511|2|21|
511|3|11913|
511|4|116|
511|5|4349|
511|6|174|
511|7|17|
511|8|35|
511|9|56|
511|10|20|
511|11|22|
511|12|4280|
511|13|1110|
511|14|57|
511|15|4708|
511|16|16310|
511|17|9259|
511|18|10|
511|19|36|
511|20|12|
511|21|520|
511|22|2106|
511|23|4142|
511|24|41|
511|25|3105|
601|1|112|
601|2|7|
601|3|7327|
601|4|31|
601|5|1768|
601|6|135|
601|7|38|
601|8|8|
601|9|47|
601|10|13|
601|11|13|
601|12|2599|
601|13|783|
601|14|33|
601|15|2160|
601|16|7157|
601|17|7770|
601|18|21|
601|19|53|
601|20|7|
601|21|459|
601|22|1016|
601|23|1772|
601|24|24|
601|25|1301|
602|1|18|
602|2|4|
602|3|872|
602|4|1|
602|5|248|
602|6|25|
602|7|1|
602|8|4|
602|9|9|
602|10|2|
602|11|5|
602|12|268|
602|13|97|
602|14|7|
602|15|330|
602|16|1099|
602|17|926|
602|18|5|
602|19|6|
602|20|1|
602|21|81|
602|22|203|
602|23|259|
602|24|2|
602|25|225|
603|1|61|
603|2|9|
603|3|1955|
603|4|20|
603|5|974|
603|6|61|
603|7|8|
603|8|7|
603|9|26|
603|10|2|
603|11|4|
603|12|665|
603|13|414|
603|14|22|
603|15|991|
603|16|3352|
603|17|3029|
603|18|13|
603|19|67|
603|20|5|
603|21|167|
603|22|312|
603|23|672|
603|24|13|
603|25|996|
604|1|30|
604|2|5|
604|3|1470|
604|4|6|
604|5|601|
604|6|61|
604|7|4|
604|8|4|
604|9|17|
604|10|5|
604|11|15|
604|12|639|
604|13|300|
604|14|9|
604|15|1269|
604|16|3823|
604|17|2696|
604|18|2|
604|19|3|
604|20|2|
604|21|114|
604|22|275|
604|23|803|
604|24|5|
604|25|835|
605|1|34|
605|2|6|
605|3|706|
605|4|3|
605|5|424|
605|6|24|
605|7|3|
605|8|4|
605|9|16|
605|10|8|
605|11|5|
605|12|277|
605|13|169|
605|14|8|
605|15|573|
605|16|1626|
605|17|1288|
605|18|4|
605|19|24|
605|20|3|
605|21|128|
605|22|141|
605|23|486|
605|24|3|
605|25|463|
606|1|161|
606|2|47|
606|3|3790|
606|4|35|
606|5|3008|
606|6|138|
606|7|98|
606|8|7|
606|9|349|
606|10|18|
606|11|6|
606|12|1105|
606|13|760|
606|14|23|
606|15|1342|
606|16|6243|
606|17|5130|
606|18|3264|
606|19|11|
606|20|10|
606|21|315|
606|22|550|
606|23|717|
606|24|18|
606|25|1331|
607|1|40|
607|2|8|
607|3|941|
607|4|7|
607|5|685|
607|6|58|
607|7|12|
607|8|6|
607|9|8|
607|10|4|
607|11|10|
607|12|262|
607|13|294|
607|14|6|
607|15|826|
607|16|3202|
607|17|2433|
607|18|12|
607|19|26|
607|20|4|
607|21|206|
607|22|147|
607|23|403|
607|24|3|
607|25|750|
608|1|94|
608|2|22|
608|3|966|
608|4|14|
608|5|2107|
608|6|48|
608|7|58|
608|8|4|
608|9|34|
608|10|5|
608|11|6|
608|12|263|
608|13|277|
608|14|8|
608|15|570|
608|16|2402|
608|17|1951|
608|18|1685|
608|19|10|
608|20|7|
608|21|184|
608|22|168|
608|23|276|
608|24|14|
608|25|600|
609|1|273|
609|2|38|
609|3|2299|
609|4|37|
609|5|2550|
609|6|81|
609|7|236|
609|8|10|
609|9|115|
609|10|9|
609|11|18|
609|12|900|
609|13|1401|
609|14|18|
609|15|1044|
609|16|4828|
609|17|3877|
609|18|6803|
609|19|20|
609|20|4|
609|21|286|
609|22|413|
609|23|384|
609|24|18|
609|25|1364|
610|1|91|
610|2|16|
610|3|1556|
610|4|19|
610|5|1290|
610|6|39|
610|7|68|
610|8|9|
610|9|231|
610|10|7|
610|11|8|
610|12|462|
610|13|329|
610|14|8|
610|15|646|
610|16|3565|
610|17|3227|
610|18|1715|
610|19|96|
610|20|3|
610|21|337|
610|22|237|
610|23|332|
610|24|10|
610|25|801|
611|1|69|
611|2|9|
611|3|4532|
611|4|29|
611|5|1448|
611|6|133|
611|7|10|
611|8|16|
611|9|36|
611|10|6|
611|11|5|
611|12|1661|
611|13|585|
611|14|17|
611|15|1938|
611|16|5404|
611|17|4383|
611|18|21|
611|19|18|
611|20|3|
611|21|273|
611|22|749|
611|23|1122|
611|24|25|
611|25|1010|
612|1|29|
612|2|3|
612|3|1187|
612|4|4|
612|5|624|
612|6|50|
612|7|2|
612|8|5|
612|9|10|
612|10|6|
612|11|7|
612|12|448|
612|13|240|
612|14|64|
612|15|753|
612|16|2690|
612|17|1925|
612|18|10|
612|19|14|
612|20|1|
612|21|163|
612|22|259|
612|23|673|
612|24|3|
612|25|583|
613|1|76|
613|2|10|
613|3|2731|
613|4|16|
613|5|917|
613|6|114|
613|7|6|
613|8|6|
613|9|22|
613|10|10|
613|11|8|
613|12|894|
613|13|510|
613|14|25|
613|15|1215|
613|16|4101|
613|17|3668|
613|18|10|
613|19|19|
613|20|6|
613|21|313|
613|22|392|
613|23|838|
613|24|19|
613|25|977|
701|1|117|
701|2|36|
701|3|3395|
701|4|21|
701|5|5497|
701|6|94|
701|7|16|
701|8|7|
701|9|54|
701|10|13|
701|11|10|
701|12|1359|
701|13|840|
701|14|34|
701|15|1966|
701|16|8756|
701|17|6810|
701|18|23|
701|19|17|
701|20|9|
701|21|206|
701|22|977|
701|23|6665|
701|24|13|
701|25|1692|
702|1|38|
702|2|31|
702|3|2586|
702|4|24|
702|5|2659|
702|6|102|
702|7|22|
702|8|5|
702|9|49|
702|10|10|
702|11|12|
702|12|1154|
702|13|659|
702|14|25|
702|15|1864|
702|16|8728|
702|17|5373|
702|18|14|
702|19|28|
702|20|16|
702|21|186|
702|22|668|
702|23|3855|
702|24|23|
702|25|1615|
703|1|104|
703|2|34|
703|3|3326|
703|4|16|
703|5|8310|
703|6|93|
703|7|17|
703|8|8|
703|9|71|
703|10|21|
703|11|17|
703|12|1139|
703|13|618|
703|14|18|
703|15|1584|
703|16|5070|
703|17|4012|
703|18|29|
703|19|14|
703|20|11|
703|21|205|
703|22|765|
703|23|5017|
703|24|18|
703|25|2247|
704|1|41|
704|2|9|
704|3|1126|
704|4|19|
704|5|2004|
704|6|39|
704|7|4|
704|8|1|
704|9|17|
704|10|8|
704|11|6|
704|12|550|
704|13|328|
704|14|8|
704|15|737|
704|16|2653|
704|17|1866|
704|18|9|
704|19|12|
704|20|6|
704|21|135|
704|22|332|
704|23|2790|
704|24|6|
704|25|807|
705|1|23|
705|2|20|
705|3|333|
705|4|4|
705|5|604|
705|6|19|
705|7|3|
705|8|8|
705|9|7|
705|10|1|
705|11|2|
705|12|137|
705|13|214|
705|14|5|
705|15|394|
705|16|1562|
705|17|1290|
705|18|6|
705|19|5|
705|20|2|
705|21|67|
705|22|68|
705|23|323|
705|24|7|
705|25|232|
706|1|129|
706|2|22|
706|3|7711|
706|4|43|
706|5|5973|
706|6|184|
706|7|16|
706|8|8|
706|9|41|
706|10|14|
706|11|25|
706|12|2713|
706|13|1038|
706|14|30|
706|15|2784|
706|16|8773|
706|17|6447|
706|18|51|
706|19|37|
706|20|12|
706|21|297|
706|22|1442|
706|23|5559|
706|24|40|
706|25|2774|
707|1|271|
707|2|60|
707|3|11041|
707|4|65|
707|5|8885|
707|6|197|
707|7|30|
707|8|16|
707|9|112|
707|10|32|
707|11|26|
707|12|3953|
707|13|2190|
707|14|42|
707|15|3909|
707|16|12836|
707|17|11382|
707|18|43|
707|19|27|
707|20|31|
707|21|428|
707|22|2906|
707|23|11350|
707|24|52|
707|25|3365|
708|1|89|
708|2|16|
708|3|1843|
708|4|21|
708|5|5100|
708|6|60|
708|7|18|
708|8|15|
708|9|11|
708|10|16|
708|11|10|
708|12|768|
708|13|570|
708|14|22|
708|15|1518|
708|16|5057|
708|17|4289|
708|18|11|
708|19|13|
708|20|5|
708|21|140|
708|22|530|
708|23|3940|
708|24|12|
708|25|1318|
709|1|27|
709|2|21|
709|3|1219|
709|4|4|
709|5|1218|
709|6|54|
709|7|24|
709|8|3|
709|9|14|
709|10|6|
709|11|2|
709|12|502|
709|13|379|
709|14|10|
709|15|986|
709|16|6302|
709|17|3486|
709|18|10|
709|19|7|
709|20|5|
709|21|85|
709|22|239|
709|23|1855|
709|24|6|
709|25|782|
710|1|85|
710|2|19|
710|3|1748|
710|4|15|
710|5|3829|
710|6|82|
710|7|11|
710|8|8|
710|9|19|
710|10|11|
710|11|5|
710|12|738|
710|13|404|
710|14|23|
710|15|1533|
710|16|5702|
710|17|3810|
710|18|8|
710|19|12|
710|20|5|
710|21|145|
710|22|552|
710|23|4305|
710|24|10|
710|25|1505|
711|1|32|
711|2|53|
711|3|744|
711|4|26|
711|5|1098|
711|6|43|
711|7|9|
711|9|6|
711|10|2|
711|11|3|
711|12|338|
711|13|302|
711|14|13|
711|15|820|
711|16|2714|
711|17|1729|
711|18|7|
711|19|10|
711|20|5|
711|21|76|
711|22|249|
711|23|1268|
711|24|7|
711|25|506|
712|1|49|
712|2|31|
712|3|1094|
712|4|28|
712|5|2177|
712|6|67|
712|7|3|
712|8|5|
712|9|7|
712|10|7|
712|11|16|
712|12|468|
712|13|387|
712|14|9|
712|15|1026|
712|16|4741|
712|17|3306|
712|18|9|
712|19|11|
712|20|2|
712|21|93|
712|22|274|
712|23|1532|
712|24|3|
712|25|757|
713|1|86|
713|2|69|
713|3|2276|
713|4|21|
713|5|6397|
713|6|112|
713|7|21|
713|8|7|
713|9|37|
713|10|5|
713|11|10|
713|12|910|
713|13|783|
713|14|19|
713|15|2091|
713|16|9763|
713|17|6197|
713|18|19|
713|19|13|
713|20|11|
713|21|251|
713|22|594|
713|23|3327|
713|24|6|
713|25|1871|
801|1|44|
801|2|13|
801|3|649|
801|4|6|
801|5|770|
801|6|33|
801|7|8|
801|8|3|
801|9|15|
801|10|4|
801|11|3|
801|12|210|
801|13|217|
801|14|5|
801|15|347|
801|16|1715|
801|17|1290|
801|18|10|
801|19|6|
801|20|3|
801|21|79|
801|22|144|
801|23|463|
801|24|10|
801|25|540|
802|1|44|
802|2|9|
802|3|3673|
802|4|6|
802|5|1244|
802|6|35|
802|7|10|
802|8|3|
802|9|50|
802|10|9|
802|11|6|
802|12|1462|
802|13|296|
802|14|13|
802|15|613|
802|16|2348|
802|17|1702|
802|18|193|
802|19|7|
802|20|3|
802|21|107|
802|22|612|
802|23|984|
802|24|9|
802|25|603|
803|1|29|
803|2|10|
803|3|3065|
803|4|7|
803|5|1399|
803|6|37|
803|7|14|
803|8|1|
803|9|45|
803|10|6|
803|11|9|
803|12|1280|
803|13|365|
803|14|7|
803|15|627|
803|16|2448|
803|17|1856|
803|18|162|
803|19|7|
803|20|4|
803|21|87|
803|22|620|
803|23|1066|
803|24|18|
803|25|614|
804|1|16|
804|2|3|
804|3|1489|
804|4|5|
804|5|593|
804|6|18|
804|7|8|
804|8|1|
804|9|21|
804|10|4|
804|11|5|
804|12|535|
804|13|266|
804|14|7|
804|15|327|
804|16|1442|
804|17|1158|
804|18|69|
804|19|3|
804|20|2|
804|21|56|
804|22|302|
804|23|501|
804|24|5|
804|25|347|
805|1|42|
805|2|13|
805|3|4356|
805|4|11|
805|5|1783|
805|6|55|
805|7|27|
805|8|4|
805|9|57|
805|10|9|
805|11|8|
805|12|1662|
805|13|549|
805|14|14|
805|15|829|
805|16|3681|
805|17|2604|
805|18|281|
805|19|8|
805|20|5|
805|21|125|
805|22|813|
805|23|1503|
805|24|15|
805|25|751|
806|1|263|
806|2|73|
806|3|7749|
806|4|60|
806|5|10952|
806|6|168|
806|7|147|
806|8|23|
806|9|178|
806|10|32|
806|11|42|
806|12|3238|
806|13|2017|
806|14|41|
806|15|2525|
806|16|11247|
806|17|8972|
806|18|3577|
806|19|25|
806|20|24|
806|21|487|
806|22|1812|
806|23|4110|
806|24|40|
806|25|3326|
807|1|154|
807|2|76|
807|3|3947|
807|4|28|
807|5|6245|
807|6|170|
807|7|55|
807|8|36|
807|9|318|
807|10|20|
807|11|30|
807|12|1739|
807|13|1017|
807|14|35|
807|15|2078|
807|16|12830|
807|17|7585|
807|18|2637|
807|19|31|
807|20|7|
807|21|328|
807|22|1010|
807|23|2622|
807|24|19|
807|25|2162|
808|1|184|
808|2|40|
808|3|2965|
808|4|26|
808|5|3810|
808|6|131|
808|7|65|
808|8|12|
808|9|129|
808|10|12|
808|11|18|
808|12|949|
808|13|613|
808|14|14|
808|15|1014|
808|16|4462|
808|17|4003|
808|18|4275|
808|19|27|
808|20|2|
808|21|223|
808|22|587|
808|23|405|
808|24|24|
808|25|1557|
809|1|40|
809|2|14|
809|3|535|
809|4|6|
809|5|1023|
809|6|33|
809|7|11|
809|8|2|
809|9|15|
809|10|6|
809|11|3|
809|12|245|
809|13|594|
809|14|8|
809|15|596|
809|16|3705|
809|17|2227|
809|18|7|
809|19|9|
809|20|3|
809|21|65|
809|22|155|
809|23|588|
809|24|11|
809|25|523|
810|1|109|
810|2|17|
