P_ALL_OKRSOK|P_OKRSOK|P_OKRSOK_PCT|P_ZAP|P_ZUC|UCAST|P_OO|P_OO_PCT|P_HL|P_HL_PCT|P_HL_PS01|P_HL_PS01_PCT|P_HL_PS02|P_HL_PS02_PCT|P_HL_PS03|P_HL_PS03_PCT|P_HL_PS04|P_HL_PS04_PCT|P_HL_PS05|P_HL_PS05_PCT|P_HL_PS06|P_HL_PS06_PCT|P_HL_PS07|P_HL_PS07_PCT|P_HL_PS08|P_HL_PS08_PCT|P_HL_PS09|P_HL_PS09_PCT|P_HL_PS10|P_HL_PS10_PCT|P_HL_PS11|P_HL_PS11_PCT|P_HL_PS12|P_HL_PS12_PCT|P_HL_PS13|P_HL_PS13_PCT|P_HL_PS14|P_HL_PS14_PCT|P_HL_PS15|P_HL_PS15_PCT|P_HL_PS16|P_HL_PS16_PCT|P_HL_PS17|P_HL_PS17_PCT|P_HL_PS18|P_HL_PS18_PCT|P_HL_PS19|P_HL_PS19_PCT|P_HL_PS20|P_HL_PS20_PCT|P_HL_PS21|P_HL_PS21_PCT|P_HL_PS22|P_HL_PS22_PCT|P_HL_PS23|P_HL_PS23_PCT|P_HL_PS24|P_HL_PS24_PCT|P_HL_PS25|P_HL_PS25_PCT|DAT_AKT
6014|5620|93,44|3947518|2672796|67,70|2669763|99,88|2637654|98,68|8586|0,32|1729|0,06|423607|16,05|2218|0,08|243931|9,24|9227|0,34|3151|0,11|1171|0,04|6774|0,25|1214|0,04|1244|0,04|152987|5,80|60559|2,29|2454|0,09|152606|5,78|623624|23,64|404411|15,33|118294|4,48|2110|0,07|715|0,02|23105|0,87|74906|2,83|186846|7,08|2162|0,08|130023|4,92|01.10.2023 03:50:00
