PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2047|01.10.2023 03:20:00
1|2|890|
1|3|775|
1|4|613|
1|5|577|
1|6|379|
1|7|423|
1|8|526|
1|9|397|
1|10|539|
1|11|286|
1|12|331|
1|13|329|
1|14|220|
1|15|329|
1|16|387|
1|17|304|
1|18|701|
1|19|192|
1|20|199|
1|21|255|
1|22|130|
1|23|144|
1|24|158|
1|25|99|
1|26|129|
1|27|257|
1|28|173|
1|29|112|
1|30|172|
1|31|138|
1|32|92|
1|33|75|
1|34|132|
1|35|86|
1|36|149|
1|37|197|
1|38|45|
1|39|66|
1|40|194|
1|41|118|
1|42|80|
1|43|55|
1|44|139|
1|45|48|
1|46|59|
1|47|88|
1|48|60|
1|49|59|
1|50|68|
1|51|113|
1|52|80|
1|53|91|
1|54|141|
1|55|83|
1|56|124|
1|57|80|
1|58|162|
1|59|83|
1|60|186|
2|1|187|
2|2|205|
2|3|465|
2|4|137|
2|5|108|
2|6|87|
2|7|77|
2|8|99|
2|9|72|
2|10|89|
2|11|37|
2|12|50|
2|13|38|
2|14|107|
2|15|42|
2|16|62|
2|17|65|
2|18|103|
2|19|52|
2|20|31|
2|21|67|
2|22|53|
2|23|27|
2|24|35|
2|25|20|
2|26|17|
2|27|15|
2|28|24|
2|29|22|
2|30|38|
2|31|18|
2|32|15|
2|33|15|
2|34|17|
2|35|35|
2|36|56|
2|37|22|
2|38|21|
2|39|47|
2|40|16|
2|41|10|
2|42|20|
2|43|13|
2|44|20|
2|45|23|
2|46|24|
2|47|21|
2|48|26|
2|49|21|
2|50|17|
2|51|21|
2|52|12|
2|53|22|
2|54|20|
2|55|23|
2|56|13|
2|57|13|
2|58|41|
2|59|10|
2|60|15|
2|61|21|
2|62|40|
2|63|18|
2|64|24|
2|65|11|
2|66|20|
2|67|14|
2|68|21|
2|69|13|
2|70|70|
3|1|221786|
3|2|75540|
3|3|89930|
3|4|44612|
3|5|45712|
3|6|19978|
3|7|10330|
3|8|13004|
3|9|20680|
3|10|24465|
3|11|13696|
3|12|14577|
3|13|19494|
3|14|7762|
3|15|46103|
3|16|4223|
3|17|25793|
3|18|7811|
3|19|9155|
3|20|5520|
3|21|4420|
3|22|3827|
3|23|2035|
3|24|11229|
3|25|8873|
3|26|1925|
3|27|2130|
3|28|3562|
3|29|1082|
3|30|2914|
3|31|6051|
3|32|2130|
3|33|1043|
3|34|993|
3|35|5761|
3|36|3888|
3|37|3867|
3|38|2460|
3|39|2154|
3|40|3454|
3|41|2271|
3|42|3156|
3|43|1124|
3|44|1912|
3|45|1307|
3|46|1919|
3|47|2037|
3|48|582|
3|49|2938|
3|50|694|
3|51|1068|
3|52|4228|
3|53|2034|
3|54|532|
3|55|1289|
3|56|984|
3|57|569|
3|58|2932|
3|59|314|
3|60|1743|
3|61|1335|
3|62|727|
3|63|964|
3|64|1042|
3|65|726|
3|66|1057|
3|67|808|
3|68|995|
3|69|1622|
3|70|598|
3|71|485|
3|72|191|
3|73|348|
3|74|369|
3|75|725|
3|76|900|
3|77|1409|
3|78|703|
3|79|1128|
3|80|807|
3|81|967|
3|82|534|
3|83|482|
3|84|482|
3|85|324|
3|86|143|
3|87|593|
3|88|618|
3|89|760|
3|90|312|
3|91|891|
3|92|487|
3|93|696|
3|94|310|
3|95|455|
3|96|137|
3|97|721|
3|98|469|
3|99|152|
3|100|966|
3|101|669|
3|102|678|
3|103|348|
3|104|1294|
3|105|513|
3|106|185|
3|107|180|
3|108|184|
3|109|1006|
3|110|165|
3|111|164|
3|112|248|
3|113|474|
3|114|102|
3|115|468|
3|116|398|
3|117|149|
3|118|584|
3|119|577|
3|120|237|
3|121|332|
3|122|185|
3|123|152|
3|124|484|
3|125|98|
3|126|981|
3|127|711|
3|128|570|
3|129|621|
3|130|169|
3|131|444|
3|132|358|
3|133|446|
3|134|353|
3|135|198|
3|136|189|
3|137|360|
3|138|3262|
3|139|332|
3|140|1175|
3|141|555|
3|142|116|
3|143|277|
3|144|322|
3|145|398|
3|146|270|
3|147|777|
3|148|617|
3|149|896|
3|150|2669|
4|1|463|
4|2|223|
4|3|224|
4|4|171|
4|5|55|
4|6|116|
4|7|66|
4|8|58|
4|9|75|
4|10|46|
4|11|29|
4|12|26|
4|13|47|
4|14|42|
4|15|24|
4|16|55|
4|17|46|
4|18|59|
4|19|52|
4|20|38|
4|21|31|
4|22|26|
4|23|26|
4|24|97|
4|25|30|
4|26|27|
4|27|32|
4|28|34|
4|29|44|
4|30|51|
4|31|16|
4|32|21|
4|33|27|
4|34|30|
4|35|19|
4|36|22|
4|37|13|
4|38|14|
4|39|18|
4|40|12|
4|41|23|
4|42|20|
4|43|17|
4|44|36|
4|45|11|
4|46|12|
4|47|19|
4|48|73|
4|49|13|
4|50|26|
4|51|19|
4|52|20|
4|53|20|
4|54|36|
4|55|21|
4|56|15|
4|57|27|
4|58|19|
4|59|16|
4|60|35|
4|61|16|
4|62|13|
4|63|9|
4|64|18|
4|65|16|
4|66|15|
4|67|29|
4|68|39|
4|69|16|
4|70|14|
4|71|7|
4|72|9|
4|73|16|
4|74|28|
4|75|9|
4|76|10|
4|77|19|
4|78|15|
4|79|11|
4|80|16|
4|81|7|
4|82|12|
4|83|8|
4|84|10|
4|85|9|
4|86|14|
4|87|3|
4|88|7|
4|89|6|
4|90|6|
4|91|9|
4|92|28|
4|93|15|
4|94|8|
4|95|12|
4|96|14|
4|97|8|
4|98|6|
4|99|2|
4|100|0|
4|101|1|
4|102|2|
4|103|3|
4|104|0|
4|105|4|
4|106|4|
4|107|3|
4|108|1|
4|109|1|
4|110|5|
4|111|4|
4|112|2|
4|113|0|
4|114|2|
4|115|4|
4|116|2|
4|117|2|
4|118|3|
4|119|0|
4|120|3|
4|121|1|
4|122|2|
4|123|9|
4|124|1|
4|125|3|
4|126|2|
4|127|2|
4|128|5|
4|129|1|
4|130|3|
4|131|5|
4|132|0|
4|133|3|
4|134|1|
4|135|1|
4|136|3|
4|137|0|
4|138|3|
4|139|2|
4|140|1|
4|141|2|
4|142|1|
4|143|6|
4|144|9|
4|145|3|
4|146|5|
4|147|7|
4|148|12|
5|1|58939|
5|2|6557|
5|3|4071|
5|4|3878|
5|5|12545|
5|6|2894|
5|7|6206|
5|8|2326|
5|9|22097|
5|10|17465|
5|11|26305|
5|12|2439|
5|13|8549|
5|14|2735|
5|15|5943|
5|16|6094|
5|17|1780|
5|18|50879|
5|19|1842|
5|20|1180|
5|21|780|
5|22|1850|
5|23|9204|
