PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|1422|01.10.2023 02:40:00
1|2|622|
1|3|544|
1|4|433|
1|5|445|
1|6|264|
1|7|317|
1|8|373|
1|9|282|
1|10|401|
1|11|189|
1|12|227|
1|13|252|
1|14|165|
1|15|254|
1|16|289|
1|17|244|
1|18|521|
1|19|134|
1|20|152|
1|21|196|
1|22|95|
1|23|99|
1|24|116|
1|25|66|
1|26|95|
1|27|183|
1|28|135|
1|29|88|
1|30|113|
1|31|98|
1|32|65|
1|33|56|
1|34|85|
1|35|48|
1|36|109|
1|37|151|
1|38|26|
1|39|50|
1|40|146|
1|41|100|
1|42|60|
1|43|40|
1|44|99|
1|45|31|
1|46|45|
1|47|65|
1|48|50|
1|49|41|
1|50|50|
1|51|83|
1|52|60|
1|53|63|
1|54|106|
1|55|59|
1|56|85|
1|57|60|
1|58|122|
1|59|61|
1|60|113|
2|1|132|
2|2|148|
2|3|349|
2|4|102|
2|5|80|
2|6|56|
2|7|68|
2|8|65|
2|9|61|
2|10|75|
2|11|24|
2|12|43|
2|13|28|
2|14|79|
2|15|35|
2|16|59|
2|17|50|
2|18|89|
2|19|47|
2|20|19|
2|21|58|
2|22|39|
2|23|23|
2|24|25|
2|25|13|
2|26|13|
2|27|11|
2|28|19|
2|29|17|
2|30|33|
2|31|15|
2|32|12|
2|33|11|
2|34|13|
2|35|24|
2|36|49|
2|37|17|
2|38|16|
2|39|37|
2|40|12|
2|41|8|
2|42|18|
2|43|11|
2|44|13|
2|45|17|
2|46|20|
2|47|17|
2|48|18|
2|49|18|
2|50|14|
2|51|8|
2|52|11|
2|53|17|
2|54|16|
2|55|17|
2|56|10|
2|57|10|
2|58|33|
2|59|8|
2|60|11|
2|61|16|
2|62|28|
2|63|16|
2|64|20|
2|65|8|
2|66|18|
2|67|14|
2|68|18|
2|69|9|
2|70|64|
3|1|142779|
3|2|48696|
3|3|58075|
3|4|28916|
3|5|28917|
3|6|12558|
3|7|6511|
3|8|8103|
3|9|13136|
3|10|15393|
3|11|8687|
3|12|9314|
3|13|12443|
3|14|4898|
3|15|28948|
3|16|2691|
3|17|16560|
3|18|5102|
3|19|5743|
3|20|3339|
3|21|2791|
3|22|2577|
3|23|1323|
3|24|6922|
3|25|5559|
3|26|1181|
3|27|1352|
3|28|2169|
3|29|738|
3|30|1850|
3|31|3704|
3|32|1324|
3|33|591|
3|34|632|
3|35|3884|
3|36|2519|
3|37|2497|
3|38|1696|
3|39|1327|
3|40|2216|
3|41|1252|
3|42|2004|
3|43|713|
3|44|1145|
3|45|857|
3|46|1193|
3|47|1352|
3|48|361|
3|49|1846|
3|50|440|
3|51|642|
3|52|2790|
3|53|1313|
3|54|332|
3|55|738|
3|56|631|
3|57|361|
3|58|1828|
3|59|182|
3|60|1273|
3|61|783|
3|62|431|
3|63|740|
3|64|766|
3|65|458|
3|66|654|
3|67|500|
3|68|623|
3|69|1071|
3|70|367|
3|71|385|
3|72|108|
3|73|232|
3|74|236|
3|75|500|
3|76|642|
3|77|888|
3|78|414|
3|79|785|
3|80|504|
3|81|664|
3|82|419|
3|83|311|
3|84|310|
3|85|201|
3|86|86|
3|87|390|
3|88|316|
3|89|446|
3|90|178|
3|91|615|
3|92|311|
3|93|479|
3|94|205|
3|95|369|
3|96|79|
3|97|458|
3|98|296|
3|99|95|
3|100|632|
3|101|481|
3|102|433|
3|103|222|
3|104|865|
3|105|290|
3|106|131|
3|107|110|
3|108|100|
3|109|635|
3|110|104|
3|111|113|
3|112|188|
3|113|279|
3|114|60|
3|115|280|
3|116|327|
3|117|82|
3|118|390|
3|119|304|
3|120|152|
3|121|185|
3|122|128|
3|123|97|
3|124|310|
3|125|57|
3|126|679|
3|127|461|
3|128|388|
3|129|363|
3|130|118|
3|131|289|
3|132|220|
3|133|284|
3|134|292|
3|135|137|
3|136|119|
3|137|281|
3|138|2161|
3|139|206|
3|140|748|
3|141|363|
3|142|71|
3|143|238|
3|144|184|
3|145|215|
3|146|181|
3|147|513|
3|148|395|
3|149|575|
3|150|1706|
4|1|301|
4|2|162|
4|3|162|
4|4|119|
4|5|39|
4|6|76|
4|7|53|
4|8|46|
4|9|49|
4|10|34|
4|11|23|
4|12|18|
4|13|35|
4|14|32|
4|15|15|
4|16|38|
4|17|35|
4|18|43|
4|19|41|
4|20|29|
4|21|20|
4|22|21|
4|23|17|
4|24|69|
4|25|25|
4|26|18|
4|27|23|
4|28|23|
4|29|29|
4|30|31|
4|31|16|
4|32|16|
4|33|16|
4|34|22|
4|35|12|
4|36|18|
4|37|9|
4|38|11|
4|39|11|
4|40|11|
4|41|13|
4|42|12|
4|43|12|
4|44|27|
4|45|7|
4|46|8|
4|47|15|
4|48|52|
4|49|9|
4|50|13|
4|51|14|
4|52|14|
4|53|9|
4|54|28|
4|55|15|
4|56|12|
4|57|18|
4|58|16|
4|59|11|
4|60|24|
4|61|13|
4|62|9|
4|63|6|
4|64|11|
4|65|11|
4|66|13|
4|67|19|
4|68|32|
4|69|12|
4|70|11|
4|71|5|
4|72|4|
4|73|12|
4|74|19|
4|75|8|
4|76|8|
4|77|11|
4|78|12|
4|79|9|
4|80|13|
4|81|5|
4|82|6|
4|83|7|
4|84|8|
4|85|7|
4|86|10|
4|87|2|
4|88|6|
4|89|5|
4|90|4|
4|91|6|
4|92|20|
4|93|14|
4|94|8|
4|95|8|
4|96|11|
4|97|3|
4|98|3|
4|99|2|
