PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2373|01.10.2023 04:30:00
1|2|1039|
1|3|901|
1|4|689|
1|5|646|
1|6|441|
1|7|464|
1|8|607|
1|9|441|
1|10|584|
1|11|335|
1|12|374|
1|13|373|
1|14|246|
1|15|354|
1|16|439|
1|17|336|
1|18|739|
1|19|213|
1|20|227|
1|21|284|
1|22|145|
1|23|164|
1|24|188|
1|25|107|
1|26|146|
1|27|285|
1|28|205|
1|29|129|
1|30|205|
1|31|141|
1|32|97|
1|33|85|
1|34|149|
1|35|98|
1|36|168|
1|37|214|
1|38|52|
1|39|73|
1|40|208|
1|41|137|
1|42|95|
1|43|58|
1|44|148|
1|45|53|
1|46|71|
1|47|96|
1|48|76|
1|49|66|
1|50|78|
1|51|126|
1|52|90|
1|53|107|
1|54|152|
1|55|92|
1|56|144|
1|57|96|
1|58|173|
1|59|95|
1|60|207|
2|1|209|
2|2|217|
2|3|509|
2|4|149|
2|5|115|
2|6|95|
2|7|82|
2|8|108|
2|9|77|
2|10|92|
2|11|44|
2|12|56|
2|13|38|
2|14|112|
2|15|47|
2|16|67|
2|17|69|
2|18|110|
2|19|55|
2|20|32|
2|21|68|
2|22|58|
2|23|31|
2|24|36|
2|25|24|
2|26|20|
2|27|19|
2|28|24|
2|29|23|
2|30|42|
2|31|19|
2|32|16|
2|33|15|
2|34|19|
2|35|36|
2|36|60|
2|37|25|
2|38|25|
2|39|53|
2|40|16|
2|41|11|
2|42|21|
2|43|15|
2|44|22|
2|45|25|
2|46|25|
2|47|21|
2|48|27|
2|49|25|
2|50|19|
2|51|21|
2|52|14|
2|53|25|
2|54|22|
2|55|26|
2|56|14|
2|57|14|
2|58|45|
2|59|10|
2|60|15|
2|61|24|
2|62|42|
2|63|19|
2|64|26|
2|65|12|
2|66|20|
2|67|16|
2|68|24|
2|69|18|
2|70|77|
3|1|275112|
3|2|94373|
3|3|111303|
3|4|55633|
3|5|58535|
3|6|25842|
3|7|13384|
3|8|17022|
3|9|25690|
3|10|31925|
3|11|17863|
3|12|18454|
3|13|24760|
3|14|9526|
3|15|59728|
3|16|5236|
3|17|32389|
3|18|9353|
3|19|12261|
3|20|7258|
3|21|5579|
3|22|4602|
3|23|2667|
3|24|14977|
3|25|11199|
3|26|2687|
3|27|2855|
3|28|5037|
3|29|1390|
3|30|3770|
3|31|8116|
3|32|2544|
3|33|1358|
3|34|1338|
3|35|6544|
3|36|4816|
3|37|4836|
3|38|2897|
3|39|2863|
3|40|4462|
3|41|2633|
3|42|4014|
3|43|1444|
3|44|2339|
3|45|1542|
3|46|2346|
3|47|2426|
3|48|770|
3|49|3800|
3|50|935|
3|51|1514|
3|52|5006|
3|53|2485|
3|54|734|
3|55|1464|
3|56|1105|
3|57|790|
3|58|3678|
3|59|483|
3|60|2003|
3|61|1549|
3|62|1051|
3|63|1070|
3|64|1178|
3|65|964|
3|66|1181|
3|67|984|
3|68|1266|
3|69|1912|
3|70|837|
3|71|523|
3|72|271|
3|73|466|
3|74|478|
3|75|942|
3|76|980|
3|77|1862|
3|78|941|
3|79|1210|
3|80|1000|
3|81|1077|
3|82|578|
3|83|611|
3|84|577|
3|85|375|
3|86|207|
3|87|772|
3|88|697|
3|89|876|
3|90|435|
3|91|999|
3|92|656|
3|93|820|
3|94|374|
3|95|491|
3|96|176|
3|97|792|
3|98|613|
3|99|211|
3|100|1197|
