PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|234|01.10.2023 00:40:00
1|2|100|
1|3|84|
1|4|76|
1|5|95|
1|6|49|
1|7|61|
1|8|78|
1|9|53|
1|10|77|
1|11|37|
1|12|42|
1|13|56|
1|14|34|
1|15|62|
1|16|47|
1|17|57|
1|18|96|
1|19|19|
1|20|29|
1|21|37|
1|22|24|
1|23|14|
1|24|19|
1|25|15|
1|26|20|
1|27|34|
1|28|28|
1|29|17|
1|30|18|
1|31|20|
1|32|9|
1|33|12|
1|34|18|
1|35|11|
1|36|24|
1|37|22|
1|38|7|
1|39|13|
1|40|22|
1|41|13|
1|42|13|
1|43|4|
1|44|15|
1|45|8|
1|46|7|
1|47|17|
1|48|4|
1|49|7|
1|50|8|
1|51|15|
1|52|16|
1|53|9|
1|54|16|
1|55|12|
1|56|17|
1|57|9|
1|58|27|
1|59|5|
1|60|14|
2|1|31|
2|2|23|
2|3|94|
2|4|23|
2|5|15|
2|6|14|
2|7|10|
2|8|17|
2|9|16|
2|10|10|
2|11|3|
2|12|11|
2|13|6|
2|14|14|
2|15|8|
2|16|8|
2|17|14|
2|18|20|
2|19|7|
2|20|7|
2|21|14|
2|22|6|
2|23|3|
2|24|2|
2|25|3|
2|26|1|
2|27|5|
2|28|10|
2|29|5|
2|30|3|
2|31|7|
2|32|3|
2|33|2|
2|34|2|
2|35|5|
2|36|10|
2|37|1|
2|38|4|
2|39|6|
2|40|0|
2|41|0|
2|42|7|
2|43|1|
2|44|1|
2|45|2|
2|46|7|
2|47|3|
2|48|3|
2|49|2|
2|50|4|
2|51|1|
2|52|4|
2|53|4|
2|54|0|
2|55|4|
2|56|2|
2|57|2|
2|58|11|
2|59|0|
2|60|1|
2|61|3|
2|62|3|
2|63|1|
2|64|3|
2|65|0|
2|66|6|
2|67|1|
2|68|1|
2|69|1|
2|70|16|
3|1|16964|
3|2|5648|
3|3|6884|
3|4|3527|
3|5|3140|
3|6|1378|
3|7|725|
3|8|859|
3|9|1621|
3|10|1548|
3|11|914|
3|12|1090|
3|13|1377|
3|14|617|
3|15|3120|
3|16|308|
3|17|1922|
3|18|687|
3|19|653|
3|20|333|
3|21|321|
3|22|269|
3|23|151|
3|24|773|
3|25|613|
3|26|139|
3|27|177|
3|28|200|
3|29|81|
3|30|227|
3|31|402|
3|32|191|
3|33|88|
3|34|68|
3|35|430|
3|36|306|
3|37|323|
3|38|215|
3|39|166|
3|40|236|
3|41|179|
3|42|218|
3|43|74|
3|44|153|
3|45|126|
3|46|140|
3|47|127|
3|48|46|
3|49|193|
3|50|46|
3|51|69|
3|52|326|
3|53|150|
3|54|44|
3|55|94|
3|56|55|
3|57|39|
3|58|213|
3|59|15|
3|60|180|
3|61|114|
3|62|41|
3|63|140|
3|64|115|
3|65|53|
3|66|83|
3|67|60|
3|68|65|
3|69|96|
3|70|46|
3|71|62|
3|72|16|
3|73|28|
3|74|30|
3|75|60|
3|76|66|
3|77|94|
3|78|32|
3|79|78|
3|80|55|
3|81|48|
3|82|63|
3|83|48|
3|84|58|
3|85|25|
3|86|16|
3|87|60|
3|88|28|
3|89|83|
3|90|24|
3|91|40|
3|92|42|
3|93|42|
3|94|28|
3|95|77|
3|96|13|
3|97|56|
3|98|29|
3|99|20|
3|100|95|
3|101|72|
3|102|49|
3|103|33|
3|104|64|
3|105|36|
3|106|16|
3|107|7|
3|108|4|
3|109|83|
3|110|11|
3|111|18|
3|112|24|
3|113|27|
3|114|3|
3|115|35|
3|116|57|
3|117|10|
3|118|40|
3|119|46|
3|120|18|
3|121|31|
3|122|15|
3|123|5|
3|124|36|
3|125|6|
3|126|73|
3|127|41|
3|128|33|
3|129|49|
3|130|12|
3|131|35|
3|132|20|
3|133|36|
3|134|45|
3|135|17|
3|136|17|
3|137|30|
3|138|249|
3|139|30|
3|140|92|
3|141|43|
3|142|6|
3|143|24|
3|144|23|
3|145|26|
3|146|25|
3|147|56|
3|148|53|
3|149|76|
3|150|203|
4|1|64|
4|2|25|
4|3|40|
4|4|24|
4|5|6|
4|6|13|
4|7|14|
4|8|12|
4|9|8|
4|10|6|
4|11|8|
4|12|3|
4|13|6|
4|14|5|
4|15|2|
4|16|8|
4|17|6|
4|18|6|
4|19|4|
4|20|3|
4|21|2|
4|22|2|
4|23|5|
4|24|11|
4|25|2|
4|26|3|
4|27|5|
4|28|4|
4|29|6|
4|30|7|
4|31|8|
4|32|2|
4|33|1|
4|34|6|
4|35|2|
4|36|2|
4|37|0|
4|38|0|
4|39|2|
4|40|3|
4|41|2|
4|42|1|
4|43|2|
4|44|4|
4|45|2|
4|46|0|
4|47|4|
4|48|9|
4|49|1|
4|50|3|
4|51|5|
4|52|2|
4|53|1|
4|54|4|
4|55|5|
4|56|1|
4|57|5|
4|58|1|
4|59|1|
4|60|2|
4|61|5|
4|62|2|
4|63|0|
4|64|1|
4|65|2|
4|66|5|
4|67|8|
4|68|4|
4|69|3|
4|70|2|
4|71|1|
4|72|0|
4|73|1|
4|74|2|
4|75|0|
4|76|3|
4|77|2|
4|78|2|
4|79|1|
4|80|3|
4|81|3|
4|82|2|
4|83|2|
4|84|0|
4|85|1|
4|86|1|
4|87|0|
4|88|2|
4|89|0|
4|90|3|
4|91|1|
4|92|1|
4|93|2|
4|94|2|
4|95|3|
4|96|1|
4|97|0|
4|98|0|
4|99|0|
4|100|0|
4|101|0|
4|102|0|
4|103|2|
4|104|0|
4|105|1|
4|106|2|
4|107|1|
4|108|0|
4|109|0|
4|110|3|
4|111|0|
4|112|0|
4|113|0|
4|114|0|
4|115|1|
4|116|1|
4|117|0|
4|118|0|
4|119|0|
4|120|0|
4|121|0|
4|122|1|
4|123|0|
4|124|0|
4|125|1|
4|126|0|
4|127|0|
4|128|0|
4|129|0|
4|130|1|
4|131|0|
4|132|0|
4|133|1|
4|134|0|
4|135|0|
4|136|0|
4|137|0|
4|138|0|
4|139|0|
4|140|0|
4|141|0|
4|142|0|
4|143|0|
4|144|0|
4|145|0|
4|146|0|
4|147|0|
4|148|4|
5|1|5747|
5|2|690|
5|3|457|
5|4|454|
5|5|1051|
5|6|353|
5|7|591|
5|8|251|
5|9|1904|
5|10|1574|
5|11|2573|
5|12|267|
5|13|814|
5|14|249|
5|15|497|
5|16|589|
5|17|259|
5|18|4826|
5|19|152|
5|20|104|
5|21|71|
5|22|205|
5|23|866|
5|24|313|
5|25|390|
5|26|64|
5|27|107|
5|28|116|
5|29|123|
5|30|293|
5|31|129|
5|32|115|
5|33|121|
5|34|75|
5|35|125|
5|36|202|
5|37|211|
5|38|119|
5|39|110|
5|40|69|
5|41|133|
5|42|159|
5|43|97|
5|44|52|
5|45|93|
5|46|76|
5|47|93|
5|48|138|
5|49|96|
5|50|124|
5|51|272|
5|52|77|
5|53|132|
5|54|1722|
5|55|29|
5|56|61|
5|57|184|
5|58|1788|
5|59|171|
5|60|66|
5|61|41|
5|62|85|
5|63|29|
5|64|28|
5|65|25|
5|66|141|
5|67|51|
5|68|45|
5|69|211|
5|70|98|
5|71|107|
5|72|79|
5|73|83|
5|74|60|
5|75|20|
5|76|34|
5|77|15|
5|78|27|
5|79|20|
5|80|38|
5|81|55|
5|82|60|
5|83|25|
5|84|22|
5|85|37|
5|86|50|
5|87|56|
5|88|41|
5|89|64|
5|90|37|
5|91|53|
5|92|9|
5|93|25|
5|94|33|
5|95|29|
5|96|20|
5|97|35|
5|98|28|
5|99|97|
5|100|65|
5|101|20|
5|102|30|
5|103|49|
5|104|18|
5|105|32|
5|106|11|
5|107|11|
5|108|34|
5|109|10|
5|110|24|
5|111|69|
