PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|283|01.10.2023 00:50:00
1|2|119|
1|3|105|
1|4|96|
1|5|113|
1|6|62|
1|7|76|
1|8|94|
1|9|64|
1|10|85|
1|11|44|
1|12|52|
1|13|64|
1|14|35|
1|15|72|
1|16|57|
1|17|66|
1|18|111|
1|19|22|
1|20|37|
1|21|42|
1|22|25|
1|23|17|
1|24|21|
1|25|18|
1|26|22|
1|27|41|
1|28|32|
1|29|19|
1|30|19|
1|31|21|
1|32|11|
1|33|13|
1|34|20|
1|35|11|
1|36|27|
1|37|26|
1|38|7|
1|39|13|
1|40|29|
1|41|15|
1|42|13|
1|43|6|
1|44|15|
1|45|10|
1|46|9|
1|47|19|
1|48|7|
1|49|8|
1|50|12|
1|51|17|
1|52|16|
1|53|12|
1|54|18|
1|55|13|
1|56|18|
1|57|12|
1|58|31|
1|59|7|
1|60|18|
2|1|33|
2|2|29|
2|3|104|
2|4|29|
2|5|17|
2|6|16|
2|7|12|
2|8|22|
2|9|16|
2|10|12|
2|11|3|
2|12|11|
2|13|8|
2|14|17|
2|15|8|
2|16|8|
2|17|16|
2|18|23|
2|19|8|
2|20|7|
2|21|15|
2|22|7|
2|23|4|
2|24|3|
2|25|3|
2|26|1|
2|27|5|
2|28|10|
2|29|5|
2|30|3|
2|31|7|
2|32|5|
2|33|2|
2|34|2|
2|35|6|
2|36|11|
2|37|3|
2|38|4|
2|39|7|
2|40|0|
2|41|0|
2|42|7|
2|43|1|
2|44|1|
2|45|3|
2|46|7|
2|47|3|
2|48|3|
2|49|2|
2|50|4|
2|51|1|
2|52|5|
2|53|5|
2|54|0|
2|55|4|
2|56|2|
2|57|2|
2|58|14|
2|59|0|
2|60|2|
2|61|3|
2|62|3|
2|63|2|
2|64|3|
2|65|0|
2|66|6|
2|67|1|
2|68|1|
2|69|1|
2|70|17|
3|1|21106|
3|2|7078|
3|3|8560|
3|4|4386|
3|5|3876|
3|6|1687|
3|7|888|
3|8|1071|
3|9|1971|
3|10|1979|
3|11|1122|
3|12|1330|
3|13|1732|
3|14|733|
3|15|3906|
3|16|379|
3|17|2389|
3|18|842|
3|19|810|
3|20|414|
3|21|402|
3|22|349|
3|23|178|
3|24|970|
3|25|748|
3|26|169|
3|27|210|
3|28|256|
3|29|99|
3|30|269|
3|31|492|
3|32|243|
3|33|107|
3|34|85|
3|35|527|
3|36|395|
3|37|376|
3|38|267|
3|39|202|
3|40|304|
3|41|204|
3|42|280|
3|43|105|
3|44|183|
3|45|143|
3|46|189|
3|47|197|
3|48|53|
3|49|246|
3|50|58|
3|51|76|
3|52|396|
3|53|178|
3|54|50|
3|55|138|
3|56|70|
3|57|44|
3|58|254|
3|59|19|
3|60|232|
3|61|135|
3|62|49|
3|63|162|
3|64|142|
3|65|64|
3|66|99|
3|67|80|
3|68|79|
3|69|121|
3|70|53|
3|71|75|
3|72|20|
3|73|36|
3|74|35|
3|75|68|
3|76|71|
3|77|109|
3|78|40|
3|79|88|
3|80|66|
3|81|58|
3|82|78|
3|83|56|
3|84|69|
3|85|38|
3|86|16|
3|87|61|
3|88|39|
3|89|88|
3|90|31|
3|91|45|
3|92|57|
3|93|49|
3|94|30|
3|95|82|
3|96|14|
3|97|74|
3|98|33|
3|99|21|
3|100|107|
3|101|82|
3|102|54|
3|103|40|
3|104|74|
3|105|42|
3|106|19|
3|107|8|
3|108|6|
3|109|94|
3|110|15|
3|111|19|
3|112|35|
3|113|35|
3|114|6|
3|115|40|
3|116|71|
3|117|12|
3|118|50|
3|119|58|
3|120|22|
3|121|33|
3|122|16|
3|123|8|
3|124|43|
3|125|6|
3|126|82|
3|127|54|
3|128|38|
3|129|56|
3|130|13|
3|131|38|
3|132|25|
3|133|65|
3|134|53|
3|135|22|
3|136|21|
3|137|34|
3|138|315|
3|139|33|
3|140|110|
3|141|55|
3|142|9|
3|143|37|
3|144|23|
3|145|30|
3|146|27|
3|147|67|
3|148|63|
3|149|95|
3|150|247|
4|1|73|
4|2|29|
4|3|47|
4|4|30|
4|5|8|
4|6|17|
4|7|19|
4|8|14|
4|9|11|
4|10|8|
4|11|8|
4|12|3|
4|13|7|
4|14|7|
4|15|2|
4|16|9|
4|17|9|
4|18|12|
4|19|4|
4|20|4|
4|21|4|
4|22|3|
4|23|6|
4|24|15|
4|25|2|
4|26|5|
4|27|5|
4|28|5|
4|29|6|
4|30|10|
4|31|8|
4|32|2|
4|33|1|
4|34|7|
4|35|3|
4|36|3|
4|37|1|
4|38|2|
4|39|2|
4|40|3|
4|41|2|
4|42|3|
4|43|2|
4|44|4|
4|45|2|
4|46|0|
4|47|4|
4|48|11|
4|49|1|
4|50|3|
4|51|5|
4|52|3|
4|53|1|
4|54|4|
4|55|7|
4|56|1|
4|57|5|
4|58|1|
4|59|1|
4|60|8|
4|61|6|
4|62|2|
4|63|0|
4|64|1|
4|65|2|
4|66|5|
4|67|9|
4|68|5|
4|69|3|
4|70|3|
4|71|1|
4|72|0|
4|73|1|
4|74|4|
4|75|0|
4|76|3|
4|77|2|
4|78|2|
4|79|1|
4|80|3|
4|81|3|
4|82|2|
4|83|2|
4|84|1|
4|85|2|
4|86|2|
4|87|0|
4|88|2|
4|89|0|
4|90|3|
4|91|1|
4|92|1|
4|93|2|
4|94|3|
4|95|3|
4|96|1|
4|97|0|
4|98|0|
4|99|0|
4|100|0|
4|101|0|
4|102|0|
4|103|2|
4|104|0|
4|105|3|
4|106|2|
4|107|1|
4|108|0|
4|109|0|
4|110|3|
4|111|0|
4|112|0|
4|113|0|
4|114|0|
4|115|1|
4|116|1|
4|117|0|
4|118|0|
4|119|0|
4|120|0|
4|121|0|
4|122|1|
4|123|0|
4|124|0|
4|125|1|
4|126|0|
4|127|0|
4|128|0|
4|129|0|
4|130|1|
4|131|0|
4|132|0|
4|133|1|
4|134|0|
4|135|0|
4|136|0|
4|137|0|
4|138|0|
4|139|0|
4|140|0|
4|141|0|
4|142|0|
4|143|0|
4|144|1|
4|145|0|
4|146|0|
4|147|0|
4|148|4|
5|1|7179|
5|2|816|
5|3|550|
5|4|516|
5|5|1291|
5|6|413|
5|7|743|
5|8|304|
5|9|2371|
5|10|1947|
5|11|3184|
5|12|315|
5|13|986|
5|14|320|
5|15|610|
5|16|717|
5|17|309|
5|18|6298|
5|19|186|
5|20|133|
5|21|94|
5|22|234|
5|23|1047|
5|24|364|
5|25|466|
5|26|91|
5|27|124|
5|28|141|
5|29|164|
5|30|364|
5|31|149|
5|32|140|
5|33|148|
5|34|90|
5|35|149|
5|36|278|
5|37|260|
5|38|154|
5|39|138|
5|40|81|
5|41|166|
5|42|186|
5|43|115|
5|44|70|
5|45|103|
5|46|87|
5|47|114|
5|48|162|
5|49|122|
5|50|148|
5|51|311|
5|52|89|
5|53|159|
5|54|2243|
5|55|50|
5|56|76|
5|57|211|
5|58|2519|
5|59|206|
5|60|77|
5|61|58|
5|62|130|
5|63|36|
5|64|34|
5|65|31|
5|66|153|
5|67|62|
5|68|52|
5|69|233|
5|70|114|
5|71|132|
5|72|103|
5|73|94|
5|74|82|
5|75|21|
5|76|42|
5|77|19|
5|78|36|
5|79|25|
5|80|45|
5|81|70|
5|82|66|
5|83|31|
5|84|27|
5|85|45|
5|86|65|
5|87|71|
5|88|55|
5|89|76|
5|90|57|
5|91|63|
5|92|10|
5|93|36|
5|94|44|
5|95|35|
5|96|25|
5|97|45|
5|98|41|
5|99|120|
5|100|75|
5|101|21|
5|102|37|
5|103|66|
5|104|25|
5|105|44|
5|106|12|
5|107|20|
5|108|43|
5|109|10|
5|110|26|
5|111|77|
5|112|16|
5|113|10|
5|114|9|
5|115|24|
5|116|9|
5|117|47|
5|118|38|
5|119|36|
5|120|49|
5|121|58|
5|122|18|
5|123|18|
5|124|8|
5|125|15|
5|126|20|
5|127|32|
5|128|46|
5|129|71|
5|130|60|
5|131|1491|
5|132|38|
5|133|35|
5|134|68|
5|135|23|
5|136|35|
5|137|46|
5|138|160|
5|139|67|
5|140|154|
5|141|31|
5|142|51|
5|143|328|
5|144|183|
5|145|182|
5|146|949|
5|147|3391|
5|148|1027|
5|149|2527|
5|150|18118|
6|1|559|
6|2|253|
6|3|154|
6|4|124|
6|5|66|
6|6|46|
6|7|70|
6|8|68|
6|9|35|
6|10|74|
6|11|48|
6|12|25|
6|13|28|
6|14|37|
6|15|21|
6|16|49|
6|17|20|
6|18|28|
6|19|11|
6|20|34|
6|21|27|
6|22|25|
6|23|34|
6|24|32|
6|25|2|
6|26|7|
6|27|8|
6|28|12|
6|29|10|
6|30|25|
6|31|8|
6|32|18|
6|33|11|
6|34|8|
6|35|9|
6|36|15|
6|37|21|
6|38|3|
6|39|11|
6|40|24|
6|41|6|
6|42|8|
6|43|8|
6|44|10|
6|45|19|
6|46|6|
6|47|8|
6|48|24|
6|49|7|
6|50|19|
6|51|12|
6|52|13|
6|53|10|
6|54|9|
6|55|9|
6|56|17|
6|57|12|
6|58|10|
6|59|21|
6|60|6|
6|61|8|
6|62|7|
6|63|3|
6|64|8|
6|65|14|
6|66|18|
6|67|10|
6|68|7|
6|69|31|
6|70|10|
6|71|11|
6|72|3|
6|73|8|
6|74|24|
6|75|20|
6|76|11|
6|77|11|
6|78|11|
6|79|9|
6|80|9|
6|81|50|
7|1|221|
7|2|94|
7|3|97|
7|4|48|
7|5|33|
7|6|13|
7|7|40|
7|8|11|
7|9|9|
7|10|24|
7|11|5|
7|12|22|
7|13|23|
7|14|23|
7|15|18|
7|16|9|
7|17|3|
7|18|32|
7|19|18|
7|20|25|
7|21|4|
7|22|10|
7|23|9|
7|24|19|
7|25|7|
7|26|3|
7|27|21|
7|28|1|
7|29|11|
7|30|9|
7|31|9|
7|32|33|
7|33|24|
7|34|12|
7|35|5|
7|36|2|
7|37|3|
7|38|14|
