PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2128|01.10.2023 03:30:00
1|2|933|
1|3|805|
1|4|638|
1|5|589|
1|6|394|
1|7|432|
1|8|545|
1|9|404|
1|10|549|
1|11|299|
1|12|340|
1|13|338|
1|14|224|
1|15|336|
1|16|405|
1|17|311|
1|18|711|
1|19|198|
1|20|204|
1|21|264|
1|22|132|
1|23|150|
1|24|171|
1|25|100|
1|26|134|
1|27|264|
1|28|185|
1|29|114|
1|30|178|
1|31|138|
1|32|93|
1|33|76|
1|34|134|
1|35|88|
1|36|152|
1|37|203|
1|38|46|
1|39|68|
1|40|194|
1|41|123|
1|42|84|
1|43|55|
1|44|142|
1|45|49|
1|46|60|
1|47|90|
1|48|64|
1|49|60|
1|50|72|
1|51|118|
1|52|80|
1|53|96|
1|54|143|
1|55|86|
1|56|129|
1|57|82|
1|58|164|
1|59|83|
1|60|189|
2|1|192|
2|2|206|
2|3|476|
2|4|138|
2|5|110|
2|6|89|
2|7|80|
2|8|102|
2|9|74|
2|10|91|
2|11|38|
2|12|51|
2|13|38|
2|14|108|
2|15|43|
2|16|64|
2|17|66|
2|18|103|
2|19|52|
2|20|32|
2|21|68|
2|22|55|
2|23|28|
2|24|35|
2|25|20|
2|26|19|
2|27|15|
2|28|24|
2|29|22|
2|30|40|
2|31|19|
2|32|15|
2|33|15|
2|34|18|
2|35|35|
2|36|57|
2|37|22|
2|38|22|
2|39|49|
2|40|16|
2|41|10|
2|42|20|
2|43|13|
2|44|21|
2|45|23|
2|46|25|
2|47|21|
2|48|26|
2|49|22|
2|50|18|
2|51|21|
2|52|13|
2|53|22|
2|54|20|
2|55|24|
2|56|13|
2|57|13|
2|58|42|
2|59|10|
2|60|15|
2|61|22|
2|62|40|
2|63|19|
2|64|24|
2|65|12|
2|66|20|
2|67|15|
2|68|22|
2|69|15|
2|70|72|
3|1|231152|
3|2|78640|
3|3|93729|
3|4|46492|
3|5|47780|
3|6|20833|
3|7|10777|
3|8|13583|
3|9|21557|
3|10|25568|
3|11|14304|
3|12|15210|
3|13|20331|
3|14|8094|
3|15|48209|
3|16|4404|
3|17|26878|
3|18|8240|
3|19|9563|
3|20|5713|
3|21|4676|
3|22|3947|
3|23|2123|
3|24|11710|
3|25|9261|
3|26|2031|
3|27|2285|
3|28|3716|
3|29|1125|
3|30|3035|
3|31|6311|
3|32|2212|
3|33|1107|
3|34|1033|
3|35|5933|
3|36|4050|
3|37|4127|
3|38|2524|
3|39|2268|
3|40|3607|
3|41|2345|
3|42|3276|
3|43|1166|
3|44|2017|
3|45|1353|
3|46|1985|
3|47|2079|
3|48|602|
3|49|3037|
3|50|723|
3|51|1107|
3|52|4362|
3|53|2105|
3|54|572|
3|55|1319|
3|56|1040|
3|57|594|
3|58|3048|
3|59|324|
3|60|1797|
3|61|1386|
3|62|788|
3|63|992|
3|64|1074|
3|65|751|
3|66|1082|
