OKRES|PS|P_HL_PS|DAT_AKT
102|1|14|01.10.2023 01:30:00
102|3|1342|
102|4|2|
102|5|282|
102|6|4|
102|7|9|
102|8|1|
102|9|18|
102|10|4|
102|11|1|
102|12|599|
102|13|82|
102|14|2|
102|15|163|
102|16|750|
102|17|460|
102|18|42|
102|19|7|
102|20|2|
102|21|9|
102|22|145|
102|23|211|
102|24|2|
102|25|105|
103|1|3|
103|3|253|
103|4|1|
103|5|37|
103|6|1|
103|8|1|
103|9|2|
103|12|85|
103|13|9|
103|15|35|
103|16|133|
103|17|72|
103|18|1|
103|19|2|
103|21|5|
103|22|36|
103|23|24|
103|25|33|
105|1|4|
105|3|146|
105|5|29|
105|6|3|
105|9|2|
105|12|67|
105|13|8|
105|15|23|
105|16|96|
105|17|70|
105|18|6|
105|21|2|
105|22|32|
105|23|23|
105|24|2|
105|25|15|
106|1|19|
106|2|3|
106|3|1087|
106|4|7|
106|5|521|
106|6|26|
106|7|6|
106|8|3|
106|9|6|
106|10|2|
106|11|2|
106|12|444|
106|13|207|
106|14|11|
106|15|312|
106|16|1673|
106|17|984|
106|18|4|
106|19|5|
106|21|63|
106|22|188|
106|23|253|
106|24|1|
106|25|350|
107|1|10|
107|3|419|
107|5|103|
107|6|6|
107|7|1|
107|9|5|
107|10|1|
107|11|4|
107|12|177|
107|13|45|
107|14|6|
107|15|159|
107|16|493|
107|17|218|
107|18|1|
107|21|13|
107|22|78|
107|23|129|
107|24|2|
107|25|99|
108|1|9|
108|2|1|
108|3|455|
108|4|1|
108|5|220|
108|6|5|
108|7|9|
108|9|4|
108|11|4|
108|12|171|
108|13|73|
108|15|106|
108|16|471|
108|17|259|
108|18|313|
108|21|9|
108|22|110|
108|23|194|
108|25|93|
201|1|41|
201|3|1369|
201|4|6|
201|5|870|
201|6|23|
201|7|112|
201|8|10|
201|9|279|
201|10|4|
201|11|1|
201|12|309|
201|13|190|
201|14|5|
201|15|154|
201|16|1841|
201|17|727|
201|18|7719|
201|19|5|
201|20|2|
201|21|36|
201|22|97|
201|23|87|
201|24|1|
201|25|220|
202|1|13|
202|2|2|
202|3|765|
202|4|2|
202|5|527|
202|6|28|
202|7|6|
202|8|2|
202|9|17|
202|10|2|
202|11|3|
202|12|255|
202|13|136|
202|14|4|
202|15|237|
202|16|1247|
202|17|701|
202|18|496|
202|19|5|
202|20|3|
202|21|38|
202|22|161|
202|23|217|
202|24|6|
202|25|259|
203|1|15|
203|2|2|
203|3|520|
203|4|2|
203|5|211|
203|6|19|
203|7|4|
203|8|1|
203|9|6|
203|10|1|
203|11|1|
203|12|142|
203|13|73|
203|14|4|
203|15|189|
203|16|989|
203|17|485|
203|18|4|
203|20|1|
203|21|32|
203|22|79|
203|23|155|
203|24|1|
203|25|196|
204|1|12|
204|3|496|
204|4|2|
204|5|178|
204|6|12|
204|7|1|
204|8|1|
204|9|4|
204|10|1|
204|11|2|
204|12|163|
204|13|52|
204|14|13|
204|15|157|
204|16|685|
204|17|453|
204|18|2|
204|19|1|
204|20|3|
204|21|34|
204|22|102|
204|23|152|
204|24|4|
204|25|178|
205|1|13|
205|3|694|
205|4|4|
205|5|291|
205|6|25|
205|7|1|
205|8|2|
205|9|4|
205|10|3|
205|11|1|
205|12|217|
205|13|104|
205|14|6|
205|15|194|
205|16|744|
205|17|540|
205|19|1|
205|20|1|
205|21|17|
205|22|121|
205|23|239|
205|24|5|
205|25|173|
206|1|13|
206|2|1|
206|3|732|
206|4|9|
206|5|517|
206|6|15|
206|8|4|
206|9|1|
206|10|1|
206|12|252|
206|13|115|
206|14|3|
206|15|195|
206|16|752|
206|17|566|
206|18|1|
206|19|3|
206|20|1|
206|21|62|
206|22|144|
206|23|295|
206|24|2|
206|25|218|
207|1|18|
207|2|3|
207|3|864|
207|4|3|
207|5|620|
207|6|20|
207|7|4|
207|8|16|
207|9|10|
207|10|2|
207|11|3|
207|12|304|
207|13|131|
207|14|6|
207|15|284|
207|16|1348|
207|17|771|
207|19|5|
207|20|2|
207|21|45|
207|22|212|
207|23|338|
207|24|2|
207|25|279|
301|1|14|
301|2|2|
301|3|770|
301|4|7|
301|5|348|
301|6|33|
301|7|4|
301|8|11|
301|9|6|
301|10|4|
301|11|4|
301|12|236|
301|13|137|
301|14|5|
301|15|400|
301|16|2116|
301|17|1137|
301|18|2|
301|19|3|
301|20|1|
301|21|63|
301|22|120|
301|23|394|
301|24|6|
301|25|367|
302|1|25|
302|2|3|
302|3|823|
302|4|5|
302|5|319|
302|6|20|
302|7|1|
302|8|2|
302|9|11|
302|10|4|
302|11|4|
302|12|274|
302|13|108|
302|14|9|
302|15|499|
302|16|2010|
302|17|1053|
302|18|10|
302|19|3|
302|20|3|
302|21|77|
302|22|152|
302|23|275|
302|24|11|
302|25|283|
303|1|10|
303|2|2|
303|3|630|
303|4|1|
303|5|172|
303|6|18|
303|7|2|
303|8|7|
303|9|5|
303|10|2|
303|11|1|
303|12|179|
303|13|78|
303|14|2|
303|15|174|
303|16|792|
303|17|628|
303|18|2|
303|19|3|
303|21|19|
303|22|60|
303|23|51|
303|24|9|
303|25|150|
304|1|17|
304|2|3|
304|3|1374|
304|4|7|
304|5|573|
304|6|35|
304|7|6|
304|8|1|
304|9|7|
304|10|12|
304|11|5|
304|12|491|
304|13|211|
304|14|6|
304|15|507|
304|16|2015|
304|17|1270|
304|18|4|
304|19|7|
304|20|1|
304|21|108|
304|22|222|
304|23|378|
304|24|10|
304|25|453|
305|1|22|
305|2|6|
305|3|900|
305|4|6|
305|5|387|
305|6|29|
305|7|1|
305|8|6|
305|9|5|
305|10|2|
305|11|1|
305|12|323|
305|13|135|
305|14|11|
305|15|475|
305|16|2358|
305|17|1114|
305|18|1|
305|19|6|
305|21|87|
305|22|185|
305|23|421|
305|24|6|
305|25|365|
306|1|16|
306|2|2|
306|3|759|
306|4|8|
306|5|268|
306|6|17|
306|7|1|
306|8|2|
306|9|6|
306|10|3|
306|11|5|
306|12|231|
306|13|126|
306|14|5|
306|15|631|
306|16|2302|
306|17|984|
306|18|4|
306|19|3|
306|20|1|
306|21|64|
306|22|129|
306|23|330|
306|24|1|
306|25|409|
307|1|59|
307|3|2905|
307|4|9|
307|5|1041|
307|6|118|
307|7|7|
307|8|26|
307|9|24|
307|10|6|
307|11|6|
307|12|962|
307|13|439|
307|14|15|
307|15|1419|
307|16|5575|
307|17|3137|
307|18|4|
307|19|14|
307|20|4|
307|21|213|
307|22|599|
307|23|744|
307|24|21|
307|25|1167|
308|1|24|
308|2|1|
308|3|916|
308|4|3|
308|5|337|
308|6|22|
308|9|14|
308|10|1|
308|11|4|
308|12|317|
308|13|117|
308|14|12|
308|15|469|
308|16|2046|
308|17|1067|
308|19|3|
308|20|2|
308|21|76|
308|22|159|
308|23|412|
308|24|7|
308|25|330|
309|1|35|
309|2|3|
309|3|2238|
309|4|15|
309|5|791|
309|6|48|
309|7|1|
309|8|3|
309|9|31|
309|10|10|
309|11|4|
309|12|747|
309|13|270|
309|14|10|
309|15|932|
309|16|3111|
309|17|1994|
309|18|2|
309|19|12|
309|20|5|
309|21|108|
309|22|391|
309|23|924|
309|24|15|
309|25|680|
401|1|41|
401|2|7|
401|3|677|
401|4|9|
401|5|542|
401|6|13|
401|7|66|
401|8|5|
401|9|61|
401|10|5|
401|11|1|
401|12|147|
401|13|96|
401|14|5|
401|15|134|
401|16|1278|
401|17|600|
401|18|5206|
401|19|2|
401|20|1|
401|21|23|
401|22|73|
401|23|43|
401|24|2|
401|25|218|
402|1|75|
402|2|8|
402|3|2839|
402|4|11|
402|5|1925|
402|6|84|
402|7|74|
402|8|7|
402|9|102|
402|10|10|
402|11|24|
402|12|911|
402|13|529|
402|14|16|
402|15|689|
402|16|4333|
402|17|2899|
402|18|2969|
402|19|24|
402|20|7|
402|21|260|
402|22|464|
402|23|654|
402|24|16|
402|25|929|
403|1|27|
403|2|1|
403|3|2463|
403|4|6|
403|5|966|
403|6|22|
403|7|11|
403|8|3|
403|9|24|
403|10|1|
403|11|7|
403|12|935|
403|13|298|
403|14|20|
403|15|712|
403|16|3779|
403|17|2440|
403|18|173|
403|19|14|
403|20|1|
403|21|117|
403|22|395|
403|23|663|
403|24|9|
403|25|723|
404|1|24|
404|3|888|
404|4|8|
404|5|474|
404|6|20|
404|7|13|
404|9|34|
404|10|2|
404|12|237|
404|13|152|
404|14|7|
404|15|271|
404|16|1828|
404|17|1067|
404|18|1695|
404|19|8|
404|20|2|
404|21|47|
404|22|145|
404|23|203|
404|24|2|
404|25|362|
405|1|9|
405|3|233|
405|4|1|
405|5|98|
405|6|8|
405|7|4|
405|9|4|
405|12|103|
405|13|42|
405|14|1|
405|15|33|
405|16|309|
405|17|208|
405|18|52|
405|21|14|
405|22|32|
405|23|24|
405|25|63|
406|1|27|
406|2|2|
406|3|764|
406|4|1|
406|5|435|
406|6|11|
406|7|1|
406|8|4|
406|9|4|
406|10|3|
406|11|2|
406|12|285|
406|13|160|
406|14|5|
406|15|513|
406|16|3025|
406|17|1163|
406|18|4|
406|19|3|
406|21|63|
406|22|163|
406|23|433|
406|24|12|
406|25|357|
407|1|10|
407|3|329|
407|5|184|
407|6|15|
407|9|4|
407|10|4|
407|12|137|
407|13|62|
407|14|5|
407|15|324|
407|16|1013|
407|17|670|
407|18|17|
407|19|6|
407|20|1|
407|21|46|
407|22|58|
407|23|177|
407|24|3|
407|25|195|
501|1|9|
501|3|501|
501|4|2|
501|5|241|
501|6|17|
501|7|1|
501|8|3|
501|9|5|
501|10|1|
501|11|2|
501|12|180|
501|13|89|
501|14|6|
501|15|346|
501|16|1285|
501|17|774|
501|18|1|
501|19|1|
501|21|34|
501|22|84|
501|23|219|
501|24|5|
501|25|250|
502|1|10|
502|2|1|
502|3|331|
502|4|5|
502|5|202|
502|6|8|
502|9|1|
502|10|1|
502|11|1|
502|12|134|
502|13|66|
502|14|1|
502|15|254|
502|16|1387|
502|17|691|
502|19|1|
502|20|3|
502|21|41|
502|22|57|
502|23|182|
502|24|1|
502|25|205|
503|1|13|
503|2|3|
503|3|602|
503|4|4|
503|5|379|
503|6|19|
503|8|1|
503|9|2|
503|10|5|
503|11|1|
503|12|216|
503|13|108|
503|14|4|
503|15|251|
503|16|750|
503|17|614|
503|19|1|
503|20|4|
503|21|40|
