PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|1941|01.10.2023 03:10:00
1|2|848|
1|3|742|
1|4|588|
1|5|561|
1|6|365|
1|7|410|
1|8|498|
1|9|377|
1|10|524|
1|11|262|
1|12|311|
1|13|316|
1|14|212|
1|15|321|
1|16|374|
1|17|297|
1|18|681|
1|19|179|
1|20|190|
1|21|247|
1|22|126|
1|23|135|
1|24|151|
1|25|92|
1|26|123|
1|27|241|
1|28|168|
1|29|105|
1|30|159|
1|31|133|
1|32|89|
1|33|70|
1|34|123|
1|35|80|
1|36|146|
1|37|192|
1|38|42|
1|39|64|
1|40|188|
1|41|114|
1|42|78|
1|43|53|
1|44|136|
1|45|47|
1|46|56|
1|47|86|
1|48|60|
1|49|56|
1|50|65|
1|51|110|
1|52|79|
1|53|88|
1|54|139|
1|55|82|
1|56|118|
1|57|79|
1|58|159|
1|59|82|
1|60|177|
2|1|180|
2|2|201|
2|3|447|
2|4|130|
2|5|103|
2|6|83|
2|7|75|
2|8|93|
2|9|72|
2|10|87|
2|11|36|
2|12|50|
2|13|37|
2|14|104|
2|15|41|
2|16|62|
2|17|63|
2|18|99|
2|19|52|
2|20|29|
2|21|66|
2|22|49|
2|23|27|
2|24|34|
2|25|20|
2|26|17|
2|27|14|
2|28|23|
2|29|22|
2|30|36|
2|31|18|
2|32|14|
2|33|15|
2|34|17|
2|35|34|
2|36|54|
2|37|21|
2|38|21|
2|39|46|
2|40|16|
2|41|10|
2|42|20|
2|43|13|
2|44|18|
2|45|23|
2|46|24|
2|47|20|
2|48|26|
2|49|21|
2|50|17|
2|51|20|
2|52|12|
2|53|21|
2|54|20|
2|55|22|
2|56|13|
2|57|12|
2|58|38|
2|59|10|
2|60|14|
2|61|20|
2|62|36|
2|63|18|
2|64|24|
2|65|11|
2|66|20|
2|67|14|
2|68|21|
2|69|13|
2|70|68|
3|1|205952|
3|2|70239|
3|3|83510|
3|4|41518|
3|5|42181|
3|6|18508|
3|7|9558|
3|8|11921|
3|9|19199|
3|10|22557|
3|11|12599|
3|12|13490|
3|13|18059|
3|14|7160|
3|15|42468|
3|16|3931|
3|17|23847|
3|18|7220|
3|19|8459|
3|20|5035|
3|21|4066|
3|22|3582|
3|23|1901|
3|24|10264|
3|25|8074|
3|26|1759|
3|27|1967|
3|28|3267|
3|29|1009|
3|30|2672|
3|31|5563|
3|32|1965|
3|33|982|
3|34|896|
3|35|5438|
3|36|3638|
3|37|3557|
3|38|2324|
3|39|1969|
3|40|3222|
3|41|2023|
3|42|2911|
3|43|1020|
3|44|1732|
3|45|1226|
3|46|1775|
3|47|1918|
3|48|539|
3|49|2664|
3|50|652|
3|51|960|
3|52|3949|
3|53|1894|
3|54|488|
3|55|1249|
3|56|928|
3|57|517|
3|58|2712|
3|59|298|
3|60|1667|
3|61|1216|
3|62|654|
3|63|925|
3|64|995|
3|65|674|
3|66|978|
3|67|730|
3|68|926|
3|69|1512|
3|70|547|
3|71|471|
3|72|183|
3|73|319|
3|74|348|
3|75|661|
3|76|856|
3|77|1294|
3|78|637|
3|79|1091|
3|80|737|
3|81|929|
3|82|511|
3|83|440|
3|84|438|
3|85|305|
3|86|135|
3|87|535|
3|88|571|
3|89|665|
3|90|291|
3|91|859|
