OKRES|PS|P_HL_PS|DAT_AKT
506|3|1022|
506|4|4|
506|5|288|
506|6|14|
506|9|9|
506|10|3|
506|11|1|
506|12|382|
506|13|103|
506|14|4|
506|15|419|
506|16|1255|
506|17|813|
506|18|2|
506|19|6|
506|21|51|
506|22|129|
506|23|204|
506|24|4|
506|25|257|
507|1|3|
507|2|4|
507|3|74|
507|5|31|
507|6|2|
507|8|1|
507|12|22|
507|13|35|
507|15|52|
507|16|103|
507|17|93|
507|19|1|
507|21|15|
507|22|28|
507|23|174|
507|25|31|
508|1|26|
508|2|2|
508|3|1056|
508|4|13|
508|5|551|
508|6|39|
508|7|6|
508|8|1|
508|9|6|
508|10|5|
508|11|2|
508|12|370|
508|13|192|
508|14|6|
508|15|598|
508|16|1403|
508|17|1125|
508|18|7|
508|19|4|
508|20|5|
508|21|60|
508|22|221|
508|23|662|
508|24|6|
508|25|606|
509|1|19|
509|2|4|
509|3|295|
509|4|3|
509|5|130|
509|6|23|
509|7|1|
509|8|2|
509|10|2|
509|11|1|
509|12|68|
509|13|81|
509|14|3|
509|15|168|
509|16|624|
509|17|528|
509|18|1|
509|19|5|
509|21|38|
509|22|30|
509|23|94|
509|24|4|
509|25|145|
510|1|5|
510|3|199|
510|5|145|
510|6|3|
510|8|6|
510|9|3|
510|11|1|
510|12|84|
510|13|36|
510|14|2|
510|15|222|
510|16|357|
510|17|249|
510|18|1|
510|19|1|
510|21|13|
510|22|53|
510|23|430|
510|24|1|
510|25|95|
511|1|23|
511|2|2|
511|3|1640|
511|4|18|
511|5|543|
511|6|24|
511|7|1|
511|8|6|
511|9|6|
511|10|2|
511|11|3|
511|12|601|
511|13|151|
511|14|6|
511|15|674|
511|16|2607|
511|17|1445|
511|18|1|
511|19|4|
511|21|85|
511|22|258|
511|23|554|
511|24|5|
511|25|488|
601|1|11|
601|2|1|
601|3|633|
601|4|6|
601|5|155|
601|6|9|
601|7|3|
601|8|3|
601|9|2|
601|11|1|
601|12|227|
601|13|79|
601|14|1|
601|15|232|
601|16|729|
601|17|816|
601|19|3|
601|20|2|
601|21|57|
601|22|86|
601|23|166|
601|24|2|
601|25|154|
602|1|2|
602|2|1|
602|3|96|
602|5|43|
602|6|1|
602|7|1|
602|8|1|
602|9|3|
602|10|1|
602|12|35|
602|13|29|
602|15|73|
602|16|204|
602|17|181|
602|18|1|
602|19|3|
602|21|17|
602|22|15|
602|23|57|
602|24|1|
602|25|47|
603|1|19|
603|2|3|
603|3|568|
603|4|4|
603|5|246|
603|6|21|
603|7|1|
603|9|3|
603|10|1|
603|11|2|
603|12|182|
603|13|116|
603|14|6|
603|15|264|
603|16|810|
603|17|795|
603|18|2|
603|19|21|
603|20|2|
603|21|34|
603|22|100|
603|23|235|
603|24|4|
603|25|299|
604|1|2|
604|2|1|
604|3|88|
604|4|3|
604|5|45|
604|6|8|
604|9|1|
604|12|36|
604|13|28|
604|14|2|
604|15|111|
604|16|268|
604|17|164|
604|19|1|
604|21|8|
604|22|21|
604|23|59|
604|24|1|
604|25|77|
605|1|21|
605|2|3|
605|3|226|
605|4|2|
605|5|157|
605|6|9|
605|7|1|
605|8|1|
605|9|5|
605|10|5|
605|12|71|
605|13|68|
605|14|3|
605|15|229|
605|16|633|
605|17|513|
605|18|3|
605|19|13|
605|21|55|
605|22|56|
605|23|160|
605|24|1|
605|25|191|
606|1|49|
606|2|21|
606|3|806|
606|4|7|
606|5|834|
606|6|33|
606|7|34|
606|8|2|
606|9|75|
606|10|7|
606|11|6|
606|12|239|
606|13|196|
606|14|8|
606|15|318|
606|16|1552|
606|17|1280|
606|18|723|
606|19|1|
606|20|3|
606|21|83|
606|22|115|
606|23|178|
606|24|5|
606|25|349|
607|1|12|
607|2|2|
607|3|321|
607|4|2|
607|5|248|
607|6|24|
607|7|3|
607|8|2|
607|9|3|
607|11|5|
607|12|90|
607|13|106|
607|14|1|
607|15|287|
607|16|1108|
607|17|906|
607|18|3|
607|19|6|
607|20|1|
607|21|81|
607|22|42|
607|23|124|
607|24|1|
607|25|271|
608|1|23|
608|2|5|
608|3|218|
608|4|6|
608|5|578|
608|6|17|
608|7|15|
608|9|8|
608|10|2|
608|11|1|
608|12|66|
608|13|89|
608|14|1|
608|15|117|
608|16|560|
608|17|469|
608|18|319|
608|19|1|
608|20|2|
608|21|64|
608|22|29|
608|23|93|
608|25|162|
609|1|107|
609|2|15|
609|3|526|
609|4|12|
609|5|675|
609|6|26|
609|7|83|
609|8|6|
609|9|44|
609|10|5|
609|11|7|
609|12|270|
609|13|547|
609|14|9|
609|15|319|
609|16|1522|
609|17|1236|
609|18|2296|
609|19|8|
609|20|1|
609|21|119|
609|22|117|
609|23|92|
609|24|5|
609|25|481|
610|1|21|
610|2|5|
610|3|211|
610|4|5|
610|5|229|
610|6|5|
610|7|5|
610|8|2|
610|9|76|
610|10|2|
610|11|2|
610|12|63|
610|13|62|
610|14|2|
610|15|112|
610|16|558|
610|17|530|
610|18|343|
610|19|50|
610|20|1|
610|21|64|
610|22|32|
610|23|41|
610|24|2|
610|25|142|
611|1|17|
611|2|1|
611|3|559|
611|4|3|
611|5|177|
611|6|31|
611|7|1|
611|8|5|
611|9|10|
611|10|1|
611|12|183|
611|13|92|
611|14|1|
611|15|366|
611|16|803|
611|17|646|
611|18|4|
611|19|2|
611|21|41|
611|22|97|
611|23|120|
611|24|6|
611|25|197|
612|1|11|
612|3|300|
612|4|1|
612|5|152|
612|6|11|
612|7|1|
612|8|2|
612|9|3|
612|10|1|
612|12|112|
612|13|51|
612|14|27|
612|15|154|
612|16|628|
612|17|511|
612|18|7|
612|19|2|
612|21|34|
612|22|57|
612|23|156|
612|25|160|
613|1|21|
613|2|2|
613|3|724|
613|4|6|
613|5|211|
613|6|45|
613|7|3|
613|8|1|
613|9|5|
613|10|1|
613|11|3|
613|12|205|
613|13|147|
613|14|5|
613|15|323|
613|16|972|
613|17|1098|
613|18|1|
613|19|10|
613|20|1|
613|21|78|
613|22|105|
613|23|203|
613|24|2|
613|25|274|
701|1|42|
701|2|15|
701|3|933|
701|4|8|
701|5|1528|
701|6|29|
701|7|12|
701|8|5|
701|9|18|
701|10|5|
701|11|3|
701|12|408|
701|13|280|
701|14|8|
701|15|680|
701|16|3070|
701|17|2376|
701|18|8|
701|19|9|
701|20|2|
701|21|61|
701|22|290|
701|23|2029|
701|24|4|
701|25|553|
702|1|17|
702|2|14|
702|3|745|
702|4|8|
702|5|779|
702|6|26|
702|7|15|
702|8|3|
702|9|16|
702|10|5|
702|11|8|
702|12|326|
702|13|258|
702|14|9|
702|15|672|
702|16|3199|
702|17|1948|
702|18|3|
702|19|11|
702|20|10|
702|21|74|
702|22|208|
702|23|1619|
702|24|10|
702|25|567|
703|1|18|
703|2|3|
703|3|607|
703|4|1|
703|5|694|
703|6|14|
703|7|6|
703|8|2|
703|9|5|
703|10|4|
703|11|2|
703|12|230|
703|13|114|
703|14|4|
703|15|435|
703|16|1159|
703|17|790|
703|18|4|
703|19|1|
703|20|1|
703|21|31|
703|22|174|
703|23|1024|
703|24|5|
703|25|512|
704|1|7|
704|3|104|
704|4|4|
704|5|133|
704|6|1|
704|7|1|
704|9|2|
704|11|1|
704|12|66|
704|13|46|
704|14|1|
704|15|126|
704|16|346|
704|17|253|
704|18|1|
704|20|2|
704|21|18|
704|22|44|
704|23|577|
704|25|124|
705|1|7|
705|2|10|
705|3|153|
705|4|4|
705|5|177|
705|6|5|
705|7|1|
705|8|5|
705|9|6|
705|10|1|
705|11|2|
705|12|69|
705|13|137|
705|14|3|
705|15|202|
705|16|754|
705|17|606|
705|18|4|
705|19|3|
705|21|24|
705|22|30|
705|23|150|
705|24|3|
705|25|108|
706|1|5|
706|2|1|
706|3|240|
706|5|170|
706|6|12|
706|9|3|
706|12|95|
706|13|46|
706|14|3|
706|15|143|
706|16|347|
706|17|239|
706|18|1|
706|19|1|
706|20|4|
706|21|13|
706|22|50|
706|23|285|
706|24|3|
706|25|99|
707|1|29|
707|2|7|
707|3|765|
707|4|7|
707|5|1119|
707|6|19|
707|7|6|
707|8|4|
707|9|16|
707|10|4|
707|11|3|
707|12|286|
707|13|269|
707|14|2|
707|15|426|
707|16|1458|
707|17|1368|
707|18|10|
707|19|1|
707|20|4|
707|21|56|
707|22|243|
707|23|1443|
707|24|4|
707|25|421|
708|1|32|
708|2|5|
708|3|337|
708|4|8|
708|5|617|
708|6|19|
708|7|1|
708|8|2|
708|9|1|
708|10|2|
708|11|2|
708|12|142|
708|13|117|
708|14|4|
708|15|337|
708|16|1187|
708|17|1063|
708|18|3|
708|19|2|
708|20|2|
708|21|23|
708|22|95|
708|23|904|
708|24|2|
708|25|287|
709|1|5|
709|2|6|
709|3|133|
709|4|1|
709|5|157|
709|6|15|
709|7|11|
709|8|1|
709|9|6|
709|10|2|
709|11|1|
709|12|55|
709|13|59|
709|14|3|
709|15|172|
709|16|1049|
709|17|608|
709|19|3|
709|20|1|
709|21|11|
709|22|29|
709|23|140|
709|25|103|
710|1|16|
710|2|6|
710|3|477|
710|4|3|
710|5|550|
710|6|33|
710|7|5|
710|9|1|
710|10|2|
710|11|3|
710|12|206|
710|13|104|
710|14|3|
710|15|428|
710|16|1651|
710|17|1095|
710|18|2|
710|19|2|
710|20|1|
710|21|52|
710|22|145|
710|23|1057|
710|24|2|
710|25|430|
711|1|5|
711|2|14|
711|3|145|
711|4|8|
711|5|284|
711|6|19|
711|7|4|
711|9|1|
711|10|1|
711|11|1|
711|12|71|
711|13|99|
711|14|4|
711|15|275|
711|16|828|
711|17|578|
711|18|3|
711|19|6|
711|20|1|
711|21|28|
711|22|38|
711|23|325|
711|24|1|
711|25|139|
712|1|22|
712|2|11|
712|3|256|
712|4|10|
712|5|442|
712|6|27|
712|7|1|
712|8|1|
712|9|4|
712|10|4|
712|11|5|
712|12|141|
712|13|116|
712|14|4|
712|15|268|
712|16|1220|
712|17|846|
712|18|2|
712|19|6|
712|20|1|
712|21|29|
712|22|78|
712|23|385|
712|24|1|
712|25|223|
713|1|17|
713|2|9|
713|3|435|
713|4|4|
713|5|636|
713|6|28|
713|7|1|
713|8|1|
713|9|15|
713|10|1|
713|12|191|
713|13|133|
713|14|4|
713|15|550|
713|16|2040|
713|17|1270|
713|18|3|
713|19|1|
713|20|3|
713|21|47|
713|22|123|
713|23|681|
713|25|413|
801|1|4|
801|3|101|
801|5|117|
801|6|6|
801|7|1|
801|11|2|
801|12|27|
801|13|36|
801|15|60|
801|16|246|
801|17|174|
801|20|1|
801|21|7|
801|22|24|
801|23|47|
801|24|1|
801|25|77|
802|1|13|
802|2|2|
802|3|474|
802|4|1|
802|5|308|
802|6|6|
802|7|3|
802|9|12|
802|10|2|
802|12|194|
802|13|47|
802|14|3|
802|15|91|
802|16|443|
802|17|299|
802|18|16|
802|21|24|
802|22|94|
802|23|151|
802|24|2|
802|25|111|
803|1|1|
803|3|126|
803|5|63|
803|9|2|
803|12|68|
803|13|19|
803|15|33|
803|16|134|
803|17|89|
803|18|15|
803|21|4|
803|22|38|
803|23|27|
803|24|1|
803|25|21|
804|1|3|
804|3|100|
804|5|29|
804|7|1|
804|9|3|
804|11|1|
804|12|30|
804|13|25|
804|15|35|
804|16|94|
804|17|84|
804|18|7|
804|21|1|
804|22|15|
804|23|36|
804|25|22|
805|1|2|
805|2|3|
805|3|413|
805|4|3|
805|5|213|
805|6|10|
805|7|7|
805|9|7|
805|10|1|
805|12|176|
805|13|53|
805|14|2|
805|15|79|
805|16|448|
805|17|294|
805|18|44|
805|21|10|
805|22|88|
805|23|144|
805|24|2|
805|25|80|
806|1|47|
806|2|7|
806|3|1346|
806|4|17|
806|5|1898|
806|6|31|
806|7|44|
806|8|1|
806|9|28|
806|10|9|
806|11|10|
806|12|521|
806|13|396|
806|14|12|
806|15|488|
806|16|1997|
806|17|1779|
806|18|1077|
806|19|5|
806|20|2|
806|21|98|
806|22|314|
806|23|648|
806|24|9|
806|25|607|
807|1|42|
807|2|18|
807|3|629|
807|4|8|
807|5|1726|
807|6|53|
807|7|16|
807|8|11|
807|9|50|
807|10|4|
807|11|5|
807|12|286|
807|13|210|
807|14|5|
807|15|404|
807|16|2493|
807|17|1446|
807|18|470|
807|19|5|
807|20|3|
807|21|68|
807|22|204|
807|23|551|
807|24|2|
807|25|404|
808|1|54|
808|2|18|
808|3|526|
808|4|12|
808|5|1158|
808|6|30|
808|7|22|
808|8|4|
808|9|39|
808|10|2|
808|11|8|
808|12|148|
808|13|139|
808|14|2|
808|15|237|
808|16|972|
808|17|933|
808|18|1320|
808|19|8|
808|20|1|
808|21|77|
808|22|107|
808|23|77|
808|24|8|
808|25|394|
809|1|10|
809|2|2|
809|3|234|
809|4|2|
809|5|272|
809|6|8|
809|8|2|
809|9|7|
809|10|4|
809|11|1|
809|12|91|
809|13|194|
809|14|6|
809|15|274|
809|16|1571|
809|17|1039|
809|18|3|
809|19|2|
809|20|1|
809|21|24|
809|22|62|
809|23|289|
809|24|5|
809|25|223|
810|1|17|
810|2|4|
810|3|383|
810|4|7|
810|5|431|
810|6|12|
810|9|2|
810|10|2|
810|11|2|
810|12|155|
810|13|77|
810|14|1|
810|15|176|
810|16|556|
810|17|424|
810|18|1|
810|20|1|
810|21|46|
810|22|80|
810|23|436|
810|24|1|
810|25|213|
811|1|56|
811|2|38|
811|3|708|
811|4|9|
811|5|1016|
811|6|67|
811|7|16|
811|8|8|
811|9|15|
811|10|5|
811|11|1|
811|12|235|
811|13|257|
811|14|8|
811|15|343|
811|16|2155|
811|17|1625|
811|18|1663|
811|19|6|
811|20|2|
811|21|53|
811|22|203|
811|23|564|
811|24|2|
811|25|443|
