OKRES|PS|P_HL_PS|DAT_AKT
101|2|1|01.10.2023 02:10:00
101|3|300|
101|5|23|
101|9|8|
101|12|140|
101|13|9|
101|15|16|
101|16|138|
101|17|80|
101|18|3|
101|21|3|
101|22|39|
101|23|50|
101|24|1|
101|25|13|
102|1|28|
102|3|3232|
102|4|7|
102|5|549|
102|6|8|
102|7|11|
102|8|1|
102|9|43|
102|10|7|
102|11|1|
102|12|1349|
102|13|135|
102|14|5|
102|15|375|
102|16|1631|
102|17|912|
102|18|69|
102|19|14|
102|20|2|
102|21|34|
102|22|375|
102|23|503|
102|24|6|
102|25|230|
103|1|12|
103|2|3|
103|3|1904|
103|4|3|
103|5|305|
103|6|12|
103|7|3|
103|8|2|
103|9|12|
103|10|1|
103|11|3|
103|12|821|
103|13|70|
103|14|2|
103|15|244|
103|16|1051|
103|17|572|
103|18|19|
103|19|3|
103|20|2|
103|21|36|
103|22|280|
103|23|242|
103|24|2|
103|25|171|
104|1|19|
104|2|1|
104|3|2259|
104|4|5|
104|5|330|
104|6|9|
104|7|3|
104|8|2|
104|9|17|
104|10|4|
104|12|898|
104|13|108|
104|14|8|
104|15|342|
104|16|1301|
104|17|710|
104|18|27|
104|19|4|
104|20|2|
104|21|46|
104|22|343|
104|23|373|
104|24|7|
104|25|219|
105|1|22|
105|3|1830|
105|4|2|
105|5|435|
105|6|13|
105|7|6|
105|8|1|
105|9|15|
105|10|3|
105|11|5|
105|12|789|
105|13|119|
105|14|4|
105|15|324|
105|16|1248|
105|17|665|
105|18|30|
105|19|1|
105|20|1|
105|21|39|
105|22|307|
105|23|281|
105|24|10|
105|25|214|
106|1|53|
106|2|4|
106|3|2428|
106|4|18|
106|5|1069|
106|6|55|
106|7|8|
106|8|8|
106|9|13|
106|10|8|
106|11|8|
106|12|955|
106|13|436|
106|14|25|
106|15|674|
106|16|3578|
106|17|2164|
106|18|10|
106|19|13|
106|20|4|
106|21|120|
106|22|408|
106|23|559|
106|24|13|
106|25|764|
107|1|23|
107|3|1049|
107|4|10|
107|5|366|
107|6|28|
107|7|2|
107|9|10|
107|10|6|
107|11|5|
107|12|381|
107|13|106|
107|14|9|
107|15|288|
107|16|1139|
107|17|682|
107|18|3|
107|19|3|
107|20|2|
107|21|36|
107|22|203|
107|23|335|
107|24|8|
107|25|236|
108|1|19|
108|2|6|
108|3|927|
108|4|2|
108|5|352|
108|6|9|
108|7|10|
108|8|1|
108|9|14|
108|11|5|
108|12|350|
108|13|120|
108|14|3|
108|15|182|
108|16|847|
108|17|474|
108|18|365|
108|19|1|
108|21|15|
108|22|198|
108|23|292|
108|24|2|
