OKRES|PS|P_HL_PS|DAT_AKT
101|1|31|01.10.2023 04:20:00
101|2|10|
101|3|8438|
101|4|4|
101|5|848|
101|6|19|
101|7|17|
101|8|1|
101|9|71|
101|10|8|
101|11|4|
101|12|3141|
101|13|217|
101|14|13|
101|15|657|
101|16|2944|
101|17|1352|
101|18|97|
101|19|9|
101|20|3|
101|21|67|
101|22|923|
101|23|1091|
101|24|7|
101|25|337|
102|1|130|
102|2|11|
102|3|16677|
102|4|27|
102|5|2795|
102|6|68|
102|7|47|
102|8|10|
102|9|189|
102|10|29|
102|11|9|
102|12|6742|
102|13|679|
102|14|28|
102|15|1929|
102|16|8866|
102|17|4700|
102|18|375|
102|19|38|
102|20|10|
102|21|229|
102|22|2014|
102|23|2267|
102|24|29|
102|25|1393|
103|1|52|
103|2|11|
103|3|8922|
103|4|17|
103|5|1355|
103|6|42|
103|7|11|
103|8|2|
103|9|76|
103|10|8|
103|11|7|
103|12|3714|
103|13|322|
103|14|30|
103|15|1120|
103|16|4681|
103|17|2486|
103|18|99|
103|19|14|
103|20|4|
103|21|152|
103|22|1216|
103|23|1243|
103|24|25|
103|25|661|
104|1|130|
104|2|14|
104|3|16544|
104|4|22|
104|5|2421|
104|6|94|
104|7|30|
104|8|16|
104|9|138|
104|10|20|
104|11|11|
104|12|6814|
104|13|827|
104|14|55|
104|15|2160|
104|16|8637|
104|17|4807|
104|18|135|
104|19|37|
104|20|12|
104|21|295|
104|22|2443|
104|23|2579|
104|24|43|
104|25|1416|
105|1|145|
105|2|9|
105|3|13629|
105|4|24|
105|5|2657|
105|6|70|
105|7|25|
105|8|9|
105|9|128|
105|10|13|
105|11|13|
105|12|5694|
105|13|773|
105|14|37|
105|15|1892|
105|16|8220|
105|17|4483|
105|18|231|
105|19|35|
105|20|7|
105|21|242|
105|22|2102|
105|23|2049|
105|24|38|
105|25|1300|
106|1|168|
106|2|10|
106|3|9177|
106|4|41|
106|5|3623|
106|6|145|
106|7|15|
106|8|16|
106|9|56|
106|10|25|
106|11|19|
106|12|3518|
106|13|1204|
106|14|77|
106|15|2049|
106|16|10398|
106|17|6146|
106|18|25|
106|19|27|
106|20|16|
106|21|412|
106|22|1599|
106|23|1906|
106|24|46|
106|25|2229|
107|1|108|
107|2|13|
107|3|8503|
107|4|35|
107|5|2343|
107|6|158|
107|7|12|
107|8|29|
107|9|54|
107|10|33|
107|11|18|
107|12|3141|
107|13|669|
107|14|36|
107|15|1866|
107|16|7414|
107|17|4247|
107|18|17|
107|19|37|
107|20|9|
107|21|246|
107|22|1407|
107|23|1813|
107|24|46|
107|25|1384|
108|1|136|
108|2|14|
108|3|13200|
108|4|27|
108|5|3857|
108|6|97|
108|7|83|
108|8|17|
108|9|172|
108|10|15|
108|11|32|
108|12|5498|
108|13|1118|
108|14|47|
108|15|2048|
108|16|8791|
108|17|5393|
108|18|2212|
108|19|25|
108|20|8|
108|21|238|
108|22|2163|
108|23|2385|
108|24|32|
108|25|1689|
201|1|174|
201|2|16|
201|3|7807|
201|4|32|
201|5|4636|
201|6|64|
201|7|541|
201|8|25|
201|9|1079|
201|10|13|
201|11|7|
201|12|1927|
201|13|828|
201|14|15|
201|15|801|
201|16|8013|
201|17|3540|
201|18|28318|
201|19|23|
201|20|9|
201|21|163|
201|22|696|
201|23|639|
201|24|17|
201|25|989|
202|1|149|
202|2|25|
202|3|6535|
202|4|50|
202|5|4821|
202|6|204|
202|7|136|
202|8|12|
202|9|264|
202|10|21|
202|11|18|
202|12|2250|
202|13|1082|
202|14|49|
202|15|1794|
202|16|9904|
202|17|5467|
202|18|8922|
202|19|26|
202|20|12|
202|21|370|
202|22|995|
202|23|1289|
202|24|45|
202|25|1915|
203|1|60|
203|2|7|
203|3|3976|
203|4|26|
203|5|1787|
203|6|215|
203|7|8|
203|8|10|
203|9|31|
203|10|4|
203|11|29|
203|12|1270|
203|13|564|
203|14|19|
203|15|1684|
203|16|7495|
203|17|3970|
203|18|18|
203|19|19|
203|20|6|
203|21|284|
203|22|908|
203|23|1497|
203|24|31|
203|25|1439|
204|1|82|
204|2|9|
204|3|7080|
204|4|39|
204|5|2484|
204|6|118|
204|7|6|
204|8|13|
204|9|28|
204|10|13|
204|11|16|
204|12|2190|
204|13|701|
204|14|88|
204|15|1957|
204|16|8738|
204|17|4731|
204|18|20|
204|19|21|
204|20|13|
204|21|398|
204|22|1281|
204|23|2068|
204|24|95|
204|25|1725|
205|1|118|
205|2|12|
205|3|5829|
205|4|27|
205|5|2977|
205|6|227|
205|7|11|
205|8|36|
205|9|41|
205|10|19|
205|11|13|
205|12|1839|
205|13|1086|
205|14|39|
205|15|1692|
205|16|8097|
205|17|4756|
205|18|21|
205|19|28|
205|20|11|
205|21|377|
205|22|929|
205|23|1875|
205|24|47|
205|25|1942|
206|1|74|
206|2|6|
206|3|4988|
206|4|29|
206|5|2834|
206|6|124|
206|7|12|
206|8|19|
206|9|26|
206|10|14|
206|11|5|
206|12|1520|
206|13|742|
206|14|17|
206|15|1391|
206|16|4910|
206|17|3269|
206|18|9|
206|19|13|
206|20|10|
206|21|272|
206|22|914|
206|23|1626|
206|24|19|
206|25|1270|
207|1|169|
207|2|20|
207|3|14227|
207|4|44|
207|5|8353|
207|6|236|
207|7|32|
207|8|80|
207|9|70|
207|10|30|
207|11|39|
207|12|4894|
207|13|1555|
207|14|77|
207|15|3812|
207|16|17987|
207|17|10300|
207|18|24|
207|19|48|
207|20|22|
207|21|571|
207|22|2890|
207|23|4547|
207|24|58|
207|25|3708|
301|1|53|
301|2|6|
301|3|2922|
301|4|19|
301|5|1287|
301|6|111|
301|7|12|
301|8|34|
301|9|17|
301|10|12|
301|11|14|
301|12|988|
301|13|448|
301|14|19|
301|15|1442|
301|16|6739|
301|17|3754|
301|18|5|
301|19|17|
301|20|6|
301|21|228|
301|22|418|
301|23|1197|
301|24|16|
301|25|1137|
302|1|96|
302|2|5|
302|3|4925|
302|4|25|
302|5|1742|
302|6|125|
302|7|15|
302|8|5|
302|9|86|
302|10|24|
302|11|16|
302|12|1842|
302|13|605|
302|14|72|
302|15|2852|
302|16|10834|
302|17|5584|
302|18|19|
302|19|20|
302|20|8|
302|21|380|
302|22|854|
302|23|1894|
302|24|57|
302|25|1689|
303|1|42|
303|2|10|
303|3|3203|
303|4|9|
303|5|944|
303|6|84|
303|7|10|
303|8|27|
303|9|23|
303|10|11|
303|11|10|
303|12|1079|
303|13|424|
303|14|21|
303|15|889|
303|16|3722|
303|17|2844|
303|18|6|
303|19|16|
303|20|2|
303|21|146|
303|22|366|
303|23|295|
303|24|64|
303|25|761|
304|1|134|
304|2|14|
304|3|6329|
304|4|29|
304|5|2604|
304|6|188|
304|7|12|
304|8|13|
304|9|32|
304|10|35|
304|11|18|
304|12|2217|
304|13|990|
304|14|45|
304|15|2092|
304|16|9522|
304|17|5873|
304|18|10|
304|19|31|
304|20|13|
304|21|454|
304|22|986|
304|23|1739|
304|24|78|
304|25|2027|
305|1|82|
305|2|11|
305|3|3425|
305|4|16|
305|5|1416|
305|6|96|
305|7|7|
305|8|18|
305|9|21|
305|10|11|
305|11|8|
305|12|1226|
305|13|558|
305|14|31|
305|15|1801|
305|16|8179|
305|17|4028|
305|18|2|
305|19|17|
305|20|6|
305|21|284|
305|22|700|
305|23|1760|
305|24|26|
305|25|1407|
306|1|98|
306|2|7|
306|3|5176|
306|4|43|
