OKRES|PS|P_HL_PS|DAT_AKT
106|3|100|01.10.2023 00:30:00
106|5|65|
106|6|4|
106|7|1|
106|9|1|
106|12|38|
106|13|23|
106|14|4|
106|15|38|
106|16|155|
106|17|92|
106|21|9|
106|22|8|
106|23|27|
106|25|20|
107|1|5|
107|3|92|
107|5|41|
107|6|3|
107|9|1|
107|10|1|
107|11|4|
107|12|41|
107|13|9|
107|14|1|
107|15|47|
107|16|115|
107|17|62|
107|21|5|
107|22|34|
107|23|34|
107|25|27|
108|3|22|
108|4|1|
108|5|12|
108|11|1|
108|12|10|
108|13|6|
108|15|18|
108|16|45|
108|17|25|
108|21|3|
108|22|9|
108|23|12|
108|25|16|
201|1|13|
201|3|606|
201|4|2|
201|5|352|
201|6|15|
201|7|39|
201|8|1|
201|9|110|
201|10|1|
201|11|1|
201|12|159|
201|13|103|
201|14|3|
201|15|76|
201|16|831|
201|17|315|
201|18|2748|
201|19|2|
201|21|21|
201|22|56|
201|23|43|
201|25|111|
202|1|5|
202|3|145|
202|4|1|
202|5|124|
202|6|15|
202|7|1|
202|8|1|
202|9|1|
202|10|1|
202|12|58|
202|13|37|
202|15|76|
202|16|365|
202|17|226|
202|18|88|
202|21|13|
202|22|39|
202|23|79|
202|25|64|
203|1|1|
203|2|1|
203|3|62|
203|5|30|
203|12|17|
203|13|19|
203|14|1|
203|15|35|
203|16|157|
203|17|90|
203|21|9|
203|22|5|
203|23|22|
203|24|1|
203|25|38|
204|1|1|
204|3|119|
204|4|1|
204|5|75|
204|6|9|
204|7|1|
204|8|1|
204|9|1|
204|10|1|
204|11|2|
204|12|62|
204|13|13|
204|15|48|
204|16|234|
204|17|142|
204|19|1|
204|21|18|
204|22|42|
204|23|48|
204|24|1|
204|25|47|
205|1|2|
205|3|64|
205|5|61|
205|6|3|
205|7|1|
205|10|2|
205|12|28|
205|13|21|
205|15|17|
205|16|90|
205|17|66|
205|19|1|
205|21|2|
205|22|23|
205|23|61|
205|24|1|
205|25|27|
206|1|3|
206|3|249|
206|4|4|
206|5|204|
206|6|3|
206|8|2|
206|12|70|
206|13|41|
206|14|1|
206|15|71|
206|16|243|
206|17|207|
206|19|1|
206|21|23|
206|22|54|
206|23|77|
206|25|71|
207|1|3|
207|3|84|
207|5|67|
207|6|2|
207|11|1|
207|12|30|
207|13|17|
207|14|1|
207|15|44|
207|16|133|
207|17|101|
207|21|7|
207|22|25|
207|23|35|
207|25|31|
301|1|6|
301|2|1|
301|3|388|
301|4|5|
301|5|177|
301|6|23|
301|7|3|
301|8|4|
301|10|3|
301|11|1|
301|12|124|
301|13|66|
301|14|1|
301|15|223|
301|16|1197|
301|17|626|
301|19|3|
301|20|1|
301|21|39|
301|22|64|
301|23|179|
301|24|2|
301|25|199|
302|1|12|
302|2|3|
302|3|171|
302|4|3|
302|5|63|
302|6|4|
302|7|1|
302|8|1|
302|9|1|
302|10|2|
302|11|2|
302|12|60|
302|13|30|
302|14|1|
302|15|132|
302|16|611|
302|17|276|
302|18|9|
302|21|11|
302|22|31|
302|23|72|
302|24|3|
302|25|71|
303|1|4|
303|2|1|
303|3|254|
303|4|1|
303|5|50|
303|6|10|
303|7|1|
303|8|3|
303|9|2|
303|11|1|
303|12|51|
303|13|35|
303|14|2|
303|15|65|
303|16|320|
303|17|233|
303|21|7|
303|22|17|
303|23|20|
303|24|3|
303|25|56|
304|1|8|
304|2|3|
304|3|685|
304|4|5|
304|5|291|
304|6|26|
304|7|3|
304|9|6|
304|10|6|
304|11|3|
304|12|284|
304|13|123|
304|14|2|
304|15|323|
304|16|1162|
304|17|760|
304|18|2|
304|21|60|
304|22|125|
304|23|227|
304|24|6|
304|25|283|
305|1|16|
305|2|4|
305|3|536|
305|4|5|
305|5|232|
305|6|17|
305|8|2|
305|9|3|
305|10|1|
305|12|193|
305|13|84|
305|14|7|
305|15|271|
305|16|1451|
305|17|649|
305|18|1|
305|19|3|
305|21|55|
305|22|112|
305|23|242|
305|24|2|
305|25|212|
306|1|11|
306|2|1|
306|3|390|
306|4|4|
306|5|118|
306|6|10|
306|9|2|
306|10|2|
306|11|4|
306|12|110|
306|13|61|
306|14|2|
306|15|309|
306|16|1105|
306|17|514|
306|18|3|
306|19|1|
306|21|30|
306|22|66|
306|23|184|
306|24|1|
306|25|206|
307|1|25|
307|3|1062|
307|4|5|
307|5|414|
307|6|38|
307|7|2|
307|8|10|
307|9|16|
307|10|2|
307|12|365|
307|13|149|
307|14|8|
307|15|479|
307|16|2092|
307|17|1109|
307|18|3|
307|19|8|
307|20|2|
307|21|79|
307|22|241|
307|23|233|
307|24|5|
307|25|475|
308|1|12|
308|3|445|
308|4|2|
308|5|176|
308|6|16|
308|9|4|
308|12|146|
308|13|78|
308|14|9|
308|15|258|
308|16|1161|
308|17|583|
308|19|3|
308|21|55|
308|22|63|
308|23|252|
308|24|3|
308|25|170|
309|1|12|
309|2|1|
309|3|569|
309|4|4|
309|5|246|
309|6|10|
309|8|2|
309|9|5|
309|10|3|
309|12|174|
309|13|85|
309|14|1|
309|15|196|
309|16|739|
309|17|595|
309|18|1|
309|19|2|
309|21|21|
309|22|106|
309|23|302|
309|24|3|
309|25|185|
401|1|7|
401|2|1|
401|3|163|
401|4|2|
401|5|115|
401|6|2|
401|7|13|
401|9|8|
401|10|2|
401|12|30|
401|13|22|
401|14|2|
401|15|37|
401|16|332|
401|17|178|
401|18|933|
401|19|1|
401|21|5|
401|22|16|
401|23|7|
401|24|1|
401|25|54|
402|1|37|
402|2|5|
402|3|1155|
402|4|5|
402|5|879|
402|6|39|
402|7|43|
402|8|5|
402|9|44|
402|10|2|
402|11|11|
402|12|366|
402|13|244|
402|14|11|
402|15|306|
402|16|2014|
402|17|1364|
402|18|1325|
402|19|13|
402|20|5|
402|21|135|
402|22|221|
402|23|295|
402|24|8|
402|25|408|
403|1|9|
403|2|1|
403|3|887|
403|4|2|
403|5|399|
403|6|15|
403|7|3|
403|8|2|
403|9|10|
403|10|1|
403|11|2|
403|12|355|
403|13|106|
403|14|7|
403|15|302|
403|16|1469|
403|17|908|
403|18|90|
403|19|7|
403|21|47|
403|22|144|
403|23|260|
403|24|2|
403|25|309|
404|1|7|
404|3|33|
404|4|2|
404|5|50|
404|6|1|
404|7|1|
404|9|5|
404|12|5|
404|13|3|
404|15|1|
404|16|81|
404|17|32|
404|18|425|
404|19|1|
404|21|2|
404|22|1|
404|25|16|
405|1|2|
405|3|7|
405|15|2|
405|16|13|
405|17|6|
405|23|1|
405|25|3|
406|1|12|
406|2|1|
406|3|345|
406|5|236|
406|6|3|
406|8|1|
406|9|3|
406|11|1|
406|12|140|
406|13|85|
406|14|2|
406|15|267|
406|16|1444|
406|17|600|
406|18|1|
406|19|1|
406|21|26|
406|22|88|
406|23|237|
406|24|6|
406|25|180|
407|1|4|
407|3|79|
407|5|32|
407|6|3|
407|9|1|
407|12|29|
407|13|14|
407|14|2|
407|15|84|
407|16|265|
407|17|172|
407|19|1|
407|20|1|
407|21|6|
407|22|3|
407|23|36|
407|24|1|
407|25|59|
501|1|5|
501|3|92|
501|5|43|
501|6|5|
501|9|2|
501|12|34|
501|13|25|
501|14|1|
501|15|87|
501|16|358|
501|17|202|
501|21|8|
501|22|18|
501|23|38|
501|24|2|
501|25|62|
502|2|1|
502|3|88|
502|4|2|
502|5|46|
502|6|1|
502|11|1|
502|12|37|
502|13|23|
502|15|76|
502|16|376|
502|17|237|
502|20|1|
502|21|7|
502|22|8|
502|23|62|
502|25|50|
503|1|4|
503|2|2|
503|3|212|
503|4|2|
503|5|123|
503|6|6|
503|8|1|
503|10|1|
503|11|1|
503|12|62|
503|13|29|
503|14|1|
503|15|78|
503|16|251|
503|17|239|
503|21|10|
503|22|53|
503|23|125|
503|24|2|
503|25|73|
504|3|69|
504|5|33|
504|6|3|
504|12|20|
504|13|1|
504|15|47|
504|16|136|
504|17|74|
504|21|3|
504|22|11|
504|23|21|
504|25|27|
505|1|7|
505|2|3|
505|3|305|
505|5|129|
505|6|11|
505|9|3|
505|11|4|
505|12|115|
505|13|67|
505|14|3|
505|15|176|
505|16|481|
505|17|428|
505|18|2|
505|19|1|
505|21|28|
505|22|69|
505|23|181|
505|24|2|
505|25|165|
506|1|10|
506|3|543|
506|4|3|
506|5|147|
506|6|9|
506|9|5|
506|10|1|
506|12|198|
506|13|69|
506|14|1|
506|15|246|
506|16|654|
506|17|460|
506|18|1|
506|19|4|
506|21|29|
506|22|68|
506|23|89|
506|24|3|
506|25|153|
507|1|1|
507|3|26|
507|5|8|
507|12|2|
507|13|16|
507|15|11|
507|16|19|
507|17|33|
507|21|11|
507|22|11|
507|23|55|
507|25|10|
508|1|12|
508|2|2|
508|3|447|
508|4|8|
508|5|240|
508|6|28|
508|7|1|
508|8|1|
508|10|4|
508|12|154|
508|13|89|
508|14|4|
508|15|309|
508|16|665|
508|17|558|
508|18|1|
508|19|1|
508|20|4|
508|21|40|
508|22|91|
508|23|284|
508|24|2|
508|25|313|
509|1|8|
509|2|4|
509|3|125|
509|5|50|
509|6|10|
509|7|1|
509|10|1|
509|12|32|
509|13|31|
509|15|73|
509|16|269|
509|17|221|
509|19|3|
509|21|10|
509|22|19|
509|23|36|
509|24|3|
509|25|68|
510|1|2|
510|3|123|
510|5|82|
510|6|2|
510|8|5|
510|9|1|
510|11|1|
510|12|46|
510|13|16|
510|15|109|
510|16|200|
510|17|123|
510|18|1|
510|19|1|
510|21|4|
510|22|29|
510|23|261|
510|25|49|
511|1|16|
511|2|2|
511|3|1006|
511|4|12|
511|5|318|
511|6|16|
511|8|6|
511|9|3|
511|10|2|
511|12|368|
511|13|90|
