PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2441|01.10.2023 05:40:00
1|2|1067|
1|3|925|
1|4|706|
1|5|652|
1|6|459|
1|7|469|
1|8|627|
1|9|443|
1|10|589|
1|11|342|
1|12|385|
1|13|379|
1|14|253|
1|15|357|
1|16|445|
1|17|343|
1|18|750|
1|19|218|
1|20|235|
1|21|296|
1|22|151|
1|23|168|
1|24|189|
1|25|111|
1|26|149|
1|27|292|
1|28|207|
1|29|134|
1|30|211|
1|31|143|
1|32|98|
1|33|87|
1|34|154|
1|35|98|
1|36|171|
1|37|218|
1|38|56|
1|39|73|
1|40|212|
1|41|138|
1|42|99|
1|43|61|
1|44|150|
1|45|53|
1|46|73|
1|47|100|
1|48|78|
1|49|68|
1|50|79|
1|51|127|
1|52|92|
1|53|110|
1|54|154|
1|55|92|
1|56|152|
1|57|99|
1|58|177|
1|59|98|
1|60|214|
2|1|211|
2|2|220|
2|3|517|
2|4|152|
2|5|116|
2|6|95|
2|7|82|
2|8|108|
2|9|77|
2|10|93|
2|11|44|
2|12|56|
2|13|38|
2|14|113|
2|15|47|
2|16|67|
2|17|69|
2|18|111|
2|19|56|
2|20|33|
2|21|70|
2|22|58|
2|23|31|
2|24|36|
2|25|24|
2|26|20|
2|27|20|
2|28|25|
2|29|23|
2|30|42|
2|31|19|
2|32|16|
2|33|16|
2|34|19|
2|35|38|
2|36|60|
2|37|25|
2|38|26|
2|39|53|
2|40|16|
2|41|12|
2|42|22|
2|43|15|
2|44|22|
2|45|25|
2|46|25|
2|47|22|
2|48|27|
2|49|25|
2|50|21|
2|51|21|
2|52|14|
2|53|25|
2|54|23|
2|55|26|
2|56|16|
2|57|14|
2|58|45|
2|59|10|
2|60|15|
2|61|25|
2|62|44|
2|63|20|
2|64|26|
2|65|13|
2|66|21|
2|67|18|
2|68|25|
2|69|19|
2|70|77|
3|1|288973|
3|2|99502|
3|3|116719|
3|4|58680|
3|5|62017|
3|6|27582|
3|7|14203|
3|8|18270|
3|9|26980|
3|10|33965|
3|11|19064|
3|12|19428|
3|13|26192|
3|14|9980|
3|15|63692|
3|16|5462|
3|17|34370|
3|18|9557|
3|19|13221|
3|20|7762|
3|21|5751|
3|22|4850|
3|23|2885|
3|24|16263|
3|25|11897|
3|26|2912|
3|27|2976|
3|28|5521|
3|29|1479|
3|30|4055|
3|31|8710|
3|32|2632|
3|33|1444|
3|34|1463|
3|35|6714|
3|36|5041|
3|37|4957|
3|38|2989|
3|39|3090|
3|40|4753|
3|41|2692|
3|42|4223|
3|43|1524|
3|44|2444|
3|45|1589|
3|46|2455|
3|47|2490|
3|48|837|
3|49|4055|
3|50|1013|
3|51|1655|
3|52|5177|
3|53|2626|
3|54|763|
3|55|1480|
3|56|1133|
3|57|846|
3|58|3895|
3|59|510|
3|60|2060|
3|61|1575|
3|62|1088|
3|63|1103|
3|64|1221|
3|65|1040|
3|66|1202|
3|67|996|
3|68|1339|
3|69|1965|
3|70|919|
3|71|535|
3|72|300|
3|73|509|
3|74|499|
3|75|954|
3|76|997|
3|77|2007|
3|78|1005|
3|79|1225|
3|80|1052|
3|81|1099|
3|82|594|
3|83|617|
3|84|598|
3|85|385|
3|86|228|
3|87|783|
3|88|746|
3|89|891|
3|90|465|
3|91|1031|
3|92|708|
3|93|852|
3|94|392|
3|95|502|
3|96|189|
3|97|806|
3|98|619|
3|99|237|
3|100|1205|
3|101|790|
3|102|877|
3|103|473|
3|104|1446|
3|105|554|
3|106|274|
3|107|289|
3|108|269|
3|109|1231|
3|110|236|
3|111|217|
3|112|284|
3|113|554|
3|114|175|
3|115|590|
3|116|435|
3|117|187|
3|118|788|
3|119|659|
3|120|295|
3|121|384|
3|122|248|
3|123|269|
3|124|576|
3|125|142|
3|126|1084|
3|127|899|
3|128|646|
3|129|777|
3|130|208|
3|131|508|
3|132|532|
3|133|533|
3|134|412|
3|135|284|
3|136|279|
3|137|398|
3|138|4555|
3|139|438|
3|140|1533|
3|141|808|
3|142|148|
3|143|308|
3|144|512|
3|145|477|
3|146|341|
3|147|928|
3|148|865|
3|149|1214|
3|150|3723|
4|1|545|
4|2|262|
4|3|259|
4|4|197|
4|5|70|
4|6|133|
4|7|73|
4|8|66|
4|9|93|
4|10|50|
4|11|34|
4|12|29|
4|13|51|
4|14|56|
4|15|27|
4|16|68|
4|17|52|
4|18|65|
4|19|54|
4|20|43|
4|21|40|
4|22|29|
4|23|29|
4|24|111|
4|25|36|
4|26|32|
4|27|38|
4|28|38|
4|29|51|
4|30|54|
4|31|17|
4|32|22|
4|33|31|
4|34|32|
4|35|21|
4|36|24|
4|37|15|
4|38|18|
4|39|20|
4|40|15|
4|41|31|
4|42|22|
4|43|20|
4|44|37|
4|45|11|
4|46|14|
4|47|21|
4|48|81|
4|49|16|
4|50|28|
4|51|23|
4|52|22|
4|53|23|
4|54|39|
4|55|24|
4|56|15|
4|57|31|
4|58|22|
4|59|19|
4|60|38|
4|61|21|
4|62|17|
4|63|16|
4|64|20|
4|65|19|
4|66|17|
4|67|34|
4|68|46|
4|69|19|
4|70|19|
4|71|12|
4|72|9|
4|73|18|
4|74|30|
4|75|9|
4|76|12|
4|77|23|
4|78|18|
4|79|16|
4|80|17|
4|81|8|
4|82|14|
4|83|8|
4|84|11|
4|85|13|
4|86|15|
4|87|5|
4|88|7|
4|89|6|
4|90|7|
4|91|10|
4|92|31|
4|93|18|
4|94|12|
4|95|14|
4|96|17|
4|97|8|
4|98|8|
4|99|2|
4|100|0|
4|101|1|
4|102|2|
4|103|4|
4|104|0|
4|105|4|
4|106|5|
4|107|3|
4|108|1|
4|109|1|
4|110|5|
4|111|6|
4|112|2|
4|113|0|
4|114|3|
4|115|5|
4|116|2|
4|117|2|
4|118|3|
4|119|0|
4|120|3|
4|121|1|
4|122|2|
4|123|9|
4|124|1|
4|125|3|
4|126|2|
4|127|2|
4|128|7|
4|129|4|
4|130|4|
4|131|5|
4|132|0|
4|133|4|
4|134|2|
4|135|2|
4|136|4|
4|137|3|
4|138|5|
4|139|2|
4|140|2|
4|141|2|
4|142|2|
4|143|8|
4|144|12|
4|145|3|
4|146|5|
4|147|8|
4|148|15|
5|1|69188|
5|2|7607|
5|3|4673|
5|4|4588|
5|5|15782|
5|6|3235|
5|7|7282|
5|8|2699|
5|9|26379|
5|10|21059|
5|11|30937|
5|12|2878|
5|13|9955|
5|14|3046|
5|15|7567|
5|16|7336|
5|17|1893|
5|18|52752|
5|19|2259|
5|20|1385|
5|21|875|
5|22|2000|
5|23|10705|
5|24|3899|
5|25|4736|
5|26|919|
5|27|1217|
5|28|1251|
5|29|1574|
5|30|4167|
5|31|1205|
5|32|1309|
5|33|1567|
5|34|1169|
5|35|1079|
5|36|2403|
5|37|2507|
5|38|1129|
5|39|1616|
5|40|788|
5|41|1404|
5|42|1021|
5|43|1125|
5|44|731|
5|45|1009|
5|46|880|
5|47|1299|
5|48|1285|
5|49|856|
5|50|1347|
5|51|2379|
5|52|1006|
5|53|1339|
5|54|20563|
5|55|447|
5|56|671|
5|57|1553|
5|58|21718|
5|59|2184|
5|60|1036|
5|61|573|
5|62|899|
5|63|490|
5|64|351|
5|65|450|
5|66|1090|
5|67|518|
5|68|550|
5|69|1431|
5|70|948|
5|71|1097|
5|72|931|
5|73|735|
5|74|733|
5|75|273|
5|76|373|
5|77|324|
5|78|340|
5|79|311|
5|80|406|
5|81|531|
5|82|619|
5|83|391|
5|84|274|
5|85|419|
5|86|574|
5|87|835|
5|88|423|
5|89|478|
5|90|565|
5|91|615|
5|92|177|
5|93|330|
5|94|458|
5|95|425|
5|96|335|
5|97|552|
5|98|404|
5|99|1167|
5|100|478|
5|101|311|
5|102|497|
5|103|532|
