OKRES|PS|P_HL_PS|DAT_AKT
101|2|1|01.10.2023 02:00:02
101|3|300|
101|5|23|
101|9|8|
101|12|140|
101|13|9|
101|15|16|
101|16|138|
101|17|80|
101|18|3|
101|21|3|
101|22|39|
101|23|50|
101|24|1|
101|25|13|
102|1|26|
102|3|2887|
102|4|3|
102|5|484|
102|6|7|
102|7|11|
102|8|1|
102|9|39|
102|10|6|
102|11|1|
102|12|1202|
102|13|126|
102|14|5|
102|15|327|
102|16|1423|
102|17|796|
102|18|59|
102|19|12|
102|20|2|
102|21|28|
102|22|334|
102|23|431|
102|24|6|
102|25|212|
103|1|12|
103|2|3|
103|3|1659|
103|4|2|
103|5|279|
103|6|11|
103|7|3|
103|8|1|
103|9|11|
103|10|1|
103|11|3|
103|12|726|
103|13|65|
103|14|1|
103|15|229|
103|16|984|
103|17|525|
103|18|17|
103|19|3|
103|20|2|
103|21|32|
103|22|245|
103|23|218|
103|24|2|
103|25|149|
104|1|14|
104|3|1477|
104|4|3|
104|5|225|
104|6|2|
104|7|3|
104|8|1|
104|9|10|
104|10|2|
104|12|578|
104|13|76|
104|14|6|
104|15|224|
104|16|841|
104|17|466|
104|18|14|
104|19|2|
104|20|2|
104|21|33|
104|22|221|
104|23|255|
104|24|4|
104|25|157|
105|1|19|
105|3|1451|
105|4|2|
105|5|366|
105|6|10|
105|7|5|
105|8|1|
105|9|11|
105|10|3|
105|11|4|
105|12|622|
105|13|103|
105|14|1|
105|15|245|
105|16|1029|
105|17|527|
105|18|22|
105|19|1|
105|20|1|
105|21|29|
105|22|256|
105|23|215|
105|24|6|
105|25|172|
106|1|34|
106|2|3|
106|3|1896|
106|4|16|
106|5|898|
106|6|42|
106|7|7|
106|8|5|
106|9|11|
106|10|6|
106|11|5|
106|12|767|
106|13|323|
106|14|16|
106|15|547|
106|16|2761|
106|17|1680|
106|18|7|
106|19|11|
106|20|2|
106|21|102|
106|22|329|
106|23|449|
106|24|8|
106|25|618|
107|1|22|
107|3|891|
107|4|9|
107|5|329|
107|6|23|
107|7|2|
107|9|9|
107|10|5|
107|11|5|
107|12|318|
107|13|94|
107|14|8|
107|15|264|
107|16|1039|
107|17|603|
107|18|2|
107|19|2|
107|20|2|
107|21|33|
107|22|181|
107|23|300|
107|24|3|
107|25|222|
108|1|13|
108|2|1|
108|3|584|
108|4|2|
108|5|254|
108|6|7|
108|7|9|
108|9|9|
108|11|4|
108|12|217|
108|13|91|
108|14|2|
108|15|131|
108|16|608|
108|17|323|
108|18|313|
108|21|13|
108|22|146|
108|23|224|
108|25|129|
201|1|64|
201|2|1|
201|3|1869|
201|4|8|
201|5|1182|
201|6|29|
201|7|160|
201|8|10|
201|9|350|
201|10|5|
201|11|1|
201|12|410|
201|13|246|
201|14|10|
201|15|201|
201|16|2310|
201|17|986|
201|18|10293|
201|19|5|
201|20|6|
201|21|49|
201|22|138|
