OKRES|PS|P_HL_PS|DAT_AKT
201|1|5|30.09.2023 23:30:00
201|3|113|
201|4|1|
201|5|55|
201|6|2|
201|7|5|
201|9|16|
201|12|27|
201|13|14|
201|15|7|
201|16|123|
201|17|36|
201|18|507|
201|19|2|
201|21|3|
201|22|8|
201|23|10|
201|25|14|
202|3|4|
202|5|8|
202|12|2|
202|13|1|
202|16|17|
202|17|9|
202|18|1|
202|22|1|
202|23|2|
202|25|6|
203|2|1|
203|3|6|
203|5|1|
203|13|2|
203|15|2|
203|16|36|
203|17|15|
203|21|4|
203|22|1|
203|25|4|
206|3|18|
206|4|2|
206|5|38|
206|6|1|
206|12|5|
206|13|7|
206|15|5|
206|16|33|
206|17|29|
206|19|1|
206|22|10|
206|23|14|
206|25|10|
301|3|37|
301|4|1|
301|5|30|
301|6|8|
301|8|2|
301|12|17|
301|13|11|
301|15|26|
301|16|182|
301|17|101|
301|20|1|
301|21|8|
301|22|10|
301|23|24|
301|25|40|
302|1|1|
302|2|1|
302|3|19|
302|5|5|
302|11|1|
302|12|9|
302|13|2|
302|15|20|
302|16|62|
302|17|24|
302|22|5|
302|23|5|
302|25|5|
303|3|19|
303|5|5|
303|8|2|
303|12|6|
303|14|1|
303|15|8|
303|16|39|
303|17|34|
303|22|1|
303|23|1|
303|24|2|
303|25|7|
304|1|2|
304|2|1|
304|3|70|
304|5|32|
304|6|2|
304|10|1|
304|11|1|
304|12|28|
304|13|12|
304|15|35|
304|16|161|
304|17|121|
304|18|1|
304|21|4|
304|22|14|
304|23|31|
304|25|43|
305|1|1|
305|3|4|
305|5|5|
305|12|4|
305|13|1|
305|15|7|
305|16|32|
305|17|15|
305|23|2|
305|25|5|
306|1|3|
306|3|59|
306|4|2|
306|5|34|
306|12|23|
306|13|11|
306|15|71|
306|16|194|
306|17|89|
306|21|5|
306|22|3|
306|23|24|
306|25|36|
307|3|54|
307|5|24|
307|8|1|
307|12|17|
307|13|8|
307|15|22|
307|16|91|
307|17|36|
307|19|2|
307|21|8|
307|22|19|
307|23|13|
307|25|19|
308|3|7|
308|5|2|
308|12|1|
308|14|3|
308|15|9|
308|16|44|
308|17|14|
308|21|3|
308|22|1|
308|23|1|
308|25|5|
309|1|8|
309|2|1|
309|3|227|
309|4|2|
309|5|112|
309|6|3|
309|9|4|
309|10|1|
309|12|71|
309|13|37|
309|14|1|
309|15|66|
309|16|255|
309|17|226|
309|18|1|
309|19|1|
309|21|8|
309|22|38|
309|23|131|
309|24|1|
309|25|79|
401|1|1|
401|3|20|
401|5|20|
401|7|2|
401|12|4|
401|13|6|
401|14|1|
401|15|13|
401|16|68|
401|17|49|
401|18|44|
401|19|1|
401|22|3|
401|25|10|
402|1|7|
402|3|132|
402|4|3|
402|5|118|
402|6|2|
402|7|4|
402|9|8|
402|12|32|
402|13|25|
402|14|2|
402|15|32|
402|16|234|
402|17|177|
402|18|400|
402|19|3|
402|21|10|
402|22|22|
402|23|23|
402|25|55|
403|1|1|
403|3|30|
403|5|16|
403|9|1|
403|12|1|
403|13|5|
403|15|30|
403|16|95|
403|17|52|
403|21|1|
403|22|10|
403|23|6|
403|25|17|
404|1|2|
404|3|7|
404|5|22|
404|12|1|
404|13|2|
404|16|16|
404|17|10|
404|18|8|
404|21|1|
404|25|6|
405|1|2|
405|3|7|
405|15|2|
405|16|13|
405|17|6|
405|23|1|
405|25|3|
406|1|2|
406|3|44|
406|5|19|
406|6|1|
406|8|1|
406|12|19|
406|13|11|
406|15|39|
406|16|205|
406|17|81|
406|21|4|
406|22|18|
406|23|47|
406|25|17|
505|1|2|
505|2|1|
505|3|122|
505|5|69|
505|6|6|
505|11|2|
505|12|29|
505|13|22|
505|14|2|
505|15|83|
505|16|207|
505|17|191|
505|18|2|
505|19|1|
505|21|8|
505|22|31|
505|23|41|
505|25|61|
506|1|5|
506|3|161|
506|4|2|
506|5|38|
506|6|1|
506|9|1|
506|12|50|
506|13|26|
506|14|1|
506|15|83|
506|16|201|
506|17|119|
506|21|7|
506|22|20|
506|23|29|
506|24|1|
506|25|34|
508|1|2|
508|3|30|
508|5|16|
508|6|3|
508|10|1|
508|12|11|
508|13|8|
508|15|24|
508|16|54|
508|17|48|
508|18|1|
508|20|1|
