PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2310|01.10.2023 04:10:00
1|2|1016|
1|3|884|
1|4|682|
1|5|637|
1|6|429|
1|7|458|
1|8|595|
1|9|431|
1|10|578|
1|11|325|
1|12|366|
1|13|365|
1|14|236|
1|15|348|
1|16|434|
1|17|333|
1|18|733|
1|19|205|
1|20|220|
1|21|278|
1|22|144|
1|23|160|
1|24|187|
1|25|105|
1|26|144|
1|27|280|
1|28|200|
1|29|123|
1|30|196|
1|31|139|
1|32|97|
1|33|83|
1|34|146|
1|35|94|
1|36|165|
1|37|210|
1|38|48|
1|39|71|
1|40|206|
1|41|136|
1|42|92|
1|43|58|
1|44|148|
1|45|52|
1|46|66|
1|47|95|
1|48|74|
1|49|64|
1|50|76|
1|51|126|
1|52|88|
1|53|105|
1|54|148|
1|55|91|
1|56|143|
1|57|93|
1|58|172|
1|59|90|
1|60|202|
2|1|205|
2|2|213|
2|3|499|
2|4|147|
2|5|113|
2|6|94|
2|7|82|
2|8|106|
2|9|75|
2|10|91|
2|11|43|
2|12|54|
2|13|38|
2|14|110|
2|15|45|
2|16|67|
2|17|67|
2|18|109|
2|19|55|
2|20|32|
2|21|67|
2|22|58|
2|23|30|
2|24|35|
2|25|23|
2|26|20|
2|27|18|
2|28|24|
2|29|22|
2|30|41|
2|31|19|
2|32|16|
2|33|15|
2|34|18|
2|35|36|
2|36|60|
2|37|24|
2|38|23|
2|39|52|
2|40|16|
2|41|11|
2|42|21|
2|43|14|
2|44|21|
2|45|25|
2|46|25|
2|47|21|
2|48|27|
2|49|24|
2|50|19|
2|51|21|
2|52|14|
2|53|24|
2|54|22|
2|55|25|
2|56|14|
2|57|14|
2|58|45|
2|59|10|
2|60|15|
2|61|24|
2|62|42|
2|63|19|
2|64|26|
2|65|12|
2|66|20|
2|67|16|
2|68|24|
2|69|18|
2|70|75|
3|1|262977|
3|2|89944|
3|3|106472|
3|4|53065|
3|5|55457|
3|6|24460|
3|7|12657|
3|8|15991|
3|9|24545|
3|10|30039|
3|11|16813|
3|12|17582|
3|13|23490|
3|14|9098|
3|15|56292|
3|16|5018|
3|17|30841|
3|18|9180|
3|19|11429|
3|20|6843|
3|21|5412|
3|22|4428|
3|23|2503|
3|24|14043|
3|25|10701|
3|26|2479|
3|27|2689|
3|28|4634|
3|29|1309|
3|30|3586|
3|31|7622|
3|32|2466|
3|33|1286|
3|34|1263|
3|35|6399|
3|36|4578|
3|37|4720|
3|38|2791|
3|39|2697|
3|40|4169|
3|41|2530|
3|42|3802|
3|43|1373|
3|44|2274|
3|45|1497|
3|46|2259|
3|47|2304|
