OKRES|PS|P_HL_PS|DAT_AKT
508|5|16|
508|6|3|
508|10|1|
508|12|11|
508|13|8|
508|15|24|
508|16|54|
508|17|48|
508|18|1|
508|20|1|
508|22|7|
508|23|16|
508|25|23|
509|2|1|
509|3|45|
509|5|13|
509|6|2|
509|7|1|
509|12|13|
509|13|7|
509|15|32|
509|16|101|
509|17|73|
509|19|1|
509|21|2|
509|22|10|
509|23|15|
509|24|2|
509|25|28|
511|1|3|
511|3|316|
511|4|5|
511|5|103|
511|6|6|
511|8|5|
511|12|99|
511|13|35|
511|15|127|
511|16|521|
511|17|313|
511|19|1|
511|21|13|
511|22|37|
511|23|73|
511|24|1|
511|25|131|
601|1|6|
601|2|1|
601|3|169|
601|4|2|
601|5|36|
601|6|3|
601|7|2|
601|8|1|
601|12|59|
601|13|18|
601|15|74|
601|16|243|
601|17|301|
601|20|1|
601|21|13|
601|22|25|
601|23|57|
601|25|46|
602|2|1|
602|3|12|
602|5|15|
602|7|1|
602|12|6|
602|13|11|
602|15|15|
602|16|70|
602|17|41|
602|18|1|
602|21|4|
602|22|1|
602|23|6|
602|25|9|
603|1|3|
603|2|2|
603|3|97|
603|4|1|
603|5|38|
603|6|10|
603|10|1|
603|11|1|
603|12|41|
603|13|44|
603|15|88|
603|16|230|
603|17|235|
603|19|8|
603|21|4|
603|22|20|
603|23|51|
603|25|54|
604|1|1|
604|2|1|
604|3|48|
604|4|1|
604|5|17|
604|6|1|
604|9|1|
604|12|21|
604|13|14|
604|14|2|
604|15|72|
604|16|133|
604|17|86|
604|19|1|
604|21|4|
604|22|11|
604|23|28|
604|24|1|
604|25|45|
605|1|15|
605|2|1|
605|3|109|
605|4|1|
605|5|53|
605|6|4|
605|8|1|
605|9|4|
605|10|2|
605|12|35|
605|13|34|
605|14|1|
605|15|97|
605|16|269|
605|17|224|
605|19|6|
605|21|20|
605|22|33|
605|23|87|
605|25|95|
606|1|15|
606|2|6|
606|3|321|
606|4|1|
606|5|287|
606|6|8|
606|7|17|
606|8|2|
606|9|26|
606|11|3|
606|12|118|
606|13|83|
606|14|2|
606|15|116|
606|16|693|
606|17|476|
606|18|235|
606|20|2|
606|21|26|
606|22|49|
606|23|64|
606|24|3|
606|25|172|
607|1|3|
607|3|54|
607|5|30|
607|6|7|
607|8|1|
607|12|18|
607|13|19|
607|14|1|
607|15|59|
607|16|254|
607|17|181|
607|18|1|
607|19|4|
607|21|26|
607|22|10|
607|23|23|
607|25|42|
608|1|15|
608|3|95|
608|5|98|
608|6|7|
608|7|10|
608|9|2|
608|12|28|
608|13|58|
608|15|34|
608|16|235|
608|17|182|
608|18|214|
608|20|1|
608|21|38|
608|22|7|
608|23|32|
608|25|55|
609|1|56|
609|2|13|
609|3|249|
609|4|9|
609|5|348|
609|6|9|
609|7|38|
609|8|4|
609|9|18|
609|10|3|
609|11|5|
609|12|114|
609|13|208|
609|14|4|
609|15|137|
609|16|732|
609|17|654|
609|18|893|
609|19|4|
609|20|1|
609|21|64|
609|22|49|
609|23|41|
609|24|3|
609|25|210|
610|1|2|
610|2|2|
610|3|84|
610|4|3|
610|5|63|
610|6|3|
610|8|1|
610|9|1|
610|10|1|
610|12|32|
610|13|27|
610|15|55|
610|16|213|
610|17|210|
610|18|6|
610|19|17|
610|21|17|
610|22|13|
610|23|19|
610|25|47|
611|3|17|
611|5|7|
611|6|2|
611|12|10|
611|13|7|
611|14|1|
611|15|29|
611|16|65|
611|17|50|
611|21|2|
611|22|7|
611|23|5|
611|25|22|
612|1|2|
612|3|77|
612|5|32|
612|6|3|
612|8|2|
612|12|18|
612|13|10|
612|14|6|
612|15|35|
612|16|188|
612|17|123|
612|21|14|
612|22|14|
612|23|27|
612|25|50|
613|3|18|
613|5|14|
613|6|1|
613|12|2|
613|13|3|
613|15|26|
613|16|43|
613|17|51|
613|22|1|
613|23|8|
613|25|8|
701|1|14|
701|2|7|
701|3|218|
701|5|383|
701|6|10|
701|7|8|
701|8|1|
701|9|6|
701|11|1|
701|12|86|
701|13|79|
701|14|2|
701|15|159|
701|16|791|
701|17|653|
701|18|2|
701|19|2|
701|20|1|
701|21|20|
701|22|72|
701|23|435|
701|24|1|
701|25|144|
702|1|10|
702|2|3|
702|3|250|
702|4|3|
702|5|211|
702|6|9|
702|7|2|
702|8|1|
702|9|4|
702|10|3|
702|11|5|
702|12|128|
702|13|92|
702|14|6|
702|15|235|
702|16|1139|
702|17|710|
702|18|1|
702|19|5|
702|20|5|
702|21|24|
702|22|93|
702|23|516|
702|24|6|
702|25|189|
703|1|1|
703|3|138|
703|5|118|
703|6|3|
703|7|2|
703|9|1|
703|11|2|
703|12|52|
703|13|30|
703|15|110|
703|16|229|
703|17|149|
703|21|4|
703|22|41|
703|23|316|
703|24|2|
703|25|89|
704|1|2|
704|3|42|
704|5|20|
704|6|1|
704|12|22|
704|13|19|
704|14|1|
704|15|35|
704|16|135|
704|17|80|
704|21|7|
704|22|17|
704|23|182|
704|25|49|
705|1|5|
705|2|8|
705|3|88|
705|4|2|
705|5|107|
705|6|4|
705|7|1|
705|8|3|
705|9|3|
705|11|1|
705|12|36|
705|13|39|
705|14|2|
705|15|95|
705|16|365|
705|17|287|
705|18|1|
705|19|2|
705|21|12|
705|22|26|
705|23|59|
705|24|1|
705|25|49|
707|1|1|
707|3|186|
707|4|2|
707|5|235|
707|6|5|
707|7|1|
707|8|2|
707|9|7|
707|11|1|
707|12|76|
707|13|66|
707|15|92|
707|16|388|
707|17|419|
707|20|1|
707|21|17|
707|22|41|
707|23|368|
707|24|1|
707|25|90|
708|1|3|
708|2|1|
708|3|88|
708|4|1|
708|5|66|
708|6|7|
708|8|1|
708|10|1|
708|12|44|
708|13|25|
708|14|1|
708|15|94|
708|16|248|
708|17|278|
708|18|1|
708|19|1|
708|21|3|
708|22|22|
708|23|231|
708|24|1|
708|25|61|
709|1|2|
709|2|3|
709|3|51|
709|5|33|
709|6|9|
709|7|6|
709|8|1|
709|9|5|
709|10|1|
709|12|27|
709|13|19|
709|14|1|
709|15|84|
709|16|408|
709|17|225|
709|21|9|
709|22|14|
709|23|69|
709|25|44|
710|1|3|
710|3|98|
710|5|90|
710|6|4|
710|7|3|
710|10|1|
710|11|2|
710|12|47|
710|13|33|
710|14|2|
710|15|109|
710|16|423|
710|17|229|
710|21|8|
710|22|19|
710|23|216|
710|25|94|
711|1|1|
711|2|2|
711|3|44|
711|4|4|
711|5|64|
711|6|5|
711|7|3|
711|9|1|
711|12|15|
711|13|17|
711|14|2|
711|15|51|
711|16|195|
711|17|153|
711|18|2|
711|20|1|
711|21|10|
711|22|7|
711|23|82|
711|25|36|
712|1|5|
712|2|6|
712|3|95|
712|4|2|
712|5|126|
712|6|12|
712|10|2|
712|11|3|
712|12|49|
712|13|46|
712|14|2|
712|15|103|
712|16|470|
712|17|318|
712|19|3|
712|20|1|
712|21|15|
712|22|26|
712|23|86|
712|25|75|
713|1|6|
713|2|4|
713|3|147|
713|5|115|
713|6|12|
713|8|1|
713|9|10|
713|12|55|
713|13|52|
713|14|2|
713|15|192|
713|16|663|
713|17|461|
713|19|1|
713|20|1|
713|21|6|
713|22|58|
713|23|245|
713|25|158|
801|1|1|
801|3|15|
801|5|9|
801|7|1|
801|11|1|
801|12|7|
801|13|5|
801|15|7|
801|16|18|
801|17|18|
801|22|4|
801|23|11|
801|25|5|
806|1|10|
806|2|2|
806|3|451|
806|4|4|
806|5|419|
806|6|18|
806|7|12|
806|9|6|
806|10|2|
806|11|3|
806|12|156|
806|13|88|
806|14|5|
806|15|139|
806|16|590|
806|17|519|
806|18|287|
806|19|1|
806|20|1|
806|21|26|
806|22|106|
806|23|215|
806|24|4|
806|25|170|
807|1|11|
807|2|5|
807|3|98|
807|4|2|
807|5|234|
807|6|12|
807|7|11|
807|8|3|
807|9|8|
807|10|1|
807|11|2|
807|12|55|
807|13|66|
807|14|2|
807|15|86|
807|16|581|
807|17|379|
807|18|118|
807|19|2|
807|20|1|
807|21|29|
807|22|38|
807|23|147|
807|24|1|
807|25|112|
808|1|19|
808|2|7|
808|3|43|
808|4|2|
808|5|85|
808|6|3|
808|7|3|
808|9|3|
808|12|9|
808|13|11|
808|15|25|
808|16|112|
808|17|117|
808|18|202|
808|21|13|
808|22|7|
808|23|6|
808|24|3|
808|25|32|
809|1|2|
809|2|1|
809|3|107|
809|4|2|
809|5|131|
809|6|2|
809|8|1|
809|9|2|
809|10|3|
809|12|32|
809|13|72|
809|14|3|
809|15|110|
809|16|617|
809|17|432|
809|18|3|
809|19|1|
809|21|16|
809|22|29|
809|23|111|
809|24|3|
809|25|92|
810|3|6|
810|5|16|
810|12|7|
810|13|5|
810|15|5|
810|16|82|
810|17|34|
810|21|5|
810|22|1|
810|23|5|
810|25|30|
811|1|8|
811|2|22|
811|3|131|
811|4|2|
811|5|203|
811|6|24|
811|7|5|
811|8|1|
811|9|5|
811|10|2|
811|12|38|
811|13|53|
811|14|1|
811|15|58|
811|16|423|
811|17|349|
811|18|444|
811|19|1|
811|21|15|
811|22|51|
811|23|100|
811|25|85|
