OKRES|PS|P_HL_PS|DAT_AKT
101|2|1|01.10.2023 01:50:00
101|3|300|
101|5|23|
101|9|8|
101|12|140|
101|13|9|
101|15|16|
101|16|138|
101|17|80|
101|18|3|
101|21|3|
101|22|39|
101|23|50|
101|24|1|
101|25|13|
102|1|21|
102|3|1988|
102|4|3|
102|5|397|
102|6|5|
102|7|10|
102|8|1|
102|9|32|
102|10|5|
102|11|1|
102|12|854|
102|13|108|
102|14|4|
102|15|249|
102|16|1050|
102|17|608|
102|18|53|
102|19|10|
102|20|2|
102|21|18|
102|22|221|
102|23|304|
102|24|5|
102|25|150|
103|1|9|
103|2|1|
103|3|1148|
103|4|2|
103|5|172|
103|6|5|
103|7|1|
103|8|1|
103|9|7|
103|10|1|
103|11|2|
103|12|500|
103|13|33|
103|15|143|
103|16|603|
103|17|353|
103|18|9|
103|19|2|
103|20|2|
103|21|18|
103|22|181|
103|23|154|
103|24|1|
103|25|97|
104|1|10|
104|3|867|
104|4|1|
104|5|129|
104|6|1|
104|7|3|
104|8|1|
104|9|6|
104|10|2|
104|12|340|
104|13|50|
104|14|5|
104|15|147|
104|16|455|
104|17|262|
104|18|6|
104|19|1|
104|20|1|
104|21|14|
104|22|122|
104|23|154|
104|24|4|
104|25|100|
105|1|6|
105|3|560|
105|5|104|
105|6|4|
105|7|1|
105|9|4|
105|11|1|
105|12|239|
105|13|34|
105|15|80|
105|16|379|
105|17|196|
105|18|8|
105|21|11|
105|22|107|
105|23|80|
105|24|4|
105|25|74|
106|1|30|
106|2|3|
106|3|1502|
106|4|12|
106|5|694|
106|6|31|
106|7|7|
106|8|5|
106|9|9|
106|10|4|
106|11|3|
106|12|587|
106|13|253|
106|14|13|
106|15|436|
106|16|2327|
106|17|1368|
106|18|5|
106|19|10|
106|20|1|
106|21|91|
106|22|256|
106|23|381|
106|24|2|
106|25|524|
107|1|10|
107|3|419|
107|5|103|
107|6|6|
107|7|1|
107|9|5|
107|10|1|
107|11|4|
107|12|177|
107|13|45|
107|14|6|
107|15|159|
107|16|493|
107|17|218|
107|18|1|
107|21|13|
107|22|78|
107|23|129|
107|24|2|
107|25|99|
108|1|13|
108|2|1|
108|3|584|
108|4|2|
108|5|254|
108|6|7|
108|7|9|
108|9|9|
108|11|4|
108|12|217|
108|13|91|
108|14|2|
108|15|131|
108|16|608|
108|17|323|
108|18|313|
108|21|13|
108|22|146|
108|23|224|
108|25|129|
201|1|44|
201|3|1475|
201|4|6|
201|5|926|
201|6|24|
201|7|128|
201|8|10|
201|9|306|
201|10|4|
201|11|1|
201|12|337|
201|13|205|
201|14|5|
201|15|166|
201|16|1966|
201|17|776|
201|18|8394|
201|19|5|
201|20|2|
201|21|41|
201|22|106|
201|23|95|
201|24|1|
201|25|235|
202|1|13|
202|2|2|
202|3|844|
202|4|3|
202|5|607|
202|6|28|
202|7|7|
202|8|2|
202|9|20|
202|10|2|
202|11|3|
202|12|284|
202|13|153|
202|14|4|
202|15|253|
202|16|1357|
202|17|741|
202|18|549|
202|19|5|
202|20|4|
202|21|41|
202|22|172|
202|23|227|
202|24|7|
202|25|277|
203|1|20|
203|2|2|
203|3|762|
203|4|6|
203|5|328|
203|6|29|
203|7|4|
203|8|1|
203|9|8|
203|10|3|
203|11|3|
203|12|232|
203|13|103|
203|14|7|
203|15|315|
203|16|1566|
203|17|786|
203|18|4|
203|19|1|
203|20|1|
203|21|52|
203|22|132|
203|23|221|
203|24|3|
203|25|280|
204|1|18|
204|3|651|
204|4|2|
204|5|251|
204|6|12|
204|7|3|
204|8|1|
204|9|6|
204|10|1|
204|11|2|
204|12|211|
204|13|64|
204|14|14|
204|15|198|
204|16|907|
204|17|580|
204|18|2|
204|19|2|
204|20|3|
204|21|42|
204|22|132|
204|23|194|
204|24|6|
204|25|217|
205|1|16|
205|3|795|
205|4|4|
205|5|336|
