PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|2275|01.10.2023 04:00:00
1|2|997|
1|3|873|
1|4|670|
1|5|625|
1|6|422|
1|7|453|
1|8|585|
1|9|423|
1|10|572|
1|11|321|
1|12|362|
1|13|358|
1|14|234|
1|15|343|
1|16|427|
1|17|325|
1|18|729|
1|19|204|
1|20|216|
1|21|275|
1|22|142|
1|23|156|
1|24|184|
1|25|103|
1|26|141|
1|27|278|
1|28|197|
1|29|120|
1|30|194|
1|31|137|
1|32|95|
1|33|83|
1|34|146|
1|35|94|
1|36|162|
1|37|209|
1|38|48|
1|39|70|
1|40|202|
1|41|132|
1|42|89|
1|43|58|
1|44|147|
1|45|52|
1|46|66|
1|47|92|
1|48|72|
1|49|64|
1|50|75|
1|51|126|
1|52|87|
1|53|102|
1|54|147|
1|55|91|
1|56|141|
1|57|89|
1|58|172|
1|59|88|
1|60|201|
2|1|204|
2|2|213|
2|3|496|
2|4|145|
2|5|111|
2|6|92|
2|7|81|
2|8|105|
2|9|74|
2|10|91|
2|11|42|
2|12|54|
2|13|38|
2|14|110|
2|15|45|
2|16|66|
2|17|66|
2|18|109|
2|19|55|
2|20|32|
2|21|67|
2|22|56|
2|23|29|
2|24|35|
2|25|23|
2|26|20|
2|27|18|
2|28|24|
2|29|22|
2|30|41|
2|31|19|
2|32|16|
2|33|15|
2|34|18|
2|35|35|
2|36|60|
2|37|24|
2|38|23|
2|39|51|
2|40|16|
2|41|10|
2|42|21|
2|43|13|
2|44|21|
2|45|25|
2|46|25|
2|47|21|
2|48|26|
2|49|24|
2|50|19|
2|51|21|
2|52|14|
2|53|23|
2|54|22|
2|55|25|
2|56|14|
2|57|14|
2|58|44|
2|59|10|
2|60|15|
2|61|24|
2|62|42|
2|63|19|
2|64|25|
2|65|12|
2|66|20|
2|67|16|
2|68|24|
2|69|18|
2|70|75|
3|1|257184|
3|2|87786|
3|3|104184|
3|4|51804|
3|5|54062|
3|6|23765|
3|7|12300|
3|8|15563|
3|9|23982|
3|10|29214|
3|11|16306|
3|12|17165|
3|13|22876|
3|14|8918|
3|15|54784|
3|16|4888|
3|17|30064|
3|18|9075|
3|19|11065|
3|20|6655|
3|21|5338|
3|22|4350|
3|23|2436|
3|24|13618|
3|25|10457|
3|26|2417|
3|27|2621|
3|28|4464|
3|29|1279|
3|30|3499|
3|31|7366|
3|32|2434|
3|33|1261|
3|34|1223|
3|35|6309|
3|36|4462|
3|37|4666|
3|38|2746|
3|39|2611|
3|40|4042|
3|41|2505|
3|42|3691|
3|43|1330|
3|44|2208|
3|45|1468|
3|46|2216|
3|47|2235|
3|48|699|
3|49|3474|
3|50|840|
3|51|1334|
3|52|4767|
3|53|2342|
3|54|687|
3|55|1414|
3|56|1081|
3|57|690|
3|58|3413|
3|59|406|
3|60|1945|
3|61|1471|
3|62|947|
3|63|1039|
3|64|1143|
3|65|866|
3|66|1145|
3|67|977|
3|68|1181|
3|69|1777|
3|70|745|
3|71|509|
3|72|244|
3|73|419|
3|74|436|
3|75|920|
3|76|961|
3|77|1666|
3|78|851|
3|79|1188|
3|80|927|
3|81|1047|
3|82|563|
3|83|599|
3|84|548|
3|85|365|
3|86|179|
3|87|751|
3|88|664|
3|89|857|
3|90|399|
3|91|958|
3|92|582|
3|93|775|
3|94|351|
3|95|479|
3|96|162|
3|97|774|
3|98|589|
3|99|183|
3|100|1163|
3|101|724|
3|102|824|
3|103|420|
3|104|1385|
3|105|536|
3|106|225|
3|107|230|
3|108|234|
3|109|1188|
3|110|205|
3|111|184|
3|112|267|
3|113|519|
3|114|142|
3|115|531|
3|116|420|
3|117|170|
3|118|675|
3|119|617|
3|120|273|
3|121|360|
3|122|216|
3|123|211|
3|124|535|
3|125|110|
3|126|1039|
3|127|875|
3|128|615|
3|129|707|
3|130|195|
3|131|484|
3|132|442|
3|133|516|
3|134|388|
3|135|238|
3|136|242|
3|137|378|
3|138|3851|
3|139|381|
3|140|1384|
3|141|670|
3|142|135|
3|143|290|
3|144|403|
3|145|443|
3|146|315|
3|147|849|
3|148|744|
3|149|1051|
3|150|3196|
4|1|510|
4|2|245|
4|3|239|
4|4|185|
4|5|63|
4|6|129|
4|7|70|
4|8|65|
4|9|92|
4|10|48|
4|11|34|
4|12|29|
4|13|50|
4|14|52|
4|15|27|
4|16|64|
4|17|50|
4|18|63|
4|19|53|
4|20|43|
4|21|39|
4|22|28|
4|23|29|
4|24|109|
4|25|34|
4|26|30|
4|27|35|
4|28|37|
4|29|50|
4|30|52|
4|31|16|
4|32|22|
4|33|31|
4|34|30|
4|35|20|
4|36|24|
4|37|15|
4|38|16|
4|39|19|
4|40|14|
4|41|28|
4|42|21|
4|43|19|
4|44|36|
4|45|11|
4|46|14|
4|47|20|
4|48|79|
4|49|15|
4|50|28|
4|51|23|
4|52|21|
4|53|23|
4|54|39|
4|55|22|
4|56|15|
4|57|30|
4|58|22|
4|59|17|
4|60|36|
4|61|21|
4|62|17|
4|63|13|
4|64|20|
4|65|18|
4|66|17|
4|67|34|
4|68|42|
4|69|19|
4|70|18|
4|71|11|
4|72|9|
4|73|16|
4|74|28|
4|75|9|
4|76|11|
4|77|22|
4|78|18|
4|79|15|
4|80|17|
4|81|8|
4|82|14|
4|83|8|
4|84|11|
4|85|9|
4|86|15|
4|87|4|
4|88|7|
4|89|6|
4|90|7|
4|91|9|
4|92|31|
4|93|17|
4|94|11|
4|95|13|
4|96|16|
4|97|8|
4|98|6|
4|99|2|
4|100|0|
4|101|1|
4|102|2|
4|103|3|
4|104|0|
4|105|4|
4|106|4|
4|107|3|
4|108|1|
4|109|1|
4|110|5|
4|111|4|
4|112|2|
4|113|0|
4|114|2|
4|115|4|
4|116|2|
4|117|2|
4|118|3|
4|119|0|
4|120|3|
4|121|1|
4|122|2|
4|123|9|
4|124|1|
4|125|3|
4|126|2|
4|127|2|
4|128|5|
4|129|2|
4|130|4|
4|131|5|
4|132|0|
4|133|3|
4|134|2|
4|135|2|
4|136|4|
4|137|1|
4|138|3|
4|139|2|
4|140|2|
4|141|2|
4|142|1|
4|143|7|
4|144|11|
4|145|3|
4|146|5|
4|147|8|
4|148|14|
5|1|65214|
5|2|7212|
5|3|4431|
5|4|4251|
5|5|14627|
5|6|3105|
5|7|6886|
5|8|2546|
5|9|24557|
5|10|19492|
5|11|29058|
5|12|2665|
5|13|9400|
5|14|2893|
5|15|6813|
5|16|6858|
5|17|1854|
5|18|52195|
5|19|2070|
5|20|1283|
5|21|833|
5|22|1954|
5|23|10045|
5|24|3724|
5|25|4342|
5|26|865|
5|27|1159|
5|28|1224|
5|29|1541|
5|30|3861|
5|31|1140|
5|32|1274|
5|33|1468|
5|34|1080|
5|35|1023|
5|36|2320|
5|37|2380|
5|38|1093|
5|39|1449|
5|40|762|
5|41|1365|
5|42|995|
5|43|1106|
5|44|684|
5|45|950|
5|46|827|
5|47|1264|
5|48|1264|
5|49|836|
5|50|1313|
5|51|2343|
5|52|961|
5|53|1311|
5|54|20348|
5|55|406|
5|56|657|
5|57|1478|
5|58|21587|
5|59|2166|
5|60|862|
5|61|554|
5|62|865|
5|63|463|
5|64|320|
5|65|407|
5|66|1070|
5|67|509|
5|68|504|
5|69|1412|
5|70|922|
5|71|1073|
5|72|887|
5|73|702|
5|74|714|
5|75|271|
5|76|370|
5|77|267|
5|78|323|
5|79|304|
5|80|403|
5|81|527|
5|82|600|
5|83|369|
5|84|271|
5|85|406|
5|86|562|
5|87|780|
5|88|407|
5|89|465|
5|90|549|
5|91|596|
5|92|164|
5|93|313|
5|94|452|
5|95|409|
5|96|293|
5|97|515|
5|98|389|
5|99|1088|
5|100|470|
5|101|264|
5|102|397|
5|103|526|
5|104|276|
5|105|435|
5|106|241|
5|107|229|
5|108|423|
5|109|216|
5|110|369|
5|111|887|
5|112|225|
5|113|385|
5|114|109|
5|115|330|
5|116|160|
5|117|491|
5|118|411|
5|119|368|
5|120|483|
5|121|468|
5|122|139|
5|123|177|
5|124|102|
5|125|242|
5|126|146|
5|127|341|
5|128|451|
5|129|547|
5|130|476|
5|131|12058|
5|132|291|
5|133|321|
5|134|492|
5|135|223|
5|136|323|
5|137|475|
5|138|1552|
5|139|704|
5|140|1408|
5|141|337|
5|142|584|
5|143|2199|
5|144|1956|
5|145|1675|
5|146|9857|
5|147|33131|
5|148|10796|
5|149|25420|
5|150|167246|
6|1|3787|
6|2|1724|
6|3|1017|
6|4|852|
6|5|460|
6|6|333|
6|7|439|
6|8|557|
6|9|321|
6|10|481|
6|11|304|
6|12|232|
6|13|228|
6|14|247|
6|15|231|
6|16|420|
6|17|162|
6|18|183|
6|19|120|
6|20|257|
6|21|209|
6|22|219|
6|23|161|
6|24|303|
6|25|76|
6|26|121|
6|27|81|
6|28|83|
6|29|81|
6|30|120|
6|31|58|
6|32|166|
6|33|63|
6|34|69|
6|35|66|
6|36|116|
6|37|107|
6|38|62|
6|39|69|
6|40|179|
6|41|56|
6|42|88|
6|43|58|
6|44|90|
6|45|90|
6|46|87|
6|47|90|
6|48|84|
6|49|55|
6|50|77|
6|51|135|
6|52|85|
6|53|68|
6|54|94|
6|55|49|
6|56|102|
6|57|140|
6|58|103|
6|59|123|
6|60|58|
6|61|64|
6|62|109|
6|63|49|
6|64|36|
6|65|67|
6|66|71|
6|67|52|
6|68|106|
6|69|155|
6|70|44|
6|71|69|
6|72|28|
6|73|53|
6|74|125|
6|75|155|
6|76|89|
6|77|83|
6|78|70|
6|79|81|
6|80|126|
6|81|312|
7|1|1290|
7|2|609|
7|3|589|
7|4|318|
7|5|270|
7|6|71|
7|7|192|
7|8|102|
7|9|76|
7|10|192|
7|11|52|
7|12|153|
7|13|102|
7|14|157|
7|15|91|
7|16|50|
7|17|29|
7|18|125|
7|19|96|
7|20|52|
7|21|38|
7|22|30|
7|23|79|
7|24|80|
7|25|38|
7|26|25|
7|27|102|
7|28|30|
7|29|169|
7|30|114|
7|31|41|
7|32|178|
7|33|49|
7|34|120|
7|35|56|
7|36|25|
7|37|25|
7|38|53|
7|39|22|
7|40|51|
7|41|31|
7|42|61|
7|43|56|
7|44|26|
7|45|10|
7|46|24|
7|47|26|
7|48|13|
7|49|28|
7|50|35|
7|51|14|
7|52|92|
7|53|32|
7|54|27|
7|55|29|
7|56|15|
7|57|10|
7|58|59|
7|59|20|
7|60|22|
7|61|25|
7|62|26|
7|63|22|
7|64|23|
7|65|24|
7|66|19|
7|67|54|
7|68|24|
7|69|23|
7|70|14|
7|71|20|
7|72|144|
7|73|24|
7|74|11|
7|75|14|
7|76|87|
7|77|34|
7|78|22|
7|79|15|
7|80|10|
7|81|7|
7|82|9|
7|83|4|
7|84|3|
7|85|1|
7|86|4|
7|87|16|
7|88|3|
7|89|0|
7|90|9|
7|91|7|
7|92|6|
7|93|0|
7|94|5|
7|95|3|
7|96|28|
7|97|0|
7|98|4|
7|99|10|
7|100|27|
7|101|0|
7|102|20|
7|103|5|
7|104|6|
7|105|4|
7|106|9|
7|107|2|
7|108|2|
7|109|4|
7|110|9|
7|111|1|
7|112|5|
7|113|4|
7|114|25|
7|115|1|
7|116|6|
7|117|18|
7|118|3|
7|119|12|
7|120|4|
7|121|1|
7|122|2|
7|123|2|
7|124|3|
7|125|52|
8|1|412|
8|2|166|
8|3|131|
8|4|340|
8|5|105|
8|6|73|
8|7|75|
8|8|65|
8|9|233|
8|10|136|
8|11|49|
8|12|22|
8|13|44|
8|14|128|
8|15|109|
8|16|35|
8|17|47|
8|18|41|
8|19|44|
8|20|63|
8|21|70|
8|22|33|
8|23|31|
8|24|22|
8|25|28|
8|26|6|
8|27|42|
8|28|33|
8|29|32|
8|30|40|
8|31|40|
8|32|31|
8|33|18|
8|34|14|
8|35|24|
8|36|29|
8|37|41|
8|38|9|
8|39|51|
8|40|20|
8|41|34|
9|1|3142|
9|2|2138|
9|3|605|
9|4|934|
9|5|486|
9|6|239|
9|7|762|
9|8|152|
9|9|367|
9|10|115|
9|11|123|
9|12|385|
9|13|256|
9|14|318|
9|15|116|
9|16|236|
9|17|64|
9|18|167|
9|19|75|
9|20|135|
9|21|33|
9|22|78|
9|23|125|
9|24|138|
9|25|89|
9|26|51|
9|27|100|
9|28|47|
9|29|76|
9|30|129|
9|31|92|
9|32|170|
9|33|106|
9|34|53|
9|35|72|
9|36|46|
9|37|83|
9|38|27|
9|39|26|
9|40|135|
9|41|87|
9|42|46|
9|43|48|
9|44|33|
9|45|105|
9|46|20|
9|47|155|
9|48|16|
9|49|37|
9|50|55|
9|51|56|
9|52|67|
9|53|62|
9|54|46|
9|55|46|
9|56|36|
9|57|70|
9|58|41|
9|59|48|
9|60|57|
9|61|18|
9|62|40|
9|63|53|
9|64|25|
9|65|22|
9|66|15|
9|67|53|
9|68|27|
9|69|23|
9|70|51|
9|71|34|
9|72|54|
9|73|62|
9|74|21|
9|75|20|
9|76|37|
9|77|64|
9|78|30|
9|79|20|
9|80|18|
9|81|20|
9|82|47|
9|83|20|
9|84|7|
9|85|15|
9|86|19|
9|87|80|
9|88|11|
9|89|6|
9|90|8|
9|91|9|
9|92|17|
9|93|2|
9|94|8|
9|95|15|
9|96|22|
9|97|15|
9|98|7|
9|99|6|
9|100|22|
9|101|17|
9|102|57|
9|103|4|
9|104|10|
9|105|42|
9|106|6|
9|107|29|
9|108|5|
9|109|8|
9|110|12|
9|111|10|
9|112|35|
9|113|5|
9|114|10|
9|115|55|
9|116|2|
9|117|13|
9|118|11|
9|119|18|
9|120|21|
9|121|22|
9|122|15|
9|123|13|
9|124|14|
9|125|22|
9|126|11|
9|127|16|
9|128|104|
9|129|9|
9|130|10|
9|131|18|
9|132|9|
9|133|8|
9|134|29|
9|135|10|
9|136|19|
9|137|7|
9|138|11|
9|139|14|
9|140|9|
