PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|431|01.10.2023 01:10:00
1|2|187|
1|3|165|
1|4|135|
1|5|142|
1|6|79|
1|7|107|
1|8|126|
1|9|94|
1|10|129|
1|11|60|
1|12|74|
1|13|102|
1|14|51|
1|15|97|
1|16|87|
1|17|88|
1|18|160|
1|19|41|
1|20|53|
1|21|55|
1|22|30|
1|23|28|
1|24|32|
1|25|27|
1|26|29|
1|27|57|
1|28|38|
1|29|26|
1|30|33|
1|31|33|
1|32|23|
1|33|20|
1|34|33|
1|35|18|
1|36|41|
1|37|50|
1|38|9|
1|39|16|
1|40|51|
1|41|27|
1|42|16|
1|43|8|
1|44|25|
1|45|13|
1|46|16|
1|47|22|
1|48|13|
1|49|10|
1|50|14|
1|51|29|
1|52|18|
1|53|20|
1|54|33|
1|55|17|
1|56|29|
1|57|18|
1|58|44|
1|59|13|
1|60|29|
2|1|47|
2|2|40|
2|3|147|
2|4|38|
2|5|27|
2|6|25|
2|7|15|
2|8|33|
2|9|27|
2|10|15|
2|11|5|
2|12|18|
2|13|11|
2|14|22|
2|15|13|
2|16|11|
2|17|20|
2|18|39|
2|19|10|
2|20|9|
2|21|19|
2|22|14|
2|23|5|
2|24|5|
2|25|6|
2|26|2|
2|27|5|
2|28|12|
2|29|7|
2|30|5|
2|31|7|
2|32|8|
2|33|5|
2|34|4|
2|35|8|
2|36|16|
2|37|3|
2|38|6|
2|39|15|
2|40|3|
2|41|2|
2|42|10|
2|43|3|
2|44|2|
2|45|2|
2|46|11|
2|47|5|
2|48|4|
2|49|3|
2|50|6|
2|51|1|
2|52|5|
2|53|7|
2|54|3|
2|55|7|
2|56|3|
2|57|2|
2|58|19|
2|59|2|
2|60|4|
2|61|4|
2|62|3|
2|63|4|
2|64|5|
2|65|1|
2|66|8|
2|67|2|
2|68|3|
2|69|3|
2|70|17|
3|1|35205|
3|2|11773|
3|3|14248|
3|4|7218|
3|5|6611|
3|6|2888|
3|7|1510|
3|8|1854|
3|9|3235|
3|10|3429|
3|11|1922|
3|12|2243|
3|13|2910|
3|14|1243|
3|15|6745|
3|16|650|
3|17|4009|
3|18|1356|
3|19|1312|
3|20|697|
3|21|675|
3|22|590|
3|23|332|
3|24|1562|
3|25|1260|
3|26|285|
3|27|348|
3|28|459|
3|29|171|
3|30|415|
3|31|784|
3|32|352|
3|33|151|
3|34|145|
3|35|941|
3|36|606|
3|37|718|
3|38|421|
3|39|311|
3|40|500|
3|41|304|
3|42|495|
3|43|168|
3|44|315|
3|45|237|
3|46|290|
3|47|311|
3|48|78|
3|49|433|
3|50|109|
3|51|145|
3|52|678|
3|53|307|
3|54|85|
3|55|209|
3|56|117|
3|57|84|
3|58|410|
3|59|34|
3|60|367|
3|61|200|
3|62|87|
3|63|231|
3|64|224|
3|65|100|
3|66|145|
3|67|137|
3|68|138|
3|69|249|
3|70|85|
3|71|111|
3|72|30|
