OKRES|PS|P_HL_PS|DAT_AKT
101|1|15|01.10.2023 03:30:00
101|2|7|
101|3|4707|
101|4|2|
101|5|488|
101|6|11|
101|7|11|
101|9|42|
101|10|6|
101|11|3|
101|12|1735|
101|13|135|
101|14|5|
101|15|366|
101|16|1705|
101|17|733|
101|18|56|
101|19|4|
101|20|1|
101|21|30|
101|22|518|
101|23|592|
101|24|3|
101|25|175|
102|1|94|
102|2|6|
102|3|10384|
102|4|18|
102|5|1794|
102|6|38|
102|7|30|
102|8|6|
102|9|128|
102|10|21|
102|11|5|
102|12|4148|
102|13|438|
102|14|18|
102|15|1205|
102|16|5693|
102|17|3070|
102|18|236|
102|19|27|
102|20|7|
102|21|143|
102|22|1252|
102|23|1458|
102|24|20|
102|25|894|
103|1|31|
103|2|6|
103|3|5191|
103|4|6|
103|5|832|
103|6|25|
103|7|7|
103|8|2|
103|9|41|
103|10|4|
103|11|4|
103|12|2231|
103|13|176|
103|14|19|
103|15|663|
103|16|2749|
103|17|1450|
103|18|66|
103|19|9|
103|20|3|
103|21|84|
103|22|727|
103|23|710|
103|24|13|
103|25|371|
104|1|84|
104|2|7|
104|3|10409|
104|4|16|
104|5|1542|
104|6|60|
104|7|16|
104|8|8|
104|9|90|
104|10|15|
104|11|4|
104|12|4243|
104|13|527|
104|14|31|
104|15|1397|
104|16|5466|
104|17|3096|
104|18|79|
104|19|19|
104|20|8|
104|21|201|
104|22|1538|
104|23|1595|
104|24|26|
104|25|924|
105|1|75|
105|2|6|
105|3|6716|
105|4|11|
105|5|1397|
105|6|37|
105|7|18|
105|8|7|
105|9|62|
105|10|8|
105|11|9|
105|12|2753|
105|13|409|
105|14|15|
105|15|1058|
105|16|4319|
105|17|2377|
105|18|101|
105|19|21|
105|20|4|
105|21|137|
105|22|1073|
105|23|1056|
105|24|23|
105|25|707|
106|1|156|
106|2|10|
106|3|8176|
106|4|38|
106|5|3368|
106|6|135|
106|7|13|
106|8|16|
106|9|46|
106|10|25|
106|11|19|
106|12|3141|
106|13|1118|
106|14|70|
106|15|1901|
106|16|9591|
106|17|5698|
106|18|24|
106|19|26|
106|20|14|
106|21|367|
106|22|1447|
106|23|1723|
106|24|43|
106|25|2041|
107|1|73|
107|2|9|
107|3|5354|
107|4|24|
107|5|1531|
107|6|98|
107|7|6|
107|8|26|
107|9|31|
107|10|24|
107|11|14|
107|12|1974|
107|13|425|
107|14|22|
107|15|1217|
107|16|4932|
107|17|2793|
107|18|14|
107|19|22|
107|20|4|
107|21|153|
107|22|889|
107|23|1206|
107|24|33|
107|25|949|
108|1|105|
108|2|10|
108|3|8342|
108|4|17|
108|5|2591|
108|6|74|
108|7|57|
108|8|16|
108|9|93|
108|10|9|
108|11|24|
108|12|3556|
108|13|723|
108|14|34|
108|15|1370|
108|16|6057|
108|17|3720|
108|18|1356|
108|19|21|
108|20|6|
108|21|175|
108|22|1444|
108|23|1653|
108|24|19|
108|25|1161|
201|1|173|
201|2|16|
201|3|7426|
201|4|32|
201|5|4463|
201|6|62|
201|7|529|
201|8|25|
201|9|1062|
201|10|13|
201|11|7|
201|12|1830|
201|13|806|
201|14|15|
201|15|762|
201|16|7773|
201|17|3417|
201|18|27762|
201|19|23|
201|20|9|
201|21|157|
201|22|663|
201|23|602|
201|24|16|
201|25|952|
202|1|129|
202|2|22|
202|3|5111|
202|4|44|
202|5|4040|
202|6|174|
202|7|114|
202|8|11|
202|9|218|
202|10|15|
202|11|15|
202|12|1756|
202|13|874|
202|14|41|
202|15|1472|
202|16|8165|
202|17|4532|
202|18|7265|
202|19|23|
202|20|10|
202|21|328|
202|22|806|
202|23|1128|
202|24|39|
202|25|1545|
203|1|49|
203|2|4|
203|3|3315|
203|4|20|
203|5|1440|
203|6|165|
203|7|7|
203|8|9|
203|9|29|
203|10|4|
203|11|29|
203|12|1094|
203|13|462|
203|14|17|
203|15|1351|
203|16|6131|
203|17|3321|
203|18|17|
203|19|13|
203|20|5|
203|21|246|
203|22|750|
203|23|1205|
203|24|21|
203|25|1185|
204|1|60|
204|2|7|
204|3|4884|
204|4|29|
204|5|1782|
204|6|92|
