PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|689|01.10.2023 02:00:02
1|2|304|
1|3|258|
1|4|220|
1|5|223|
1|6|134|
1|7|156|
1|8|184|
1|9|140|
1|10|198|
1|11|97|
1|12|120|
1|13|138|
1|14|80|
1|15|142|
1|16|136|
1|17|130|
1|18|246|
1|19|69|
1|20|74|
1|21|107|
1|22|49|
1|23|46|
1|24|51|
1|25|34|
1|26|52|
1|27|97|
1|28|62|
1|29|42|
1|30|46|
1|31|49|
1|32|35|
1|33|28|
1|34|48|
1|35|25|
1|36|69|
1|37|76|
1|38|15|
1|39|24|
1|40|72|
1|41|44|
1|42|31|
1|43|21|
1|44|44|
1|45|19|
1|46|26|
1|47|34|
1|48|27|
1|49|21|
1|50|20|
1|51|42|
1|52|35|
1|53|34|
1|54|50|
1|55|34|
1|56|41|
1|57|33|
1|58|65|
1|59|26|
1|60|50|
2|1|66|
2|2|58|
2|3|191|
2|4|57|
2|5|36|
2|6|31|
2|7|33|
2|8|45|
2|9|35|
2|10|31|
2|11|10|
2|12|23|
2|13|13|
2|14|27|
2|15|16|
2|16|26|
2|17|28|
2|18|47|
2|19|26|
2|20|10|
2|21|30|
2|22|23|
2|23|9|
2|24|8|
2|25|7|
2|26|6|
2|27|7|
2|28|13|
2|29|11|
2|30|11|
2|31|9|
2|32|10|
2|33|6|
2|34|5|
2|35|9|
2|36|18|
2|37|8|
2|38|13|
2|39|18|
2|40|3|
2|41|2|
2|42|11|
2|43|7|
2|44|3|
2|45|4|
2|46|13|
2|47|10|
2|48|4|
2|49|9|
2|50|8|
2|51|1|
2|52|6|
2|53|9|
2|54|3|
2|55|8|
2|56|6|
2|57|2|
2|58|22|
2|59|5|
2|60|5|
2|61|4|
2|62|7|
2|63|5|
2|64|10|
2|65|2|
2|66|11|
2|67|4|
2|68|6|
2|69|4|
2|70|23|
3|1|61507|
3|2|20817|
3|3|24828|
3|4|12419|
3|5|12101|
3|6|5292|
3|7|2696|
3|8|3414|
3|9|5505|
3|10|6325|
3|11|3726|
3|12|4014|
3|13|5266|
3|14|2096|
3|15|12123|
3|16|1109|
3|17|7068|
3|18|2392|
3|19|2364|
3|20|1390|
3|21|1296|
3|22|1047|
3|23|580|
3|24|2873|
3|25|2368|
3|26|508|
3|27|574|
3|28|895|
3|29|331|
3|30|762|
3|31|1497|
3|32|587|
3|33|248|
3|34|277|
3|35|1726|
3|36|1082|
3|37|1100|
3|38|755|
3|39|559|
3|40|915|
3|41|471|
3|42|840|
3|43|306|
3|44|539|
3|45|379|
3|46|469|
3|47|496|
3|48|138|
3|49|771|
3|50|178|
3|51|263|
3|52|1224|
3|53|556|
3|54|139|
3|55|306|
3|56|235|
3|57|140|
3|58|768|
3|59|60|
3|60|630|
3|61|323|
3|62|159|
3|63|386|
3|64|354|
3|65|183|
3|66|247|
3|67|250|
3|68|261|
3|69|401|
3|70|158|
3|71|194|
3|72|56|
3|73|83|
3|74|108|
3|75|213|
3|76|243|
3|77|376|
3|78|170|
3|79|314|
3|80|205|
3|81|263|
3|82|215|
3|83|157|
3|84|155|
3|85|97|
3|86|42|
3|87|187|
3|88|140|
3|89|220|
3|90|78|
3|91|247|
3|92|143|
3|93|193|
3|94|90|
3|95|195|
3|96|38|
3|97|208|
3|98|126|
3|99|50|
3|100|306|
3|101|267|
3|102|179|
3|103|105|
3|104|354|
3|105|105|
3|106|64|
3|107|46|
3|108|35|
3|109|282|
3|110|36|
3|111|52|
3|112|80|
3|113|98|
3|114|20|
3|115|121|
3|116|187|
3|117|32|
3|118|158|
3|119|148|
3|120|73|
3|121|76|
3|122|53|
3|123|43|
3|124|133|
3|125|29|
3|126|298|
3|127|219|
3|128|156|
3|129|161|
3|130|46|
3|131|120|
3|132|99|
3|133|150|
3|134|152|
3|135|69|
3|136|51|
3|137|113|
3|138|984|
3|139|102|
3|140|328|
3|141|169|
3|142|28|
3|143|121|
3|144|79|
3|145|79|
3|146|73|
3|147|205|
3|148|179|
3|149|255|
3|150|712|
4|1|157|
4|2|78|
4|3|90|
4|4|64|
4|5|21|
4|6|39|
4|7|32|
4|8|19|
4|9|28|
4|10|15|
4|11|11|
4|12|4|
4|13|18|
4|14|15|
4|15|5|
4|16|17|
4|17|17|
4|18|19|
4|19|27|
4|20|9|
4|21|6|
4|22|6|
4|23|9|
4|24|31|
4|25|13|
4|26|6|
4|27|12|
4|28|12|
4|29|13|
4|30|19|
4|31|11|
4|32|5|
4|33|4|
4|34|15|
4|35|5|
4|36|7|
4|37|4|
4|38|6|
4|39|5|
4|40|7|
4|41|5|
4|42|5|
4|43|5|
4|44|11|
4|45|2|
4|46|1|
4|47|6|
4|48|25|
4|49|3|
4|50|7|
4|51|8|
4|52|7|
4|53|6|
4|54|12|
4|55|9|
4|56|5|
4|57|9|
4|58|3|
4|59|5|
4|60|13|
4|61|7|
4|62|4|
4|63|4|
4|64|7|
4|65|4|
4|66|9|
4|67|13|
4|68|13|
4|69|5|
4|70|6|
4|71|1|
4|72|0|
4|73|5|
4|74|10|
4|75|0|
4|76|6|
4|77|5|
4|78|6|
4|79|4|
4|80|7|
4|81|3|
4|82|4|
4|83|4|
4|84|2|
4|85|4|
4|86|4|
4|87|0|
4|88|4|
4|89|2|
4|90|3|
4|91|3|
4|92|7|
4|93|8|
4|94|3|
4|95|5|
4|96|2|
4|97|3|
4|98|1|
4|99|2|
4|100|0|
4|101|0|
4|102|0|
4|103|3|
4|104|0|
4|105|3|
4|106|2|
4|107|1|
4|108|0|
4|109|1|
4|110|4|
4|111|0|
4|112|1|
4|113|0|
4|114|0|
4|115|1|
4|116|1|
4|117|1|
4|118|2|
4|119|0|
4|120|2|
4|121|0|
4|122|1|
4|123|1|
4|124|0|
4|125|1|
4|126|0|
4|127|0|
4|128|1|
4|129|1|
4|130|1|
4|131|1|
4|132|0|
4|133|1|
4|134|0|
4|135|0|
4|136|2|
4|137|0|
4|138|1|
4|139|1|
4|140|1|
4|141|1|
4|142|0|
4|143|2|
4|144|2|
4|145|2|
4|146|1|
4|147|2|
4|148|6|
5|1|18353|
5|2|2104|
5|3|1340|
5|4|1327|
5|5|3553|
5|6|972|
5|7|1949|
5|8|789|
5|9|6741|
5|10|5275|
5|11|8443|
5|12|815|
5|13|2652|
5|14|863|
5|15|1844|
5|16|1912|
5|17|674|
5|18|14942|
5|19|523|
5|20|364|
5|21|259|
5|22|660|
5|23|2896|
5|24|1025|
5|25|1168|
5|26|204|
5|27|365|
5|28|352|
5|29|386|
5|30|975|
5|31|369|
5|32|451|
5|33|382|
5|34|231|
5|35|315|
5|36|653|
5|37|669|
5|38|405|
5|39|369|
5|40|214|
5|41|414|
5|42|385|
5|43|383|
5|44|188|
5|45|266|
5|46|230|
5|47|313|
5|48|420|
5|49|281|
5|50|354|
5|51|811|
5|52|260|
5|53|450|
5|54|5280|
5|55|111|
5|56|184|
5|57|503|
