PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|73|30.09.2023 23:40:00
1|2|27|
1|3|26|
1|4|30|
1|5|28|
1|6|20|
1|7|24|
1|8|24|
1|9|12|
1|10|27|
1|11|12|
1|12|15|
1|13|20|
1|14|15|
1|15|21|
1|16|12|
1|17|17|
1|18|27|
1|19|3|
1|20|13|
1|21|9|
1|22|8|
1|23|5|
1|24|2|
1|25|4|
1|26|7|
1|27|15|
1|28|9|
1|29|7|
1|30|4|
1|31|7|
1|32|3|
1|33|4|
1|34|6|
1|35|4|
1|36|5|
1|37|7|
1|38|2|
1|39|7|
1|40|2|
1|41|4|
1|42|2|
1|43|1|
1|44|7|
1|45|3|
1|46|1|
1|47|6|
1|48|0|
1|49|2|
1|50|3|
1|51|6|
1|52|2|
1|53|4|
1|54|3|
1|55|4|
1|56|3|
1|57|3|
1|58|6|
1|59|1|
1|60|4|
2|1|6|
2|2|8|
2|3|44|
2|4|7|
2|5|6|
2|6|8|
2|7|3|
2|8|8|
2|9|11|
2|10|4|
2|11|2|
2|12|10|
2|13|4|
2|14|4|
2|15|4|
2|16|3|
2|17|5|
2|18|12|
2|19|2|
2|20|4|
2|21|3|
2|22|3|
2|23|2|
2|24|0|
2|25|2|
2|26|0|
2|27|3|
2|28|8|
2|29|3|
2|30|0|
2|31|1|
2|32|2|
2|33|0|
2|34|0|
2|35|1|
2|36|3|
2|37|0|
2|38|1|
2|39|4|
2|40|0|
2|41|0|
2|42|4|
2|43|1|
2|44|1|
2|45|1|
2|46|3|
2|47|2|
2|48|2|
2|49|0|
2|50|2|
2|51|0|
2|52|2|
2|53|0|
2|54|0|
2|55|3|
2|56|1|
2|57|2|
2|58|8|
2|59|0|
2|60|1|
2|61|1|
2|62|2|
2|63|0|
2|64|2|
2|65|0|
2|66|4|
2|67|1|
2|68|1|
2|69|1|
2|70|2|
3|1|3919|
3|2|1292|
3|3|1561|
3|4|828|
3|5|702|
3|6|330|
3|7|167|
3|8|195|
3|9|368|
3|10|371|
3|11|212|
3|12|260|
3|13|315|
3|14|131|
3|15|661|
3|16|75|
3|17|447|
3|18|176|
3|19|146|
3|20|91|
3|21|71|
3|22|67|
3|23|42|
3|24|168|
3|25|125|
3|26|28|
3|27|52|
3|28|36|
3|29|17|
3|30|43|
3|31|98|
3|32|34|
3|33|36|
3|34|12|
3|35|103|
3|36|74|
3|37|66|
3|38|33|
3|39|46|
3|40|58|
3|41|36|
3|42|46|
3|43|19|
3|44|32|
3|45|30|
3|46|24|
3|47|34|
3|48|5|
3|49|43|
3|50|14|
3|51|15|
3|52|77|
3|53|33|
3|54|7|
3|55|22|
3|56|12|
3|57|6|
3|58|55|
3|59|3|
3|60|61|
3|61|27|
3|62|12|
3|63|46|
3|64|45|
3|65|12|
3|66|19|
3|67|13|
3|68|10|
3|69|25|
3|70|11|
3|71|16|
3|72|4|
3|73|14|
3|74|8|
3|75|16|
3|76|16|
3|77|19|
3|78|5|
3|79|23|
3|80|6|
3|81|7|
3|82|12|
3|83|8|
3|84|13|
3|85|9|
3|86|3|
3|87|15|
3|88|2|
3|89|15|
3|90|4|
3|91|6|
