OKRES|PS|P_HL_PS|DAT_AKT
201|1|3|30.09.2023 23:20:00
201|3|35|
201|5|22|
201|7|3|
201|9|11|
201|12|5|
201|13|6|
201|15|4|
201|16|48|
201|17|17|
201|18|251|
201|22|3|
201|23|8|
201|25|7|
203|2|1|
203|3|6|
203|5|1|
203|13|2|
203|15|2|
203|16|36|
203|17|15|
203|21|4|
203|22|1|
203|25|4|
301|3|33|
301|4|1|
301|5|24|
301|6|7|
301|8|2|
301|12|15|
301|13|4|
301|15|14|
301|16|131|
301|17|71|
301|20|1|
301|21|5|
301|22|8|
301|23|19|
301|25|23|
302|1|1|
302|2|1|
302|3|19|
302|5|5|
302|11|1|
302|12|9|
302|13|2|
302|15|20|
302|16|62|
302|17|24|
302|22|5|
302|23|5|
302|25|5|
304|1|2|
304|2|1|
304|3|35|
304|5|24|
304|6|2|
304|10|1|
304|11|1|
304|12|18|
304|13|7|
304|15|18|
304|16|66|
304|17|63|
304|21|4|
304|22|6|
304|23|16|
304|25|16|
305|1|1|
305|3|4|
305|5|5|
305|12|4|
305|13|1|
305|15|7|
305|16|32|
305|17|15|
305|23|2|
305|25|5|
306|3|14|
306|5|22|
306|12|9|
306|13|3|
306|15|26|
306|16|73|
306|17|44|
306|21|1|
306|22|1|
306|23|16|
306|25|16|
308|3|7|
308|5|2|
308|12|1|
308|14|3|
308|15|9|
308|16|44|
308|17|14|
308|21|3|
308|22|1|
308|23|1|
308|25|5|
309|1|8|
309|3|61|
309|5|51|
309|12|17|
309|13|10|
309|14|1|
309|15|20|
309|16|69|
309|17|68|
309|21|4|
309|22|8|
309|23|35|
309|25|26|
401|1|1|
401|3|11|
401|5|12|
401|7|2|
401|12|3|
401|13|4|
401|15|5|
401|16|40|
401|17|24|
401|18|37|
401|19|1|
401|22|3|
401|25|6|
402|1|7|
402|3|113|
402|4|3|
402|5|97|
402|6|2|
402|7|4|
402|9|7|
402|12|27|
402|13|25|
402|14|2|
402|15|29|
402|16|217|
402|17|156|
402|18|392|
402|19|3|
402|21|10|
402|22|20|
402|23|17|
402|25|54|
403|3|9|
403|5|5|
403|9|1|
403|12|1|
403|13|1|
403|15|8|
403|16|52|
403|17|24|
403|22|5|
403|23|1|
403|25|9|
405|1|2|
405|3|7|
405|15|2|
405|16|13|
405|17|6|
405|23|1|
405|25|3|
406|1|2|
406|3|27|
406|5|14|
406|6|1|
406|8|1|
406|12|11|
406|13|5|
406|15|28|
406|16|110|
406|17|44|
406|21|1|
406|22|10|
406|23|33|
406|25|8|
505|2|1|
505|3|84|
505|5|44|
505|6|1|
505|11|2|
505|12|21|
505|13|15|
505|14|1|
505|15|45|
505|16|119|
505|17|143|
505|18|1|
505|21|4|
505|22|20|
505|23|18|
505|25|35|
506|1|2|
506|3|19|
506|5|6|
506|9|1|
506|12|9|
506|13|9|
506|15|12|
506|16|25|
506|17|25|
506|22|3|
506|23|1|
506|24|1|
506|25|5|
509|2|1|
509|3|11|
509|7|1|
509|12|1|
509|13|1|
509|15|4|
509|16|16|
509|17|13|
509|21|1|
509|22|3|
509|23|1|
509|25|2|
511|1|2|
511|3|56|
511|4|1|
511|5|18|
511|6|2|
511|12|19|
511|13|11|
511|15|55|
511|16|155|
511|17|101|
511|21|6|
511|22|1|
511|23|22|
511|25|53|
601|3|4|
601|5|1|
601|13|1|
601|15|6|
601|16|20|
601|17|37|
601|22|3|
601|23|4|
601|25|2|
604|3|4|
604|5|4|
604|15|11|
604|16|22|
604|17|12|
604|22|3|
604|23|11|
604|25|7|
605|1|10|
605|2|1|
605|3|27|
605|5|27|
605|6|2|
605|8|1|
605|10|1|
605|12|8|
605|13|16|
605|15|47|
605|16|117|
605|17|104|
605|19|3|
605|21|8|
605|22|13|
605|23|21|
605|25|40|
606|1|6|
606|2|3|
606|3|37|
606|4|1|
606|5|52|
606|6|5|
606|7|4|
606|8|2|
606|9|4|
606|11|1|
606|12|17|
606|13|22|
606|14|1|
606|15|14|
606|16|127|
606|17|71|
606|18|55|
606|20|1|
606|21|8|
606|22|6|
606|23|10|
606|25|41|
607|3|12|
607|5|5|
607|12|2|
607|13|4|
607|15|12|
607|16|39|
607|17|20|
607|18|1|
607|19|1|
607|21|5|
607|22|2|
607|23|8|
607|25|12|
608|1|6|
608|3|55|
608|5|51|
608|6|4|
608|7|6|
608|9|1|
608|12|14|
608|13|38|
608|15|16|
608|16|84|
608|17|83|
608|18|186|
608|21|5|
608|22|4|
608|23|16|
608|25|18|
609|1|8|
609|2|3|
609|3|130|
609|4|2|
609|5|143|
609|6|5|
609|7|16|
609|8|1|
609|9|3|
609|10|1|
609|12|50|
609|13|70|
609|15|60|
609|16|333|
609|17|308|
609|18|342|
609|21|34|
609|22|24|
609|23|24|
609|24|1|
609|25|103|
610|3|21|
610|4|1|
610|5|11|
610|6|1|
610|12|5|
610|13|6|
610|15|5|
610|16|40|
610|17|34|
610|18|1|
610|19|1|
610|21|1|
610|22|1|
610|23|3|
610|25|10|
611|3|6|
611|5|4|
611|12|4|
611|13|2|
611|15|16|
611|16|16|
611|17|21|
611|21|2|
611|22|6|
611|23|2|
611|25|11|
613|3|18|
613|5|14|
613|6|1|
613|12|2|
613|13|3|
613|15|26|
613|16|43|
613|17|51|
613|22|1|
613|23|8|
613|25|8|
701|1|1|
701|2|1|
701|3|45|
701|5|80|
701|6|1|
701|7|3|
701|9|2|
701|12|12|
