PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|1056|01.10.2023 02:20:00
1|2|456|
1|3|399|
1|4|326|
1|5|324|
1|6|189|
1|7|237|
1|8|265|
1|9|215|
1|10|285|
1|11|144|
1|12|172|
1|13|193|
1|14|116|
1|15|199|
1|16|205|
1|17|178|
1|18|383|
1|19|103|
1|20|117|
1|21|152|
1|22|72|
1|23|64|
1|24|81|
1|25|50|
1|26|73|
1|27|132|
1|28|102|
1|29|65|
1|30|78|
1|31|68|
1|32|44|
1|33|44|
1|34|64|
1|35|35|
1|36|83|
1|37|106|
1|38|18|
1|39|39|
1|40|107|
1|41|69|
1|42|42|
1|43|33|
1|44|73|
1|45|21|
1|46|29|
1|47|50|
1|48|37|
1|49|32|
1|50|34|
1|51|64|
1|52|49|
1|53|51|
1|54|73|
1|55|45|
1|56|64|
1|57|44|
1|58|92|
1|59|48|
1|60|78|
2|1|98|
2|2|99|
2|3|260|
2|4|80|
2|5|58|
2|6|38|
2|7|56|
2|8|49|
2|9|48|
2|10|59|
2|11|18|
2|12|34|
2|13|22|
2|14|57|
2|15|25|
2|16|42|
2|17|40|
2|18|66|
2|19|37|
2|20|13|
2|21|43|
2|22|31|
2|23|18|
2|24|11|
2|25|12|
2|26|11|
2|27|7|
2|28|16|
2|29|13|
2|30|22|
2|31|13|
2|32|11|
2|33|9|
2|34|8|
2|35|18|
2|36|31|
2|37|11|
2|38|14|
2|39|28|
2|40|8|
2|41|6|
2|42|15|
2|43|10|
2|44|8|
2|45|13|
2|46|17|
2|47|13|
2|48|13|
2|49|11|
2|50|10|
2|51|4|
2|52|9|
2|53|13|
2|54|10|
2|55|11|
2|56|6|
2|57|9|
2|58|25|
2|59|8|
2|60|7|
2|61|11|
2|62|17|
2|63|12|
2|64|16|
2|65|7|
2|66|11|
2|67|9|
2|68|13|
2|69|7|
2|70|48|
3|1|99785|
3|2|33978|
3|3|40597|
3|4|20049|
3|5|20066|
3|6|8629|
3|7|4484|
3|8|5576|
3|9|9113|
3|10|10532|
3|11|6097|
3|12|6474|
3|13|8633|
3|14|3449|
3|15|20022|
3|16|1834|
3|17|11550|
3|18|3640|
3|19|3907|
3|20|2282|
3|21|2021|
3|22|1834|
3|23|919|
3|24|4764|
3|25|3812|
3|26|794|
