OKRES|PS|P_HL_PS|DAT_AKT
101|1|15|01.10.2023 03:10:00
101|2|7|
101|3|4707|
101|4|2|
101|5|488|
101|6|11|
101|7|11|
101|9|42|
101|10|6|
101|11|3|
101|12|1735|
101|13|135|
101|14|5|
101|15|366|
101|16|1705|
101|17|733|
101|18|56|
101|19|4|
101|20|1|
101|21|30|
101|22|518|
101|23|592|
101|24|3|
101|25|175|
102|1|89|
102|2|5|
102|3|9537|
102|4|15|
102|5|1613|
102|6|31|
102|7|28|
102|8|5|
102|9|116|
102|10|19|
102|11|5|
102|12|3824|
102|13|394|
102|14|18|
102|15|1076|
102|16|5149|
102|17|2782|
102|18|226|
102|19|26|
102|20|7|
102|21|130|
102|22|1130|
102|23|1336|
102|24|18|
102|25|802|
103|1|29|
103|2|6|
103|3|4391|
103|4|6|
103|5|727|
103|6|24|
103|7|6|
103|8|2|
103|9|36|
103|10|3|
103|11|4|
103|12|1910|
103|13|152|
103|14|17|
103|15|563|
103|16|2378|
103|17|1257|
103|18|52|
103|19|6|
103|20|2|
103|21|76|
103|22|631|
103|23|591|
103|24|13|
103|25|319|
104|1|65|
104|2|5|
104|3|7466|
104|4|9|
104|5|1084|
104|6|39|
104|7|12|
104|8|4|
104|9|63|
104|10|14|
104|11|2|
104|12|3024|
104|13|373|
104|14|24|
104|15|1015|
104|16|3907|
104|17|2261|
104|18|60|
104|19|12|
104|20|5|
104|21|142|
104|22|1109|
104|23|1144|
104|24|18|
104|25|669|
105|1|58|
105|2|5|
105|3|4712|
105|4|8|
105|5|971|
105|6|30|
105|7|14|
105|8|6|
105|9|37|
105|10|5|
105|11|5|
105|12|1962|
105|13|296|
105|14|10|
105|15|783|
105|16|3073|
105|17|1681|
105|18|73|
105|19|16|
105|20|3|
105|21|102|
105|22|764|
105|23|719|
105|24|18|
105|25|516|
106|1|149|
106|2|9|
106|3|7689|
106|4|38|
106|5|3284|
106|6|133|
106|7|13|
106|8|16|
106|9|43|
106|10|24|
106|11|19|
106|12|2938|
106|13|1101|
106|14|68|
106|15|1848|
106|16|9380|
106|17|5581|
106|18|24|
106|19|26|
106|20|14|
106|21|358|
106|22|1376|
106|23|1641|
106|24|41|
106|25|1998|
107|1|65|
107|2|5|
107|3|4330|
107|4|23|
107|5|1236|
107|6|81|
107|7|4|
107|8|18|
107|9|23|
107|10|23|
107|11|11|
107|12|1611|
107|13|347|
107|14|20|
107|15|980|
107|16|4072|
107|17|2355|
107|18|14|
107|19|16|
107|20|4|
107|21|126|
107|22|758|
107|23|983|
107|24|27|
107|25|789|
108|1|85|
108|2|9|
108|3|6820|
108|4|10|
108|5|2139|
108|6|60|
108|7|54|
108|8|8|
108|9|84|
108|10|8|
108|11|23|
108|12|2866|
108|13|609|
108|14|28|
108|15|1078|
108|16|4857|
108|17|2948|
108|18|1293|
108|19|18|
108|20|5|
108|21|136|
108|22|1183|
108|23|1332|
108|24|15|
108|25|967|
201|1|167|
201|2|16|
201|3|7047|
201|4|32|
201|5|4379|
201|6|62|
201|7|518|
201|8|25|
201|9|1044|
201|10|13|
201|11|7|
201|12|1701|
201|13|794|
201|14|15|
201|15|722|
201|16|7592|
201|17|3322|
201|18|27419|
201|19|22|
201|20|8|
201|21|156|
201|22|628|
201|23|573|
201|24|16|
201|25|932|
202|1|87|
202|2|15|
202|3|3944|
202|4|36|
202|5|3199|
202|6|144|
202|7|104|
202|8|8|
202|9|194|
202|10|14|
202|11|12|
202|12|1349|
202|13|681|
202|14|27|
202|15|1168|
202|16|6502|
202|17|3503|
202|18|5997|
202|19|16|
202|20|6|
202|21|266|
202|22|622|
202|23|898|
202|24|26|
202|25|1237|
203|1|45|
203|2|3|
203|3|3066|
203|4|19|
203|5|1302|
203|6|140|
203|7|7|
203|8|8|
203|9|28|
203|10|4|
203|11|28|
203|12|1000|
203|13|400|
203|14|17|
203|15|1199|
203|16|5428|
203|17|2936|
203|18|17|
203|19|12|
203|20|5|
203|21|209|
203|22|694|
203|23|1068|
203|24|18|
203|25|1029|
204|1|46|
204|2|3|
204|3|3687|
204|4|25|
204|5|1252|
204|6|57|
204|7|4|
204|8|9|
204|9|15|
204|10|6|
204|11|8|
204|12|1135|
204|13|385|
204|14|56|
204|15|972|
204|16|4680|
204|17|2466|
204|18|10|
204|19|15|
204|20|9|
204|21|199|
204|22|646|
204|23|1093|
204|24|55|
204|25|968|
205|1|78|
205|2|4|
205|3|4132|
205|4|21|
205|5|2162|
205|6|185|
205|7|8|
205|8|21|
205|9|24|
205|10|10|
205|11|10|
205|12|1306|
205|13|767|
205|14|30|
205|15|1229|
205|16|5791|
205|17|3417|
205|18|12|
205|19|26|
205|20|7|
205|21|254|
205|22|645|
205|23|1275|
205|24|39|
205|25|1378|
206|1|54|
206|2|5|
206|3|3477|
206|4|24|
206|5|2069|
206|6|82|
206|7|4|
206|8|16|
206|9|15|
206|10|10|
206|11|2|
206|12|1070|
206|13|538|
206|14|13|
206|15|962|
206|16|3542|
206|17|2319|
206|18|7|
206|19|10|
206|20|8|
206|21|203|
206|22|660|
206|23|1281|
206|24|14|
206|25|882|
207|1|94|
207|2|11|
207|3|6405|
207|4|26|
207|5|4210|
207|6|126|
207|7|13|
207|8|64|
207|9|50|
207|10|14|
207|11|23|
207|12|2277|
207|13|806|
207|14|43|
207|15|1986|
207|16|9297|
207|17|5313|
207|18|16|
207|19|25|
207|20|13|
207|21|328|
207|22|1378|
207|23|2233|
207|24|31|
207|25|1950|
301|1|53|
301|2|6|
301|3|2922|
301|4|19|
301|5|1287|
301|6|111|
301|7|12|
