PS|PC_HL|P_HL_KAN|DAT_AKT
1|1|602|01.10.2023 01:50:00
1|2|258|
1|3|223|
1|4|188|
1|5|197|
1|6|123|
1|7|142|
1|8|169|
1|9|126|
1|10|184|
1|11|85|
1|12|106|
1|13|127|
1|14|72|
1|15|132|
1|16|119|
1|17|117|
1|18|207|
1|19|63|
1|20|69|
1|21|84|
1|22|43|
1|23|43|
1|24|43|
1|25|33|
1|26|41|
1|27|81|
1|28|51|
1|29|37|
1|30|42|
1|31|40|
1|32|30|
1|33|25|
1|34|44|
1|35|23|
1|36|62|
1|37|64|
1|38|13|
1|39|19|
1|40|63|
1|41|38|
1|42|23|
1|43|15|
1|44|38|
1|45|17|
1|46|23|
1|47|30|
1|48|21|
1|49|16|
1|50|16|
1|51|36|
1|52|30|
1|53|27|
1|54|41|
1|55|29|
1|56|38|
1|57|27|
1|58|53|
1|59|20|
1|60|42|
2|1|58|
2|2|56|
2|3|180|
2|4|52|
2|5|34|
2|6|29|
2|7|31|
2|8|42|
2|9|31|
2|10|26|
2|11|9|
2|12|21|
2|13|13|
2|14|25|
2|15|15|
2|16|24|
2|17|26|
2|18|44|
2|19|25|
2|20|10|
2|21|27|
2|22|18|
2|23|6|
2|24|6|
2|25|6|
2|26|5|
2|27|7|
2|28|12|
2|29|10|
2|30|9|
2|31|8|
2|32|10|
2|33|6|
2|34|5|
2|35|9|
2|36|18|
2|37|6|
2|38|12|
2|39|17|
2|40|3|
2|41|2|
2|42|11|
2|43|6|
2|44|2|
2|45|4|
2|46|11|
2|47|10|
2|48|4|
2|49|7|
2|50|8|
2|51|1|
2|52|6|
2|53|8|
2|54|3|
2|55|8|
2|56|5|
2|57|2|
2|58|21|
2|59|4|
2|60|5|
2|61|4|
2|62|6|
2|63|4|
2|64|8|
2|65|2|
2|66|8|
2|67|2|
2|68|5|
2|69|4|
2|70|20|
3|1|51735|
3|2|17507|
3|3|20844|
3|4|10461|
3|5|10032|
3|6|4367|
3|7|2276|
3|8|2821|
3|9|4680|
3|10|5232|
3|11|3064|
3|12|3330|
3|13|4376|
3|14|1759|
3|15|10100|
3|16|940|
3|17|5874|
3|18|2076|
3|19|1948|
3|20|1111|
3|21|1078|
3|22|868|
3|23|482|
3|24|2358|
3|25|1882|
3|26|430|
3|27|488|
3|28|750|
3|29|265|
3|30|631|
3|31|1235|
3|32|504|
3|33|206|
3|34|226|
3|35|1419|
3|36|912|
3|37|945|
3|38|620|
3|39|454|
3|40|743|
3|41|421|
3|42|719|
3|43|255|
3|44|440|
3|45|336|
3|46|402|
3|47|436|
3|48|116|
3|49|645|
3|50|141|
3|51|221|
3|52|1033|
3|53|458|
3|54|117|
3|55|272|
3|56|200|
3|57|115|
3|58|635|
3|59|52|
3|60|531|
3|61|289|
3|62|128|
3|63|316|
3|64|311|
3|65|151|
3|66|218|
3|67|222|
3|68|215|
3|69|343|
3|70|135|
3|71|156|
3|72|48|
3|73|71|
3|74|85|
3|75|186|
3|76|204|
3|77|307|
3|78|137|
3|79|259|
3|80|182|
3|81|227|
3|82|189|
3|83|136|
3|84|132|
3|85|83|
3|86|34|
3|87|151|
3|88|122|
3|89|178|
3|90|63|
3|91|207|
3|92|127|
3|93|157|
3|94|81|
3|95|169|
3|96|33|
3|97|180|
3|98|101|
3|99|43|
3|100|270|
3|101|232|
3|102|148|
3|103|90|
3|104|273|
3|105|91|
3|106|51|
3|107|35|
3|108|31|
3|109|250|
3|110|32|
3|111|42|
3|112|73|
3|113|90|
3|114|15|
3|115|102|
3|116|172|
3|117|25|
3|118|138|
3|119|136|
3|120|66|
3|121|69|
3|122|48|
3|123|29|
3|124|104|
3|125|21|
3|126|253|
3|127|181|
3|128|134|
3|129|127|
3|130|37|
3|131|102|
3|132|82|
3|133|133|
3|134|144|
3|135|56|
3|136|43|
3|137|106|
3|138|794|
3|139|86|
3|140|271|
3|141|149|
3|142|24|
3|143|89|
3|144|66|
3|145|69|
3|146|65|
3|147|172|
3|148|144|
3|149|224|
3|150|612|
4|1|133|
4|2|66|
4|3|78|
4|4|52|
4|5|18|
4|6|33|
4|7|29|
4|8|17|
4|9|23|
4|10|15|
4|11|9|
4|12|4|
4|13|15|
4|14|14|
4|15|3|
4|16|15|
4|17|13|
4|18|17|
4|19|20|
4|20|6|
4|21|6|
4|22|5|
4|23|8|
4|24|27|
4|25|11|
4|26|6|
4|27|9|
4|28|11|
4|29|12|
4|30|14|
4|31|10|
4|32|3|
4|33|4|
4|34|13|
4|35|5|
4|36|6|
4|37|4|
4|38|4|
4|39|4|
4|40|7|
4|41|5|
4|42|4|
4|43|5|
4|44|9|
4|45|2|
4|46|1|
4|47|6|
4|48|19|
4|49|2|
4|50|7|
4|51|6|
4|52|5|
4|53|4|
4|54|10|
4|55|8|
4|56|3|
4|57|8|
4|58|3|
4|59|5|
4|60|13|
4|61|6|
4|62|4|
4|63|3|
4|64|6|
4|65|4|
4|66|7|
4|67|13|
4|68|10|
4|69|4|
4|70|5|
4|71|1|
4|72|0|
4|73|3|
4|74|9|
4|75|0|
4|76|5|
4|77|2|
4|78|5|
4|79|3|
4|80|7|
4|81|3|
4|82|4|
4|83|4|
4|84|2|
4|85|2|
4|86|4|
4|87|0|
4|88|3|
4|89|2|
4|90|3|
4|91|1|
4|92|5|
4|93|6|
4|94|3|
4|95|4|
4|96|2|
4|97|2|
4|98|1|
4|99|2|
4|100|0|
4|101|0|
4|102|0|
4|103|3|
4|104|0|
4|105|3|
4|106|2|
4|107|1|
4|108|0|
4|109|1|
4|110|4|
4|111|0|
4|112|0|
4|113|0|
4|114|0|
4|115|1|
4|116|1|
4|117|0|
4|118|1|
4|119|0|
4|120|1|
4|121|0|
4|122|1|
4|123|1|
4|124|0|
4|125|1|
4|126|0|
4|127|0|
4|128|1|
4|129|0|
4|130|1|
4|131|1|
4|132|0|
4|133|1|
4|134|0|
4|135|0|
4|136|1|
4|137|0|
4|138|1|
4|139|1|
4|140|1|
4|141|0|
4|142|0|
4|143|2|
4|144|2|
4|145|1|
4|146|0|
4|147|2|
4|148|4|
5|1|15709|
5|2|1818|
5|3|1169|
5|4|1146|
5|5|2998|
5|6|838|
5|7|1690|
5|8|686|
5|9|5698|
5|10|4505|
5|11|7240|
5|12|675|
5|13|2220|
5|14|747|
5|15|1554|
5|16|1587|
5|17|531|
5|18|11776|
5|19|433|
5|20|305|
5|21|224|
5|22|530|
5|23|2437|
5|24|854|
5|25|993|
5|26|171|
5|27|329|
5|28|305|
5|29|319|
5|30|839|
5|31|299|
5|32|407|
5|33|338|
5|34|191|
5|35|299|
5|36|564|
5|37|568|
5|38|321|
5|39|312|
5|40|165|
5|41|347|
5|42|331|
5|43|320|
5|44|157|
5|45|226|
5|46|196|
5|47|278|
5|48|372|
5|49|259|
5|50|292|
5|51|660|
5|52|220|
5|53|389|
5|54|3922|
5|55|92|
5|56|152|
5|57|438|
5|58|4270|
5|59|434|
5|60|179|
5|61|106|
5|62|241|
5|63|103|
5|64|61|
5|65|69|
5|66|385|
5|67|142|
5|68|115|
5|69|392|
5|70|262|
5|71|297|
5|72|222|
5|73|180|
5|74|181|
5|75|65|
5|76|95|
5|77|49|
5|78|55|
5|79|57|
5|80|106|
5|81|107|
5|82|126|
5|83|69|
5|84|57|
5|85|101|
5|86|140|
5|87|203|
5|88|96|
5|89|164|
5|90|116|
5|91|158|
5|92|37|
5|93|70|
5|94|104|
5|95|80|
5|96|67|
5|97|105|
5|98|86|
5|99|266|
5|100|139|
5|101|51|
5|102|85|
5|103|136|
5|104|47|
5|105|88|
5|106|43|
5|107|51|
5|108|110|
5|109|38|
5|110|90|
5|111|197|
5|112|49|
5|113|87|
5|114|23|
5|115|51|
5|116|23|
5|117|124|
5|118|82|
5|119|78|
5|120|125|
5|121|138|
5|122|35|
5|123|32|
5|124|23|
5|125|41|
5|126|39|
5|127|66|
5|128|92|
5|129|137|
5|130|106|
5|131|2644|
5|132|81|
5|133|77|
5|134|146|
5|135|51|
5|136|80|
5|137|96|
5|138|332|
5|139|186|
5|140|295|
5|141|68|
5|142|122|
5|143|656|
5|144|432|
5|145|408|
5|146|2260|
5|147|7739|
5|148|2451|
5|149|5796|
5|150|39007|
6|1|1034|
6|2|474|
6|3|277|
6|4|228|
6|5|98|
6|6|75|
6|7|140|
6|8|152|
6|9|67|
6|10|134|
6|11|85|
6|12|42|
6|13|57|
6|14|75|
6|15|52|
6|16|90|
6|17|43|
6|18|50|
6|19|28|
6|20|70|
6|21|52|
6|22|35|
6|23|52|
6|24|78|
6|25|8|
6|26|13|
6|27|21|
6|28|18|
6|29|13|
6|30|33|
6|31|15|
6|32|40|
6|33|17|
6|34|20|
6|35|25|
6|36|38|
6|37|33|
6|38|9|
6|39|21|
6|40|50|
6|41|11|
6|42|19|
6|43|12|
6|44|21|
6|45|31|
6|46|16|
6|47|20|
6|48|33|
6|49|12|
6|50|29|
6|51|33|
6|52|28|
6|53|23|
6|54|14|
6|55|12|
6|56|31|
6|57|27|
6|58|22|
6|59|37|
6|60|15|
6|61|17|
6|62|27|
6|63|12|
6|64|12|
6|65|22|
6|66|28|
6|67|19|
6|68|20|
6|69|49|
6|70|16|
6|71|25|
6|72|6|
6|73|13|
6|74|46|
6|75|40|
6|76|16|
6|77|32|
6|78|19|
6|79|23|
6|80|26|
6|81|88|
7|1|426|
7|2|189|
7|3|193|
7|4|95|
7|5|79|
7|6|22|
7|7|71|
7|8|22|
7|9|28|
7|10|48|
7|11|10|
7|12|48|
7|13|55|
7|14|45|
7|15|34|
7|16|16|
7|17|7|
7|18|54|
7|19|33|
7|20|31|
7|21|12|
7|22|13|
7|23|23|
7|24|29|
7|25|11|
7|26|9|
7|27|32|
7|28|5|
7|29|30|
7|30|29|
7|31|18|
7|32|53|
7|33|32|
7|34|31|
7|35|9|
7|36|3|
7|37|6|
7|38|23|
7|39|2|
7|40|16|
7|41|7|
7|42|15|
7|43|13|
7|44|9|
7|45|2|
7|46|3|
7|47|6|
7|48|2|
7|49|10|
7|50|9|
7|51|4|
7|52|18|
7|53|8|
7|54|7|
7|55|7|
7|56|4|
7|57|5|
7|58|20|
7|59|6|
7|60|6|
7|61|4|
7|62|4|
7|63|7|
7|64|13|
7|65|5|
7|66|0|
7|67|27|
7|68|8|
7|69|3|
7|70|4|
7|71|10|
7|72|39|
7|73|9|
7|74|1|
7|75|5|
7|76|17|
7|77|6|
7|78|6|
7|79|4|
7|80|0|
7|81|0|
7|82|5|
7|83|0|
7|84|1|
7|85|0|
7|86|2|
7|87|8|
7|88|0|
7|89|0|
7|90|5|
7|91|0|
7|92|0|
7|93|0|
7|94|1|
7|95|1|
7|96|3|
7|97|0|
7|98|2|
7|99|0|
7|100|6|
7|101|0|
7|102|3|
7|103|1|
7|104|0|
7|105|0|
7|106|6|
7|107|0|
7|108|0|
7|109|0|
