OKRES|PS|P_HL_PS|DAT_AKT
101|1|19|01.10.2023 03:40:00
101|2|7|
101|3|5420|
101|4|2|
101|5|543|
101|6|11|
101|7|13|
101|9|49|
101|10|6|
101|11|4|
101|12|2000|
101|13|152|
101|14|7|
101|15|414|
101|16|1913|
101|17|853|
101|18|59|
101|19|6|
101|20|2|
101|21|38|
101|22|591|
101|23|691|
101|24|4|
101|25|207|
102|1|102|
102|2|6|
102|3|11539|
102|4|20|
102|5|2003|
102|6|44|
102|7|34|
102|8|6|
102|9|141|
102|10|21|
102|11|5|
102|12|4645|
102|13|502|
102|14|19|
102|15|1348|
102|16|6281|
102|17|3368|
102|18|283|
102|19|28|
102|20|7|
102|21|156|
102|22|1396|
102|23|1577|
102|24|23|
102|25|978|
103|1|36|
103|2|7|
103|3|5700|
103|4|7|
103|5|909|
103|6|26|
103|7|8|
103|8|2|
103|9|45|
103|10|4|
103|11|4|
103|12|2437|
103|13|196|
103|14|21|
103|15|716|
103|16|2989|
103|17|1579|
103|18|78|
103|19|9|
103|20|3|
103|21|93|
103|22|782|
103|23|793|
103|24|14|
103|25|413|
104|1|91|
104|2|9|
104|3|11633|
104|4|16|
104|5|1705|
104|6|67|
104|7|23|
104|8|10|
104|9|97|
104|10|15|
104|11|7|
104|12|4776|
104|13|584|
104|14|41|
104|15|1549|
104|16|6144|
104|17|3470|
104|18|94|
104|19|20|
104|20|9|
104|21|223|
104|22|1723|
104|23|1759|
104|24|32|
104|25|1026|
105|1|83|
105|2|7|
105|3|8182|
105|4|15|
105|5|1670|
105|6|50|
105|7|20|
105|8|7|
105|9|75|
105|10|9|
105|11|9|
105|12|3356|
105|13|490|
105|14|23|
105|15|1241|
105|16|5194|
105|17|2854|
105|18|131|
105|19|22|
105|20|4|
105|21|160|
105|22|1289|
105|23|1302|
105|24|28|
105|25|860|
106|1|156|
106|2|10|
106|3|8176|
106|4|38|
106|5|3368|
106|6|135|
106|7|13|
106|8|16|
106|9|46|
