percentage,id
0.31,1
0.06,2
16.90,3
0.08,4
9.04,5
0.34,6
0.11,7
0.04,8
0.26,9
0.04,10
0.04,11
6.14,12
2.25,13
0.09,14
5.68,15
23.36,16
15.02,17
4.46,18
0.07,19
0.02,20
0.85,21
2.92,22
6.92,23
0.08,24
4.81,25
