percentage,id
0.32,1
0.06,2
15.84,3
0.08,4
9.31,5
0.35,6
0.12,7
0.04,8
0.25,9
0.04,10
0.04,11
5.71,12
2.30,13
0.09,14
5.79,15
23.67,16
15.38,17
4.55,18
0.08,19
0.02,20
0.88,21
2.82,22
7.12,23
0.08,24
4.94,25
