,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,101,135.4869729740521,16.37267205229026,6576.018202150317,16.37267205229026,3576.631024825234,81.8633602614513,163.7267205229026,114.6158910568726,152.46925501264604,109.1511470152684,16.37267205229026,2631.0964606440634,541.5766085615093,16.37267205229026,951.3263455486232,4832.971906174853,3101.4477869687107,254.36294724420964,114.6158910568726,16.37267205229026,237.9157196523747,1359.7443934464916,1722.216493578487,16.37267205229026,1201.9426256026456
1,102,306.9042243829152,,18586.192834499725,28.247801175043584,8576.456408894872,130.12458835350816,114.26506754769578,33.45788589224035,373.2403814071906,111.71734185265291,,8018.665649941108,1397.4540526879052,74.90284885094242,2696.1793748146188,12274.65843616048,8063.431247530433,682.6923314851487,234.20520124568247,,495.0769720651463,3156.7648328678147,4671.87408182749,,2476.019974856654
2,103,218.4187653898534,,10601.209440039338,,5765.8925839828635,,,184.77246091765966,245.79592937064697,,,4241.594803845458,873.0765151029188,,1533.634720124465,7791.241724122984,4999.848927767649,410.05891325540836,184.77246091765966,,383.54431140226546,2192.0461070396545,2776.3879582245663,,1937.653625222306
3,104,266.5451450055651,37.38805339653552,16142.03738685621,24.533107276152265,7448.619587231886,113.01270727443952,99.23877411531237,29.058045925102963,324.1578436534881,97.02608409390578,37.38805339653552,6964.180446561745,1213.6834996691816,65.05283773283828,2341.621474471247,10660.493902743134,7003.059196845157,592.9156786804598,203.40632147572077,37.38805339653552,429.9724566299144,2741.6381831075914,4057.5047707221174,37.38805339653552,2150.413877690443
4,105,345.04995228312947,,15775.757847119965,,8464.11874429384,163.1627867161616,,,363.77433113393573,,,6773.684186508302,1242.5980412108863,,2289.4977455985777,10727.911273662881,7493.150098265498,666.3244267520939,,,541.5983105292605,3227.90863930211,4417.154019697604,66.27533447913642,2453.6904295648515
5,106,122.97555097210221,23.057915807269165,7964.054128125429,46.11583161453833,3984.1314863123657,161.40541065088416,46.11583161453833,23.057915807269165,46.11583161453833,15.371943871512777,15.371943871512777,3303.2988905501265,1398.8468923076628,84.54569129332029,1894.9160658004976,10367.075369222814,5958.57967037635,23.057915807269165,38.42985967878194,,397.0963814361335,1412.0972356550158,1698.5997978021617,7.685971935756388,2229.31301858882
6,107,200.24208289845228,,9362.740485539423,,3552.509420434514,129.9510865183294,37.71689411802214,,195.09929104253084,50.746535022862425,130.8415158774843,4393.168786521497,806.1111234497304,92.23419240030726,2454.2827191955134,7437.218549203136,4381.261636018684,200.5874054285257,,,274.73785662878845,2094.217095460238,2887.73650392972,31.202073665601997,1690.9978182072905
7,108,177.5320662086543,29.04252084066275,11430.398633664916,27.40405025832386,5554.548718146125,112.89314219797322,211.04004915489645,,103.51226834537714,,111.89623173570618,4174.501607997402,1531.3498733014585,,2329.349103290708,10327.982843713904,5810.070577480994,5637.0079659942285,,,250.28462875609853,2611.8649506549373,4467.760091389665,,2161.823239421401
8,201,180.62239546592733,,6207.300856916911,20.0691550517697,3934.0944236576706,105.36306402179093,525.0113066703175,30.10373257765455,1386.2658097474673,15.051866288827275,5.017288762942425,1525.353207499069,883.0428222778669,20.0691550517697,595.7481084722892,7162.010618337116,2938.1417507500937,36278.87119126351,15.051866288827275,,154.62164647372396,466.3849735159024,371.2793684577395,5.017288762942425,823.1328826983539
9,202,78.72034577216388,19.68008644304097,6864.360406406092,19.68008644304097,4853.221073016144,265.6811669810531,116.79955435759821,19.68008644304097,379.5985516621942,19.68008644304097,,2378.1859360012595,1092.2447975887737,9.840043221520485,1917.5987832616327,9476.493588024232,5489.265738307983,11504.756104223425,39.36017288608194,19.68008644304097,285.4100514621965,1431.2159705346946,1741.6876502091256,39.36017288608194,1855.1653345042773
10,203,108.34493815038695,24.07665292230821,4477.139125625585,12.038326461154105,1645.631744271008,132.42159107269518,36.11497938346231,12.038326461154105,60.191632305770526,12.038326461154105,,974.2139926084366,613.9546495188594,36.11497938346231,1243.9222823679765,7272.4247367831385,3597.233062757969,36.11497938346231,,12.038326461154105,207.3203803946628,447.6118344417142,1071.4110550427154,12.038326461154105,1265.745480304257
