percentage,id
0.38,1
0.08,2
12.58,3
0.09,4
8.96,5
0.39,6
0.16,7
0.04,8
0.31,9
0.05,10
0.05,11
4.50,12
2.59,13
0.09,14
5.97,15
24.67,16
16.72,17
5.86,18
0.09,19
0.02,20
0.95,21
2.47,22
7.47,23
0.07,24
5.33,25
