percentage,id
0.32,1
0.06,2
16.37,3
0.08,4
9.15,5
0.34,6
0.11,7
0.04,8
0.25,9
0.04,10
0.04,11
5.92,12
2.28,13
0.09,14
5.74,15
23.58,16
15.22,17
4.45,18
0.07,19
0.02,20
0.87,21
2.87,22
7.01,23
0.08,24
4.88,25
