percentage,id
0.38,1
0.08,2
13.02,3
0.08,4
9.07,5
0.38,6
0.15,7
0.04,8
0.30,9
0.04,10
0.04,11
4.66,12
2.55,13
0.09,14
5.93,15
24.52,16
16.51,17
5.69,18
0.08,19
0.03,20
0.93,21
2.52,22
7.44,23
0.07,24
5.29,25
