percentage,id
0.41,1
0.11,2
11.11,3
0.10,4
8.99,5
0.43,6
0.18,7
0.05,8
0.28,9
0.05,10
0.05,11
4.00,12
2.60,13
0.09,14
6.07,15
25.43,16
17.43,17
5.99,18
0.10,19
0.02,20
1.04,21
2.28,22
7.45,23
0.06,24
5.55,25
