percentage,id
7.02,1
4.98,2
9.25,3
3.38,4
9.86,5
2.69,6
1.58,7
1.06,8
2.81,9
1.55,10
1.31,11
3.61,12
5.17,13
1.26,14
3.82,15
18.36,16
7.63,17
2.59,18
1.72,19
0.97,20
1.26,21
1.62,22
2.66,23
1.83,24
1.89,25
