percentage,id
0.35,1
0.07,2
14.23,3
0.08,4
9.62,5
0.36,6
0.13,7
0.04,8
0.27,9
0.04,10
0.04,11
5.09,12
2.41,13
0.09,14
5.81,15
23.86,16
15.90,17
5.15,18
0.07,19
0.02,20
0.89,21
2.64,22
7.52,23
0.07,24
5.11,25
