percentage,id
0.31,1
0.06,2
17.95,3
0.08,4
8.90,5
0.33,6
0.11,7
0.04,8
0.26,9
0.04,10
0.04,11
6.31,12
2.21,13
0.09,14
5.62,15
22.94,16
14.70,17
4.39,18
0.07,19
0.02,20
0.84,21
2.92,22
6.82,23
0.08,24
4.75,25
