percentage,id
0.31,1
0.06,2
16.95,3
0.08,4
9.03,5
0.33,6
0.11,7
0.04,8
0.26,9
0.04,10
0.04,11
6.17,12
2.25,13
0.09,14
5.68,15
23.34,16
15.00,17
4.45,18
0.07,19
0.02,20
0.85,21
2.92,22
6.91,23
0.08,24
4.80,25
