percentage,id
0.37,1
0.08,2
13.37,3
0.08,4
9.05,5
0.37,6
0.15,7
0.04,8
0.30,9
0.04,10
0.04,11
4.80,12
2.54,13
0.09,14
5.91,15
24.34,16
16.45,17
5.38,18
0.08,19
0.03,20
0.93,21
2.57,22
7.51,23
0.06,24
5.28,25
