percentage,id
0.56,1
0.20,2
8.29,3
0.11,4
7.04,5
0.53,6
0.47,7
0.04,8
0.23,9
0.07,10
0.10,11
2.93,12
3.32,13
0.10,14
6.33,15
24.63,16
18.05,17
11.11,18
0.10,19
0.05,20
1.12,21
1.44,22
6.68,23
0.05,24
6.33,25
