percentage,id
0.34,1
0.07,2
14.43,3
0.08,4
9.65,5
0.36,6
0.13,7
0.04,8
0.28,9
0.04,10
0.04,11
5.19,12
2.39,13
0.09,14
5.77,15
23.74,16
15.74,17
5.22,18
0.07,19
0.02,20
0.88,21
2.68,22
7.47,23
0.07,24
5.08,25
