percentage,id
0.33,1
0.07,2
15.08,3
0.08,4
9.54,5
0.35,6
0.13,7
0.04,8
0.26,9
0.04,10
0.04,11
5.41,12
2.34,13
0.09,14
5.76,15
23.72,16
15.51,17
5.07,18
0.07,19
0.02,20
0.88,21
2.75,22
7.22,23
0.08,24
4.99,25
