percentage,id
0.43,1
0.13,2
10.42,3
0.10,4
8.58,5
0.42,6
0.20,7
0.06,8
0.29,9
0.04,10
0.05,11
3.79,12
2.84,13
0.08,14
6.12,15
25.82,16
18.19,17
5.94,18
0.11,19
0.02,20
1.04,21
2.21,22
7.37,23
0.07,24
5.55,25
