percentage,id
0.36,1
0.07,2
13.87,3
0.09,4
9.51,5
0.37,6
0.14,7
0.04,8
0.29,9
0.04,10
0.04,11
5.00,12
2.45,13
0.09,14
5.89,15
24.06,16
16.12,17
5.19,18
0.07,19
0.02,20
0.91,21
2.60,22
7.42,23
0.07,24
5.18,25
