percentage,id
0.32,1
0.06,2
16.05,3
0.08,4
9.24,5
0.34,6
0.11,7
0.04,8
0.25,9
0.04,10
0.04,11
5.80,12
2.29,13
0.09,14
5.78,15
23.64,16
15.33,17
4.48,18
0.07,19
0.02,20
0.87,21
2.83,22
7.08,23
0.08,24
4.92,25
