percentage,id
0.37,1
0.08,2
12.67,3
0.09,4
8.93,5
0.39,6
0.16,7
0.04,8
0.31,9
0.05,10
0.04,11
4.52,12
2.59,13
0.09,14
5.96,15
24.72,16
16.69,17
5.85,18
0.09,19
0.02,20
0.95,21
2.47,22
7.39,23
0.07,24
5.33,25
