percentage,id
0.33,1
0.06,2
15.33,3
0.08,4
9.46,5
0.35,6
0.12,7
0.04,8
0.26,9
0.04,10
0.04,11
5.50,12
2.33,13
0.09,14
5.77,15
23.70,16
15.46,17
4.89,18
0.07,19
0.02,20
0.88,21
2.77,22
7.21,23
0.08,24
4.97,25
