percentage,id
0.46,1
0.15,2
10.00,3
0.10,4
7.92,5
0.43,6
0.25,7
0.06,8
0.26,9
0.04,10
0.06,11
3.64,12
2.83,13
0.10,14
6.09,15
26.03,16
18.45,17
6.55,18
0.12,19
0.03,20
1.03,21
2.22,22
7.40,23
0.06,24
5.61,25
