percentage,id
0.12,1
0.51,2
9.83,3
0.12,4
3.44,5
0.38,6
0.38,7
0.12,8
0.25,9
0.12,10
0,11
3.32,12
4.08,13
0.25,14
6.25,15
22.60,16
19.54,17
4.59,18
0.25,19
0,20
2.17,21
1.53,22
9.19,23
0,24
10.85,25
