percentage,id
0.42,1
0.12,2
10.80,3
0.10,4
8.68,5
0.42,6
0.19,7
0.05,8
0.29,9
0.05,10
0.05,11
3.86,12
2.71,13
0.09,14
6.13,15
25.46,16
17.86,17
6.12,18
0.11,19
0.02,20
1.05,21
2.24,22
7.49,23
0.07,24
5.50,25
