percentage,id
0.37,1
0.07,2
13.63,3
0.08,4
9.22,5
0.36,6
0.14,7
0.04,8
0.28,9
0.04,10
0.04,11
4.92,12
2.49,13
0.09,14
5.89,15
24.27,16
16.31,17
5.09,18
0.07,19
0.02,20
0.92,21
2.60,22
7.62,23
0.06,24
5.22,25
