percentage,id
0.33,1
0.06,2
15.58,3
0.08,4
9.41,5
0.35,6
0.12,7
0.04,8
0.26,9
0.04,10
0.04,11
5.60,12
2.31,13
0.09,14
5.78,15
23.67,16
15.42,17
4.73,18
0.07,19
0.02,20
0.88,21
2.79,22
7.17,23
0.08,24
4.95,25
