id,votes,percentage,sloped_percentage,lo,hi,sloped_lo,sloped_hi,abbreviation
1,inf,,,,,,,Piráti
2,inf,,,,,,,PRINCÍP
3,inf,,,,,,,PS
4,inf,,,,,,,SOS
5,inf,,,,,,,OĽaNO
6,inf,,,,,,,KSS
7,inf,,,,,,,Maďarské fórum
8,inf,,,,,,,Vlastenecký blok
9,inf,,,,,,,Modrí
10,inf,,,,,,,SPRAVODLIVOSŤ
11,inf,,,,,,,SHO
12,inf,,,,,,,SaS
13,inf,,,,,,,SME Rodina
14,inf,,,,,,,MySlovensko
15,inf,,,,,,,SNS
16,inf,,,,,,,SMER-SD
17,inf,,,,,,,HLAS-SD
18,inf,,,,,,,Aliancia
19,inf,,,,,,,SRDCE - SNJ
20,771.9901501930987,0.0,0.0,0.0,0.0,0.0,0.0,SDKÚ - DS
21,inf,,,,,,,ĽSNS
22,inf,,,,,,,Demokrati
23,inf,,,,,,,KDH
24,inf,,,,,,,KARMA
25,inf,,,,,,,Republika
