percentage,id
0.31,1
0.06,2
17.03,3
0.08,4
9.01,5
0.33,6
0.11,7
0.04,8
0.26,9
0.04,10
0.04,11
6.20,12
2.24,13
0.09,14
5.66,15
23.30,16
14.96,17
4.47,18
0.07,19
0.02,20
0.85,21
2.93,22
6.89,23
0.08,24
4.79,25
