,code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,101,,20.129482899493862,10059.546744482546,,1169.4580226447888,,,,109.08881055209578,,,3929.794532507641,253.89121979684197,,924.6575370606212,4523.289608963686,2451.900884789962,39.609627640939536,,,112.33550134233673,1449.9721069216064,1297.377639780282,20.129482899493862,770.7643936032005
1,102,230.6418413057609,,23052.84375052985,34.247563247559754,4601.628882226991,77.58622792227688,151.4802639233034,19.39655698056922,280.95476494656566,67.32456174369041,19.39655698056922,10018.503780181267,1290.5113253104826,33.662280871845205,2757.08477432428,12529.193218597979,7563.296547701814,628.287813927181,113.0481452960911,34.247563247559754,170.02346211154426,2621.587632212232,3488.1152779941403,34.247563247559754,1841.1798022758844
2,103,63.82561059274746,12.76512211854949,8769.6388954435,12.76512211854949,1161.6261127880039,51.06048847419796,,12.76512211854949,38.295366355648476,,12.76512211854949,3152.9851632817245,204.24195389679184,,944.6190367726623,3906.127368276145,2055.184661086468,12.76512211854949,25.53024423709898,12.76512211854949,102.12097694839592,1314.8075782105975,995.6795252468603,12.76512211854949,791.4375713500685
3,104,133.38329961360026,,21112.359390028854,,3300.044008485052,,,,,90.04829816121271,,7893.8347876032,1219.2515825821927,180.09659632242543,3062.656705385721,9915.998140557276,5887.796588365158,138.7367643011181,,,309.4647974203873,3564.1338753684936,2857.1959114510646,98.71529845169023,2438.3736458574294
4,105,208.39155355177846,,21745.56482549147,,3232.9101591910003,166.71324284142278,58.24349483988982,,125.03493213106708,,41.678310710355696,8123.1347824949735,751.6735949189286,,2660.091874800133,11956.24921596841,6370.925530154317,160.42718368488832,,,333.42648568284557,3563.408640608793,2521.4508728499004,75.60656013165074,2448.342266356873
5,106,117.13874086049672,14.64234260756209,5749.559863902714,53.688589561060994,2694.1910397914244,141.54264520643352,34.16546608431154,14.64234260756209,34.16546608431154,14.64234260756209,9.761561738374725,2367.178721555871,1054.2486677444704,53.688589561060994,1698.5117424772022,8951.352114089623,5339.574270890976,19.52312347674945,29.28468521512418,,346.53544171230277,1029.8447633985336,1449.5919181486468,4.880780869187363,1908.385319852259
6,107,183.88546345175715,,8668.32979652255,,2611.8802171261646,105.61820499055817,20.45021661315175,,108.143920440084,23.985320628264862,63.5389050846486,3647.4306041149343,982.1322959866862,93.83552228931786,2900.508070547989,9338.617019772873,4742.7642355355765,156.54050101721833,,,276.46112006372226,1664.6580617329537,2702.332161229927,39.13362923059949,1935.6418115770198
7,108,166.59096448833787,18.510107165370876,8422.098760243749,18.510107165370876,4072.223576381593,92.55053582685439,166.59096448833787,,74.0404286614835,,74.0404286614835,3165.22832527842,1351.2378230720742,,1962.071359529313,8718.260474889685,4794.1177558310565,5793.663542761085,,,166.59096448833787,2036.1117881907965,3590.96079008195,,1721.4399663794918
8,201,171.10490755129285,,5713.23459604195,25.03974256848188,3630.7626724298725,95.98567984584722,467.4085279449951,41.73290428080313,1164.3480294344076,16.693161712321256,4.173290428080314,1289.546742276817,792.9251813352595,20.866452140401567,642.6867259243684,7683.027678095857,3033.982141214388,32213.628814351934,20.866452140401567,8.346580856160628,150.23845541089128,404.8091715237904,363.0762672429873,4.173290428080314,918.1238941776691
9,202,99.0754799207973,15.242381526276509,6432.285004088689,22.86357228941477,4626.062793224921,213.39334136787113,145.84736019392798,15.242381526276509,416.7067434112228,15.242381526276509,22.86357228941477,2164.4181767312643,1166.042186760153,30.484763052553017,1928.1612630739787,10341.955865578611,5647.302355485447,11438.600106638065,38.10595381569128,30.484763052553017,312.4688212886685,1310.84481125978,1730.010303232384,53.34833534196778,2111.0698413892965
