percentage,id
0.46,1
0.21,2
10.72,3
0.08,4
5.53,5
0.59,6
0.38,7
0.04,8
0.12,9
0.12,10
0.17,11
3.57,12
3.57,13
0.17,14
6.55,15
24.34,16
19.10,17
6.51,18
0.08,19
0.12,20
1.44,21
1.48,22
7.06,23
0.04,24
7.44,25
