,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes
id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
code,,,,,,,,,,,,,,,,,,,,,,,,,
403,54.35384008967484,54.35384008967484,18154.182589951397,54.35384008967484,7999.073466530481,271.7692004483742,543.5384008967484,54.35384008967484,905.897334827914,362.3589339311656,54.35384008967484,6223.514690267769,3605.471392615098,54.35384008967484,4719.725114453432,17347.93396195455,10553.7039507452,2717.692004483742,54.35384008967484,54.35384008967484,969.3101482658681,3215.9355386390944,5933.627543122837,54.35384008967484,6576.814650850655
404,41.12742358688064,41.12742358688064,13736.559478018133,41.12742358688064,6052.585837869267,205.6371179344032,411.2742358688064,41.12742358688064,685.457059781344,274.18282391253763,41.12742358688064,4709.090000697833,2728.1190979297494,41.12742358688064,3571.231281460802,13126.502694812736,7985.574746452658,2056.371179344032,41.12742358688064,41.12742358688064,733.4390539660382,2433.372562223771,4489.743741567803,41.12742358688064,4976.418254012558
405,15.2071001668743,15.2071001668743,5079.1714557360165,15.2071001668743,2237.9782412250015,76.0355008343715,152.071001668743,15.2071001668743,253.451669447905,101.38066777916201,15.2071001668743,1741.2129691071073,1008.737644402662,15.2071001668743,1320.483197823585,4853.599469927381,2952.7119490680934,760.355008343715,15.2071001668743,15.2071001668743,271.1932863092584,899.7534265400627,1660.1084348837778,15.2071001668743,1840.0591201917903
406,23.083192384150436,23.083192384150436,7709.786256306246,23.083192384150436,3397.0764792008063,115.4159619207522,230.8319238415044,23.083192384150436,384.719873069174,153.8879492276696,23.083192384150436,2643.0255279852254,1531.1850948153126,23.083192384150436,2004.3905386903966,7367.385569274681,4481.986521255877,1154.159619207522,23.083192384150436,23.083192384150436,411.65026418401624,1365.7555493955676,2519.9151686030896,23.083192384150436,2793.066278482203
407,13.752606198564179,13.752606198564179,4593.370470320436,13.752606198564179,2023.9252122220284,68.7630309928209,137.5260619856418,13.752606198564179,229.210103309403,91.68404132376119,13.752606198564179,1574.6734097355984,912.256211171424,13.752606198564179,1194.1846382419897,4389.373478375067,2670.297703554545,687.6303099282089,13.752606198564179,13.752606198564179,245.25481054106123,813.6958667483805,1501.3261766765895,13.752606198564179,1664.0653500262656
501,10.339611105340978,10.339611105340978,3453.430109183887,10.339611105340978,1521.6461010026808,51.6980555267049,103.3961110534098,10.339611105340978,172.32685175568298,68.9307407022732,10.339611105340978,1183.885471561542,685.8608699876183,10.339611105340978,897.8228976471083,3300.0592111213286,2007.6078229537068,516.9805552670489,10.339611105340978,10.339611105340978,184.38973137858082,611.7603237326746,1128.7408789997237,10.339611105340978,1251.0929437462585
502,26.826274621139454,26.826274621139454,8959.975723460579,26.826274621139454,3947.9334150776904,134.1313731056973,268.2627462113946,26.826274621139454,447.104577018991,178.84183080759638,26.826274621139454,3071.608444120468,1779.4762165355842,26.826274621139454,2329.414846268943,8562.052649913676,5208.768322271245,1341.3137310569728,26.826274621139454,26.826274621139454,478.4018974103204,1587.2212484174179,2928.534979474391,26.826274621139454,3245.979229157874
503,13.176556718207639,13.176556718207639,4400.969943881351,13.176556718207639,1939.1499303628912,65.8827835910382,131.7655671820764,13.176556718207639,219.60927863679402,87.8437114547176,13.176556718207639,1508.7157442347748,874.0449289744402,13.176556718207639,1144.1643416976967,4205.517685894604,2558.4480961186505,658.827835910382,13.176556718207639,13.176556718207639,234.98192814136962,779.6129391606187,1438.4407750710009,13.176556718207639,1594.3633629031244
504,11.051587741280038,11.051587741280038,3691.230305587533,11.051587741280038,1626.4253292583792,55.257938706400196,110.51587741280039,11.051587741280038,184.193129021334,73.6772516085336,11.051587741280038,1265.4067963765644,733.0886535049093,11.051587741280038,959.6462022011501,3527.2984207585455,2145.849953098541,552.5793870640019,11.051587741280038,11.051587741280038,197.0866480528274,653.8856080257356,1206.4649950897376,11.051587741280038,1337.2421166948848
505,24.179926065560394,24.179926065560394,8076.095305897173,24.179926065560394,3558.479119314972,120.899630327802,241.799260655604,24.179926065560394,402.99876775933996,161.19950710373598,24.179926065560394,2768.6015345066653,1603.9350956821731,24.179926065560394,2099.623580026161,7717.42640259136,4694.935644396311,1208.99630327802,24.179926065560394,24.179926065560394,431.2086815024938,1430.6456255456567,2639.641928823677,24.179926065560394,2925.771053932808
506,31.62195848490678,31.62195848490678,10561.734133958866,31.62195848490678,4653.698223695448,158.1097924245339,316.2195848490678,31.62195848490678,527.0326414151131,210.81305656604522,31.62195848490678,3620.714246521826,2097.58991283215,31.62195848490678,2745.840061772739,10092.675083099413,6139.930272486067,1581.097924245339,31.62195848490678,31.62195848490678,563.924926314171,1870.965877023651,3452.0638012689906,31.62195848490678,3826.2569766737206
507,20.024245106236258,20.024245106236258,6688.0978654829105,20.024245106236258,2946.9014048011027,100.1212255311813,200.2424510623626,20.024245106236258,333.737418437271,133.49496737490838,20.024245106236258,2292.7760646640513,1328.2749253803386,20.024245106236258,1738.7719500581818,6391.071563073739,3888.040924794207,1001.2122553118129,20.024245106236258,20.024245106236258,357.09903772788,1184.7678354523118,2185.9800907641247,20.024245106236258,2422.933657854587
508,19.13034894046842,19.13034894046842,6389.536546116452,19.13034894046842,2815.349685738936,95.6517447023421,191.3034894046842,19.13034894046842,318.839149007807,127.5356596031228,19.13034894046842,2190.424953683634,1268.979813051072,19.13034894046842,1661.1519663306744,6105.7697034995035,3714.4760859409516,956.5174470234209,19.13034894046842,19.13034894046842,341.1578894383535,1131.8789789777147,2088.3964260011358,19.13034894046842,2314.772221796679
509,5.375565919217004,5.375565919217004,1795.4390170184793,5.375565919217004,791.1041177781025,26.877829596085018,53.755659192170036,5.375565919217004,89.5927653202834,35.83710612811336,5.375565919217004,615.5022977503469,356.5792059747279,5.375565919217004,466.7783073186765,1715.701455883427,1043.7557159813016,268.7782959608502,5.375565919217004,5.375565919217004,95.86425889270325,318.05431688700605,586.8326128478562,5.375565919217004,650.4434762252574
510,12.431328113978397,12.431328113978397,4152.063590068785,12.431328113978397,1829.477120773821,62.156640569892,124.313281139784,12.431328113978397,207.18880189964,82.875520759856,12.431328113978397,1423.3870690505266,824.6114315605672,12.431328113978397,1079.4536578971242,3967.665556378105,2413.749542130806,621.5664056989199,12.431328113978397,12.431328113978397,221.6920180326148,735.5202467437218,1357.086652442642,12.431328113978397,1504.1907017913863
511,54.97180609893348,54.97180609893348,18360.583237043782,54.97180609893348,8090.017464226377,274.8590304946674,549.7180609893348,54.97180609893348,916.1967683155581,366.47870732622323,54.97180609893348,6294.2717983278835,3646.463137895921,54.97180609893348,4773.385162924057,17545.168113242933,10673.692350876252,2748.5903049466738,54.97180609893348,54.97180609893348,980.3305420976471,3252.4985275202307,6001.088832466905,54.97180609893348,6651.588537970951
601,36.73236161406455,36.73236161406455,12268.608779097562,36.73236161406455,5405.779217536501,183.6618080703228,367.3236161406456,36.73236161406455,612.206026901076,244.8824107604304,36.73236161406455,4205.8554048103915,2436.5799870662827,36.73236161406455,3189.5934001546057,11723.745415155603,7132.200213397536,1836.6180807032279,36.73236161406455,36.73236161406455,655.0604487841514,2173.3313954988193,4009.9494762020477,36.73236161406455,4444.615755301811
602,4.904097600724308,4.904097600724308,1637.9685986419188,4.904097600724308,721.719696906594,24.52048800362154,49.04097600724308,4.904097600724308,81.7349600120718,32.69398400482872,4.904097600724308,561.5191752829332,325.30514084804577,4.904097600724308,425.83914166289406,1565.2244842311748,952.2122841406365,245.20488003621537,4.904097600724308,4.904097600724308,87.45640721291683,290.1591080428548,535.3639880790703,4.904097600724308,593.3958096876412
603,17.396669353842476,17.396669353842476,5810.487564183388,17.396669353842476,2560.2098399071515,86.9833467692124,173.9666935384248,17.396669353842476,289.944489230708,115.9777956922832,17.396669353842476,1991.918641014964,1153.979067138218,17.396669353842476,1510.6107888919887,5552.436968768057,3377.853299537748,869.8334676921239,17.396669353842476,17.396669353842476,310.2406034768576,1029.3029367690133,1899.1364044611373,17.396669353842476,2104.99699181494
604,9.980972417992259,9.980972417992259,3333.644787609415,9.980972417992259,1468.866440847861,49.904862089961306,99.80972417992261,9.980972417992259,166.349540299871,66.5398161199484,9.980972417992259,1142.8213418601138,662.0711703934867,9.980972417992259,866.6811049623279,3185.593696742529,1937.9721444934974,499.048620899613,9.980972417992259,9.980972417992259,177.994008120862,590.540868064542,1089.5894889641552,9.980972417992259,1207.6976625770635
605,6.640316971862459,6.640316971862459,2217.8658686020613,6.640316971862459,977.233314359092,33.2015848593123,66.4031697186246,6.640316971862459,110.671949531041,44.2687798124164,6.640316971862459,760.3162932782516,440.47435913354315,6.640316971862459,576.6008570567236,2119.3678335194345,1289.3282120366275,332.01584859312294,6.640316971862459,6.640316971862459,118.41898599821387,392.8854208351955,724.9012694283185,6.640316971862459,803.4783535953576
606,18.109809237045837,18.109809237045837,6048.67628517331,18.109809237045837,2665.1602593852463,90.5490461852292,181.0980923704584,18.109809237045837,301.830153950764,120.7320615803056,18.109809237045837,2073.5731576417484,1201.2840127240408,18.109809237045837,1572.5351020834805,5780.04744815713,3516.321293526401,905.490461852292,18.109809237045837,18.109809237045837,322.9582647273175,1071.497046525212,1976.9875083775044,18.109809237045837,2191.2869176825466
607,6.061131747960419,6.061131747960419,2024.41800381878,6.061131747960419,891.9965555748418,30.305658739802098,60.611317479604196,6.061131747960419,101.018862466007,40.4075449864028,6.061131747960419,693.9995851414681,402.05507261470785,6.061131747960419,526.3082734478965,1934.5112162240337,1176.8697477289816,303.05658739802095,6.061131747960419,6.061131747960419,108.0901828386275,358.6169617543248,661.6735491523458,6.061131747960419,733.3969415032108
608,8.947352690649359,8.947352690649359,2988.415798676886,8.947352690649359,1316.7520709738976,44.7367634532468,89.4735269064936,8.947352690649359,149.122544844156,59.6490179376624,8.947352690649359,1024.4718830793518,593.5077284797409,8.947352690649359,776.9284586380528,2855.696733765587,1737.2776474344175,447.367634532468,8.947352690649359,8.947352690649359,159.56112298324695,529.3850341967537,976.7526687292218,8.947352690649359,1082.6296755685726
609,19.83487000221804,19.83487000221804,6624.846580740826,19.83487000221804,2919.0317019930885,99.1743500110902,198.3487000221804,19.83487000221804,330.58116670363404,132.23246668145362,19.83487000221804,2271.0926152539655,1315.7130434804635,19.83487000221804,1722.327878525933,6330.62934237459,3851.2705920973362,991.743500110902,19.83487000221804,19.83487000221804,353.7218483728884,1173.5631417979007,2165.3066419088027,19.83487000221804,2400.019270268383
610,11.60819206376712,11.60819206376712,3877.1361492982182,11.60819206376712,1708.3389320510614,58.04096031883561,116.08192063767122,11.60819206376712,193.46986772945203,77.3879470917808,11.60819206376712,1329.1379913013352,770.0100735632191,11.60819206376712,1007.978010870445,3704.947967019006,2253.923959048116,580.4096031883561,11.60819206376712,11.60819206376712,207.0127584705137,686.8180304395546,1267.2276336279108,11.60819206376712,1404.5912397158215
611,21.7358300250027,21.7358300250027,7259.767228350902,21.7358300250027,3198.7896520128975,108.6791501250135,217.358300250027,21.7358300250027,362.263833750045,144.905533500018,21.7358300250027,2488.7525378628093,1441.8100583251792,21.7358300250027,1887.3945738377345,6937.352416313362,4220.373663188025,1086.791501250135,21.7358300250027,21.7358300250027,387.6223021125482,1286.0366098126597,2372.828111062795,21.7358300250027,2630.0354330253267
612,7.989383024894339,7.989383024894339,2668.4539303147094,7.989383024894339,1175.7708684969505,39.9469151244717,79.8938302489434,7.989383024894339,133.156383748239,53.262553499295606,7.989383024894339,914.7843563504019,529.9624073179913,7.989383024894339,693.7447593283252,2549.9447487787766,1551.2718706669846,399.469151244717,7.989383024894339,7.989383024894339,142.47733061061575,472.70516230624844,872.1743135509655,7.989383024894339,966.7153460122152
613,14.32788136688742,14.32788136688742,4785.512376540398,14.32788136688742,2108.5865411602654,71.6394068344371,143.2788136688742,14.32788136688742,238.798022781457,95.5192091125828,14.32788136688742,1640.5424165086094,950.4161306701989,14.32788136688742,1244.137698691391,4572.982136264901,2781.996965403974,716.394068344371,14.32788136688742,14.32788136688742,255.513884376159,847.7329808741723,1564.1270492185433,14.32788136688742,1733.6736453933777
701,22.305800184276237,22.305800184276237,7450.137261548263,22.305800184276237,3282.670260452653,111.5290009213812,223.0580018427624,22.305800184276237,371.763336404604,148.7053345618416,22.305800184276237,2554.0141210996294,1479.6180788903239,22.305800184276237,1936.8869826679868,7119.267892148166,4331.042869113637,1115.2900092138118,22.305800184276237,22.305800184276237,397.7867699529263,1319.759844236344,2435.049853450156,22.305800184276237,2699.001822297425
702,17.4086145282561,17.4086145282561,5814.477252437537,17.4086145282561,2561.967771408356,87.0430726412805,174.086145282561,17.4086145282561,290.143575470935,116.057430188374,17.4086145282561,1993.2863634853234,1154.7714303743214,17.4086145282561,1511.6480282035714,5556.249470268404,3380.1726542363926,870.4307264128049,17.4086145282561,17.4086145282561,310.4536257539005,1030.0096929218191,1900.4404193346243,17.4086145282561,2106.442357918988
703,18.22877041895178,18.22877041895178,6088.409319929894,18.22877041895178,2682.6673799890705,91.1438520947589,182.2877041895178,18.22877041895178,303.812840315863,121.5251361263452,18.22877041895178,2087.1942129699787,1209.1751044571347,18.22877041895178,1582.8648980456462,5818.015892048776,3539.419589679804,911.4385209475889,18.22877041895178,18.22877041895178,325.07973913797343,1078.5355831213135,1989.9741040689028,18.22877041895178,2205.6812206931654
704,9.385983246605878,9.385983246605878,3134.918404366364,9.385983246605878,1381.3038677921654,46.9299162330294,93.8598324660588,9.385983246605878,156.433054110098,62.5732216440392,9.385983246605878,1074.6950817363731,622.6035553581901,9.385983246605878,815.0162119136106,2995.692986208376,1822.445080382642,469.299162330294,9.385983246605878,9.385983246605878,167.38336789780487,555.3373420908479,1024.636504421142,9.385983246605878,1135.7039728393115
705,2.8942091928744236,2.8942091928744236,966.6658704200576,2.8942091928744236,425.93111955135277,14.47104596437212,28.94209192874424,2.8942091928744236,48.2368198812404,19.29472795249616,2.8942091928744236,331.3869525841215,191.9825431273368,2.8942091928744236,251.3138315812625,923.7351007257536,561.9589516164507,144.71045964372118,2.8942091928744236,2.8942091928744236,51.61339727292723,171.2407105784034,315.95117022212463,2.8942091928744236,350.1993123378053
706,31.58860444027224,31.58860444027224,10550.593883050928,31.58860444027224,4648.789620126731,157.9430222013612,315.8860444027224,31.58860444027224,526.4767406712041,210.59069626848162,31.58860444027224,3616.8952084111716,2095.3774278713922,31.58860444027224,2742.943818896973,10082.029583853557,6133.454028819528,1579.430222013612,31.58860444027224,31.58860444027224,563.3301125181883,1868.9924293827742,3448.4226513963863,31.58860444027224,3822.221137272941
707,52.94819607238775,52.94819607238775,17684.69748817751,52.94819607238775,7792.209521986399,264.7409803619388,529.4819607238776,52.94819607238775,882.469934539796,352.9879738159184,52.94819607238775,6062.568450288398,3512.230339468388,52.94819607238775,4597.668358952337,16899.29924643709,10280.774737388623,2647.4098036193877,52.94819607238775,52.94819607238775,944.2428299575818,3132.7682676162754,5780.178071235664,52.94819607238775,6406.731724758918
708,16.525654981119118,16.525654981119118,5519.568763693786,16.525654981119118,2432.0255580546973,82.6282749055956,165.2565498111912,16.525654981119118,275.427583018652,110.17103320746081,16.525654981119118,1892.1874953381391,1096.201780414235,16.525654981119118,1434.977707527177,5274.438214807185,3208.731342167296,826.282749055956,16.525654981119118,16.525654981119118,294.7075138299577,977.7679197162146,1804.0506687721706,16.525654981119118,1999.6042527154134
709,9.345081560234698,9.345081560234698,3121.2572411183896,9.345081560234698,1375.2845029478733,46.725407801173496,93.45081560234699,9.345081560234698,155.751359337245,62.300543734898,9.345081560234698,1070.011838646873,619.8904101622351,9.345081560234698,811.4645821470464,2982.6385313082415,1814.5033362789043,467.254078011735,9.345081560234698,9.345081560234698,166.65395449085216,552.9173256472196,1020.1714036589548,9.345081560234698,1130.7548687883987
710,14.37319908466818,14.37319908466818,4800.648494279172,14.37319908466818,2115.255798627001,71.8659954233409,143.7319908466818,14.37319908466818,239.55331807780303,95.8213272311212,14.37319908466818,1645.7312951945066,953.422205949656,14.37319908466818,1248.0727871853537,4587.446041189927,2790.796155606405,718.659954233409,14.37319908466818,14.37319908466818,256.32205034324926,850.4142791762006,1569.0742334096099,14.37319908466818,1739.1570892448499
711,5.582750293786721,5.582750293786721,1864.638598124765,5.582750293786721,821.5947515689459,27.913751468933608,55.827502937867216,5.582750293786721,93.0458382297787,37.21833529191148,5.582750293786721,639.2249086385796,370.3224361545192,5.582750293786721,484.768817177147,1781.8278021002618,1083.984015376922,279.13751468933606,5.582750293786721,5.582750293786721,99.55904690586321,330.31272571571435,609.4502404050504,5.582750293786721,675.5127855481933
