id,median,lo,hi,in,seats
1,0.0,0,0,0.0,0
2,0.0,0,0,0.0,0
3,27.0,21,34,1.0,25
4,0.0,0,0,0.0,0
5,16.0,13,20,0.99,15
6,0.0,0,0,0.0,0
7,0.0,0,0,0.0,0
8,0.0,0,0,0.0,0
9,0.0,0,0,0.0,0
10,0.0,0,0,0.0,0
11,0.0,0,0,0.0,0
12,9.0,0,11,0.657,8
13,0.0,0,0,0.0,0
14,0.0,0,0,0.0,0
15,10.0,0,13,0.879,9
16,39.0,32,47,1.0,36
17,28.0,22,35,1.0,27
18,9.0,0,11,0.571,9
19,0.0,0,0,0.0,0
20,0.0,0,0,0.0,0
21,0.0,0,0,0.0,0
22,0.0,0,0,0.0,0
23,13.0,10,16,0.999,12
24,0.0,0,0,0.0,0
25,9.0,0,11,0.643,9
